"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","total_cursos","prediction(total_cursos)"
"procesos industriales","presencial","samborondon","sin provincia",921.0,10.0,186.0,120.0,0.0,0.0,12.0,0.0,2021.0,9.0,8.26880438758269
"administración y legislación","presencial","samborondon","sin provincia",924.0,10.0,186.0,320.0,0.0,0.0,32.0,0.0,2021.0,9.0,7.791195388609026
"MISSING","desconocida","quito","pichincha",927.0,32.0,103.0,0.0,0.0,0.0,0.0,0.0,2021.0,3.0,6.652264730370575
"MISSING","desconocida","riobamba","chimborazo",932.0,35.0,116.0,0.0,0.0,0.0,0.0,0.0,2021.0,3.0,16.284783912138323
"artes y artesanía","presencial","pastaza","pastaza",935.0,11.0,12.0,3564.0,0.0,0.0,324.0,0.0,2019.0,2.0,6.1585800250611555
"administración y legislación","presencial","quito","pichincha",936.0,6.0,65.0,240.0,0.0,0.0,40.0,0.0,2021.0,9.0,6.706649359722178
"educación y capacitación","online","ibarra","imbabura",938.0,122.0,219.0,14640.0,0.0,0.0,120.0,0.0,2021.0,3.0,5.504429824062868
"educación y capacitación","online","ibarra","imbabura",939.0,14.0,219.0,1680.0,0.0,0.0,120.0,0.0,2021.0,3.0,7.49846054584475
"artes y artesanía","presencial","quito","pichincha",940.0,8.0,36.0,320.0,0.0,0.0,40.0,0.0,2018.0,6.0,7.5398255864893144
"artes y artesanía","presencial","quito","pichincha",941.0,7.0,16.0,280.0,0.0,0.0,40.0,0.0,2019.0,5.0,6.993453972302291
"artes y artesanía","presencial","quito","pichincha",942.0,5.0,21.0,200.0,0.0,0.0,40.0,0.0,2022.0,4.0,5.9411399793792725
"artes y artesanía","presencial","quito","pichincha",944.0,7.0,21.0,280.0,0.0,0.0,40.0,0.0,2022.0,4.0,5.918853965620883
"artes y artesanía","presencial","quito","pichincha",945.0,7.0,21.0,364.0,0.0,0.0,52.0,0.0,2022.0,4.0,5.891755689492811
"tecnologías de la información y comunicación","online","cuenca","azuay",946.0,39.0,203.0,1560.0,6240.0,0.7090909090909091,40.0,160.0,2018.0,5.0,11.961812049488003
"tecnologías de la información y comunicación","online","cuenca","azuay",948.0,46.0,203.0,1840.0,7360.0,0.8363636363636363,40.0,160.0,2018.0,5.0,11.934438067451197
"administración y legislación","presencial","quito","pichincha",960.0,7.0,71.0,140.0,0.0,0.0,20.0,0.0,2018.0,4.0,7.928342631658552
"administración y legislación","presencial","quito","pichincha",961.0,53.0,105.0,1060.0,0.0,0.0,20.0,0.0,2022.0,4.0,6.293562571815187
"administración y legislación","presencial","quito","pichincha",962.0,10.0,105.0,150.0,0.0,0.0,15.0,0.0,2022.0,4.0,6.7299103992270375
"administración y legislación","presencial","quito","pichincha",963.0,4.0,105.0,80.0,0.0,0.0,20.0,0.0,2022.0,4.0,6.776619236440297
"administración y legislación","presencial","quito","pichincha",964.0,38.0,105.0,760.0,0.0,0.0,20.0,0.0,2022.0,4.0,6.442444049570895
"alimentación gastronomía y turismo","presencial","quito","pichincha",965.0,20.0,780.0,200.0,0.0,0.0,10.0,0.0,2018.0,18.0,14.372642155955532
"alimentación gastronomía y turismo","presencial","quito","pichincha",967.0,24.0,780.0,240.0,0.0,0.0,10.0,0.0,2018.0,18.0,14.337568575974046
"alimentación gastronomía y turismo","presencial","quito","pichincha",972.0,56.0,780.0,560.0,0.0,0.0,10.0,0.0,2018.0,18.0,14.052340903240179
"alimentación gastronomía y turismo","presencial","quito","pichincha",974.0,1.0,3.0,10.0,0.0,0.0,10.0,0.0,2019.0,3.0,7.010204838221171
"procesos industriales","presencial","latacunga","cotopaxi",975.0,29.0,29.0,232.0,0.0,0.0,8.0,0.0,2018.0,1.0,7.796589453022534
"procesos industriales","presencial","latacunga","cotopaxi",977.0,538.0,1580.0,11836.0,0.0,0.0,22.0,0.0,2022.0,10.0,15.444040944788071
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",981.0,13.0,323.0,104.0,0.0,0.0,8.0,0.0,2022.0,5.0,14.200428626958455
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",983.0,10.0,323.0,260.0,0.0,0.0,26.0,0.0,2022.0,5.0,14.636338494618144
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",984.0,281.0,323.0,2248.0,0.0,0.0,8.0,0.0,2022.0,5.0,11.868188991832994
"procesos industriales","presencial","quito","pichincha",990.0,50.0,321.0,600.0,0.0,0.0,12.0,0.0,2018.0,9.0,10.298308064585171
"forestal ecología y medio ambiente","presencial","quito","pichincha",993.0,7.0,16.0,70.0,0.0,0.0,10.0,0.0,2022.0,3.0,5.962225760795604
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",998.0,35.0,35.0,8400.0,0.0,0.0,240.0,0.0,2018.0,1.0,7.814991756625659
"enseñanza","desconocida","portoviejo","manabi",1002.0,256.0,290.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,7.337439652313151
"administración y legislación","presencial","guayaquil","guayas",1009.0,5.0,205.0,60.0,0.0,0.0036127167630057,12.0,0.0,2019.0,10.0,10.360447606032153
"administración y legislación","presencial","guayaquil","guayas",1010.0,15.0,205.0,120.0,0.0,0.0108381502890173,8.0,0.0,2019.0,10.0,10.281329005011003
"educación y capacitación","online","quito","pichincha",1013.0,6.0,29.0,720.0,0.0,0.0,120.0,0.0,2019.0,7.0,6.673781321144929
"educación y capacitación","online","quito","pichincha",1014.0,72.0,80.0,8640.0,0.0,0.0,120.0,0.0,2022.0,3.0,4.804076881487049
"educación y capacitación","presencial","quito","pichincha",1018.0,11.0,332.0,220.0,0.0,0.0,20.0,0.0,2019.0,6.0,9.918764334610955
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1027.0,274.0,400.0,10960.0,0.0,0.0,40.0,0.0,2022.0,5.0,7.595255263460331
"artes y artesanía","presencial","guayaquil","guayas",1028.0,27.0,400.0,1080.0,0.0,0.0,40.0,0.0,2022.0,5.0,10.730295708369908
"procesos industriales","online","manta","manabi",1033.0,18.0,118.0,720.0,0.0,0.0,40.0,0.0,2019.0,5.0,7.995046239725639
"tecnologías de la información y comunicación","presencial","manta","manabi",1035.0,41.0,118.0,1640.0,24190.0,0.0,40.0,590.0,2019.0,5.0,11.924939703558834
"tecnologías de la información y comunicación","online","manta","manabi",1036.0,41.0,118.0,1640.0,24190.0,0.0,40.0,590.0,2019.0,5.0,11.647232793049625
"alimentación gastronomía y turismo","presencial","quito","pichincha",1041.0,62.0,382.0,2480.0,0.0,0.0,40.0,0.0,2022.0,6.0,8.651616120985523
"alimentación gastronomía y turismo","presencial","quito","pichincha",1042.0,62.0,382.0,2480.0,0.0,0.0,40.0,0.0,2022.0,6.0,8.652037851247542
"administración y legislación","presencial","manta","manabi",1043.0,33.0,271.0,396.0,0.0,0.0,12.0,0.0,2019.0,5.0,9.213484736067358
"alimentación gastronomía y turismo","presencial","manta","manabi",1045.0,43.0,271.0,774.0,0.0,0.0,18.0,0.0,2019.0,5.0,9.090436506282686
"industria agropecuaria","presencial","manta","manabi",1046.0,74.0,364.0,2220.0,0.0,0.0,30.0,0.0,2022.0,11.0,8.429688772157874
"alimentación gastronomía y turismo","presencial","manta","manabi",1049.0,75.0,364.0,1350.0,0.0,0.0,18.0,0.0,2022.0,11.0,8.5180960326677
"alimentación gastronomía y turismo","presencial","manta","manabi",1053.0,52.0,364.0,832.0,0.0,0.0,16.0,0.0,2022.0,11.0,8.754506627756086
"procesos industriales","presencial","samborondon","sin provincia",1055.0,15.0,59.0,600.0,0.0,0.0,40.0,0.0,2019.0,4.0,7.773249714747635
"procesos industriales","presencial","samborondon","sin provincia",1056.0,31.0,59.0,558.0,0.0,0.0,18.0,0.0,2019.0,4.0,7.684593391259909
"transporte y logística","presencial","cuenca","azuay",1061.0,40.0,175.0,6880.0,0.0,0.0,172.0,0.0,2020.0,5.0,6.860315486341506
"transporte y logística","online","cuenca","azuay",1064.0,29.0,175.0,4872.0,0.0,0.0,168.0,0.0,2020.0,5.0,6.852558633800641
"administración y legislación","presencial","quito","pichincha",1066.0,6.0,2850.0,192.0,0.0,0.0757862826828344,32.0,0.0,2020.0,22.0,32.82738990678001
"electricidad y electrónica","presencial","quito","pichincha",1067.0,194.0,2850.0,6208.0,0.0,2.4504231400783123,32.0,0.0,2020.0,22.0,30.797964644629587
"electricidad y electrónica","presencial","quito","pichincha",1068.0,139.0,2850.0,4448.0,0.0,1.7557155488189973,32.0,0.0,2020.0,22.0,31.392224590756996
"electricidad y electrónica","presencial","quito","pichincha",1070.0,46.0,2850.0,1472.0,0.0,0.5810281672350638,32.0,0.0,2020.0,22.0,32.3971944890169
"tecnologías de la información y comunicación","presencial","quito","pichincha",1071.0,58.0,2850.0,1856.0,17947.52,0.7326007326007326,32.0,309.44,2020.0,22.0,36.32326114971704
"electricidad y electrónica","presencial","quito","pichincha",1073.0,112.0,2850.0,3584.0,0.0,1.414677276746242,32.0,0.0,2020.0,22.0,31.685853820764464
"finanzas comercio y ventas","presencial","quito","pichincha",1074.0,20.0,2850.0,640.0,0.0,0.2526209422761147,32.0,0.0,2020.0,22.0,32.67960493029216
"finanzas comercio y ventas","presencial","quito","pichincha",1076.0,31.0,2850.0,992.0,0.0,0.3915624605279778,32.0,0.0,2020.0,22.0,32.561680747643095
"electricidad y electrónica","presencial","quito","pichincha",1077.0,10.0,2850.0,320.0,0.0,0.1263104711380573,32.0,0.0,2020.0,22.0,32.7888407057809
"electricidad y electrónica","presencial","quito","pichincha",1079.0,396.0,2850.0,12672.0,0.0,5.001894657067071,32.0,0.0,2020.0,22.0,28.622019596777363
"tecnologías de la información y comunicación","presencial","quito","pichincha",1081.0,201.0,2850.0,6432.0,62197.44,2.5388404698749527,32.0,309.44,2020.0,22.0,36.8358885012193
"electricidad y electrónica","presencial","quito","pichincha",1083.0,340.0,2850.0,10880.0,0.0,4.2945560186939495,32.0,0.0,2020.0,22.0,29.228341792161018
"tecnologías de la información y comunicación","presencial","quito","pichincha",1084.0,173.0,2850.0,5536.0,53533.12,2.185171150688392,32.0,309.44,2020.0,22.0,36.73760487124514
"finanzas comercio y ventas","presencial","quito","pichincha",1086.0,6.0,2850.0,192.0,0.0,0.0757862826828344,32.0,0.0,2020.0,22.0,32.835824512020054
"procesos industriales","online","quito","pichincha",1087.0,189.0,435.0,3780.0,0.0,0.0,20.0,0.0,2020.0,3.0,8.948131208171162
"construcción e infraestructura","online","MISSING","imbabura",1088.0,6.0,6.0,240.0,0.0,0.0,40.0,0.0,2020.0,1.0,13.200618006507625
"construcción e infraestructura","online","loja","loja",1090.0,2.0,81.0,120.0,0.0,0.0,60.0,0.0,2020.0,3.0,13.901867049576595
"administración y legislación","presencial","quito","pichincha",1091.0,13.0,66.0,312.0,0.0,0.0,24.0,0.0,2020.0,2.0,7.119235926408805
"tecnologías de la información y comunicación","presencial","manta","manabi",1096.0,19.0,91.0,2508.0,24252.36,0.0,132.0,1276.44,2020.0,4.0,11.278961277052986
"procesos industriales","online","quito","pichincha",1097.0,22.0,3423.0,176.0,0.0,1.790073230268511,8.0,0.0,2020.0,56.0,38.19510676357163
"artes y artesanía","presencial","santo domingo","santo domingo de los tsachilas",1104.0,3.0,75.0,120.0,0.0,0.0,40.0,0.0,2022.0,4.0,12.018545135472777
"transporte y logística","presencial","quito","pichincha",1106.0,87.0,240.0,1044.0,0.0,0.0,12.0,0.0,2022.0,5.0,7.122381247255817
"administración y legislación","presencial","quito","pichincha",1108.0,19.0,348.0,380.0,0.0,0.0,20.0,0.0,2022.0,13.0,8.930273814303519
"administración y legislación","presencial","quito","pichincha",1110.0,33.0,348.0,792.0,0.0,0.0,24.0,0.0,2022.0,13.0,8.77520575120775
"administración y legislación","presencial","quito","pichincha",1111.0,90.0,348.0,10800.0,0.0,0.0,120.0,0.0,2022.0,13.0,7.288173219413352
"administración y legislación","presencial","quito","pichincha",1114.0,6.0,348.0,48.0,0.0,0.0,8.0,0.0,2022.0,13.0,9.087224126833462
"administración y legislación","presencial","quito","pichincha",1115.0,29.0,348.0,580.0,0.0,0.0,20.0,0.0,2022.0,13.0,8.834815068157809
"educación y capacitación","presencial","quito","pichincha",1116.0,5.0,348.0,200.0,0.0,0.0,40.0,0.0,2022.0,13.0,9.00226045098293
"administración y legislación","presencial","quito","pichincha",1117.0,40.0,348.0,800.0,0.0,0.0,20.0,0.0,2022.0,13.0,8.727406584903974
"finanzas comercio y ventas","presencial","quito","pichincha",1120.0,6.0,348.0,48.0,0.0,0.0,8.0,0.0,2022.0,13.0,9.089754508405576
"administración y legislación","presencial","quito","pichincha",1121.0,32.0,39.0,1280.0,0.0,0.0,40.0,0.0,2022.0,4.0,5.870316606565325
"procesos industriales","presencial","quito","pichincha",1122.0,1.0,582.0,8.0,0.0,0.0,8.0,0.0,2022.0,8.0,11.719621572595429
"procesos industriales","presencial","quito","pichincha",1124.0,24.0,582.0,192.0,0.0,0.0,8.0,0.0,2022.0,8.0,11.517906448302256
"procesos industriales","semipresencial","quito","pichincha",1127.0,230.0,582.0,9200.0,0.0,0.0,40.0,0.0,2022.0,8.0,8.738437146987508
"procesos industriales","presencial","quito","pichincha",1129.0,60.0,582.0,960.0,0.0,0.0,16.0,0.0,2022.0,8.0,11.148078800495568
"procesos industriales","presencial","quito","pichincha",1131.0,24.0,582.0,192.0,0.0,0.0,8.0,0.0,2022.0,8.0,11.520858560136276
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1137.0,300.0,2079.0,12000.0,0.0,0.0,40.0,0.0,2022.0,13.0,21.583660221516197
"administración y legislación","presencial","manta","manabi",1138.0,475.0,619.0,19000.0,0.0,0.0,40.0,0.0,2022.0,3.0,6.10109588956027
"administración y legislación","presencial","manta","manabi",1140.0,102.0,619.0,4080.0,0.0,0.0,40.0,0.0,2022.0,3.0,10.415586303751752
"educación y capacitación","presencial","guayaquil","guayas",1143.0,793.0,793.0,456768.0,0.0,0.0,576.0,0.0,2022.0,1.0,-32.021224674323776
"industrias manufactureras","desconocida","ibarra","imbabura",1144.0,42.0,220.0,0.0,0.0,0.0,0.0,0.0,2022.0,4.0,7.367196070789078
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1148.0,1.0,786.0,160.0,0.0,0.1262626262626262,160.0,0.0,2022.0,30.0,18.12416048744967
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1155.0,1.0,786.0,80.0,0.0,0.1262626262626262,80.0,0.0,2022.0,30.0,18.54734031708483
"transporte y logística","presencial","santo domingo","santo domingo de los tsachilas",1156.0,66.0,786.0,12672.0,0.0,8.333333333333332,192.0,0.0,2022.0,30.0,16.58070428281235
"educación y capacitación","online","santo domingo","santo domingo de los tsachilas",1160.0,9.0,786.0,405.0,0.0,1.1363636363636365,45.0,0.0,2022.0,30.0,18.21703552249437
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1161.0,1.0,786.0,120.0,0.0,0.1262626262626262,120.0,0.0,2022.0,30.0,18.478821160141933
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1165.0,473.0,786.0,22704.0,0.0,59.72222222222222,48.0,0.0,2022.0,30.0,13.193465692480459
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1166.0,473.0,786.0,22704.0,0.0,59.72222222222222,48.0,0.0,2022.0,30.0,12.915758781971249
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1169.0,8.0,786.0,960.0,0.0,1.0101010101010102,120.0,0.0,2022.0,30.0,18.331709768070027
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1170.0,20.0,786.0,4800.0,0.0,2.525252525252525,240.0,0.0,2022.0,30.0,17.710357140157726
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1174.0,16.0,786.0,7680.0,0.0,2.0202020202020203,480.0,0.0,2022.0,30.0,17.087567050407984
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1175.0,16.0,786.0,1920.0,0.0,2.0202020202020203,120.0,0.0,2022.0,30.0,18.19282048997377
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",1176.0,6.0,786.0,360.0,0.0,0.7575757575757576,60.0,0.0,2022.0,30.0,18.95702546311327
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1177.0,1.0,786.0,40.0,0.0,0.1262626262626262,40.0,0.0,2022.0,30.0,18.627667921364036
"administración y legislación","online","quito","pichincha",1179.0,320.0,854.0,16000.0,0.0,0.0,50.0,0.0,2022.0,2.0,9.506478843565333
"administración y legislación","presencial","guayaquil","guayas",1183.0,22.0,29.0,880.0,0.0,0.0,40.0,0.0,2022.0,2.0,7.43338671469337
"administración y legislación","presencial","quito","pichincha",1185.0,10.0,580.0,80.0,0.0,0.0,8.0,0.0,2022.0,11.0,11.22065476430464
"tecnologías de la información y comunicación","online","quito","pichincha",1188.0,9.0,96.0,576.0,8496.0,0.0,64.0,944.0,2022.0,14.0,9.969547761473791
"tecnologías de la información y comunicación","presencial","quito","pichincha",1197.0,1.0,96.0,40.0,550.0,0.0,40.0,550.0,2022.0,14.0,10.03461713955869
"procesos industriales","presencial","quito","pichincha",1199.0,5.0,96.0,100.0,0.0,0.0,20.0,0.0,2022.0,14.0,7.211175644339278
"procesos industriales","presencial","ambato","tungurahua",1206.0,13.0,1795.0,104.0,0.0,0.0,8.0,0.0,2022.0,35.0,22.831526857454264
"procesos industriales","presencial","ambato","tungurahua",1208.0,108.0,1795.0,864.0,0.0,0.0,8.0,0.0,2022.0,35.0,21.995715293733497
"procesos industriales","presencial","ambato","tungurahua",1210.0,19.0,1795.0,342.0,0.0,0.0,18.0,0.0,2022.0,35.0,22.747097161832244
"procesos industriales","presencial","ambato","tungurahua",1212.0,21.0,1795.0,252.0,0.0,0.0,12.0,0.0,2022.0,35.0,22.74960251986556
"procesos industriales","presencial","ambato","tungurahua",1214.0,603.0,1795.0,7236.0,0.0,0.0,12.0,0.0,2022.0,35.0,17.424200078665535
"procesos industriales","online","ambato","tungurahua",1216.0,61.0,1795.0,732.0,0.0,0.0,12.0,0.0,2022.0,35.0,22.10709578971455
"procesos industriales","online","ambato","tungurahua",1219.0,135.0,1795.0,1620.0,0.0,0.0,12.0,0.0,2022.0,35.0,21.431140711209196
"artes y artesanía","presencial","quito","pichincha",1222.0,8.0,94.0,384.0,0.0,0.0,48.0,0.0,2022.0,4.0,6.678451962978784
"otras actividades de servicios","desconocida","quito","pichincha",1223.0,46.0,94.0,0.0,0.0,0.0,0.0,0.0,2022.0,4.0,6.206499331972623
"educación y capacitación","online","latacunga","cotopaxi",1225.0,34.0,132.0,1360.0,0.0,0.0,40.0,0.0,2022.0,4.0,6.431002497503528
"educación y capacitación","online","latacunga","cotopaxi",1227.0,57.0,132.0,7980.0,0.0,0.0,140.0,0.0,2022.0,4.0,5.505610781391397
"administración y legislación","online","quito","pichincha",1232.0,3.0,5435.0,60.0,0.0,1.7857142857142856,20.0,0.0,2022.0,55.0,55.767977089471174
"procesos industriales","online","quito","pichincha",1233.0,26.0,5435.0,208.0,0.0,15.476190476190476,8.0,0.0,2022.0,55.0,56.101838716087855
"administración y legislación","presencial","quito","pichincha",1234.0,28.0,5435.0,224.0,0.0,16.666666666666664,8.0,0.0,2022.0,55.0,55.942310797818664
"procesos industriales","online","quito","pichincha",1240.0,40.0,5435.0,320.0,0.0,23.809523809523807,8.0,0.0,2022.0,55.0,56.03309871169802
"procesos industriales","online","quito","pichincha",1242.0,28.0,5435.0,224.0,0.0,16.666666666666664,8.0,0.0,2022.0,55.0,56.09539255755669
"procesos industriales","online","quito","pichincha",1243.0,21.0,5435.0,168.0,0.0,12.5,8.0,0.0,2022.0,55.0,56.13166034593064
"forestal ecología y medio ambiente","online","quito","pichincha",1246.0,2.0,5435.0,20.0,0.0,1.1904761904761905,10.0,0.0,2022.0,55.0,55.79866057969002
"educación y capacitación","presencial","quito","pichincha",1247.0,168.0,5435.0,3360.0,0.0,100.0,20.0,0.0,2022.0,55.0,55.010104370883255
"construcción e infraestructura","presencial","quito","pichincha",1249.0,1.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,55.0,62.943490920830754
"construcción e infraestructura","online","quito","pichincha",1250.0,1.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,55.0,62.665784010321545
"comunicación y artes gráficas","presencial","quito","pichincha",1251.0,36.0,5435.0,288.0,3024.0,21.428571428571427,8.0,84.0,2022.0,55.0,56.048771747403634
"administración y legislación","online","quito","pichincha",1255.0,35.0,5435.0,280.0,0.0,20.833333333333336,8.0,0.0,2022.0,55.0,55.63719243443768
"tecnologías de la información y comunicación","presencial","quito","pichincha",1257.0,8.0,5435.0,120.0,384.99999996,4.761904761904762,15.0,48.124999995,2022.0,55.0,59.27840023662793
"tecnologías de la información y comunicación","online","quito","pichincha",1260.0,1.0,5435.0,8.0,84.0,0.5952380952380952,8.0,84.0,2022.0,55.0,59.0400785483904
"procesos industriales","online","quito","pichincha",1264.0,17.0,5435.0,170.0,0.0,10.11904761904762,10.0,0.0,2022.0,55.0,56.1546898241362
"transporte y logística","online","quito","pichincha",1276.0,4.0,5435.0,32.0,0.0,2.380952380952381,8.0,0.0,2022.0,55.0,55.58904569114702
"administración y legislación","presencial","quito","pichincha",1277.0,90.0,5435.0,1800.0,0.0,53.57142857142857,20.0,0.0,2022.0,55.0,55.529593698239864
"procesos industriales","online","quito","pichincha",1281.0,1.0,5435.0,10.0,0.0,0.5952380952380952,10.0,0.0,2022.0,55.0,56.246550927852354
"tecnologías de la información y comunicación","presencial","quito","pichincha",1287.0,1.0,5435.0,20.0,62.400000000000006,0.5952380952380952,20.0,62.400000000000006,2022.0,55.0,59.30727719854781
"procesos industriales","online","quito","pichincha",1291.0,254.0,5435.0,2032.0,0.0,151.19047619047618,8.0,0.0,2022.0,55.0,54.95874174992434
"procesos industriales","presencial","quito","pichincha",1292.0,254.0,5435.0,2032.0,0.0,151.19047619047618,8.0,0.0,2022.0,55.0,55.23729212095759
"procesos industriales","online","quito","pichincha",1294.0,306.0,5435.0,2448.0,0.0,182.14285714285717,8.0,0.0,2022.0,55.0,54.69372193759318
"educación y capacitación","online","quito","pichincha",1297.0,47.0,5435.0,376.0,0.0,27.97619047619048,8.0,0.0,2022.0,55.0,55.5667116881491
"procesos industriales","presencial","quito","pichincha",1299.0,1.0,5435.0,8.0,0.0,0.5952380952380952,8.0,0.0,2022.0,55.0,56.53582319026543
"procesos industriales","online","quito","pichincha",1300.0,1.0,5435.0,8.0,0.0,0.5952380952380952,8.0,0.0,2022.0,55.0,56.25811627975622
"procesos industriales","presencial","quito","pichincha",1301.0,516.0,5435.0,4128.0,0.0,307.1428571428572,8.0,0.0,2022.0,55.0,53.89942094684068
"procesos industriales","online","quito","pichincha",1302.0,516.0,5435.0,8256.0,0.0,307.1428571428572,16.0,0.0,2022.0,55.0,53.25243195192559
"servicios socioculturales y a la comunidad","online","quito","pichincha",1310.0,8.0,5435.0,64.0,0.0,4.761904761904762,8.0,0.0,2022.0,55.0,55.79865096585115
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1311.0,11.0,5435.0,88.0,0.0,6.547619047619048,8.0,0.0,2022.0,55.0,56.061838740550684
"procesos industriales","presencial","quito","pichincha",1314.0,5.0,5435.0,40.0,0.0,2.976190476190476,8.0,0.0,2022.0,55.0,56.52166568241728
"procesos industriales","presencial","quito","pichincha",1316.0,5.0,5435.0,40.0,0.0,2.976190476190476,8.0,0.0,2022.0,55.0,56.52250914294132
"administración y legislación","presencial","quito","pichincha",1319.0,1.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,55.0,56.09510637553785
"procesos industriales","presencial","quito","pichincha",1320.0,519.0,5435.0,10380.0,0.0,308.92857142857144,20.0,0.0,2022.0,55.0,53.33504552645843
"procesos industriales","presencial","quito","pichincha",1322.0,2.0,5435.0,20.0,0.0,1.1904761904761905,10.0,0.0,2022.0,55.0,56.53667727878701
"procesos industriales","presencial","quito","pichincha",1327.0,12.0,12.0,768.0,0.0,0.0,64.0,0.0,2022.0,1.0,6.302040201287355
"educación y capacitación","presencial","guayaquil","guayas",1330.0,123.0,193.0,8856.0,0.0,0.0,72.0,0.0,2022.0,5.0,7.41915372633116
"educación y capacitación","online","guayaquil","guayas",1333.0,34.0,193.0,2448.0,0.0,0.0,72.0,0.0,2022.0,5.0,8.416999833186992
"artes y artesanía","presencial","latacunga","cotopaxi",1339.0,1.0,708.0,115.0,0.0,0.0,115.0,0.0,2022.0,27.0,12.342283880226887
"administración y legislación","online","quito","pichincha",1342.0,11.0,96.0,440.0,0.0,0.0,40.0,0.0,2022.0,6.0,6.4537100751441585
"administración y legislación","online","quito","pichincha",1343.0,35.0,96.0,1400.0,0.0,0.0,40.0,0.0,2022.0,6.0,6.1765781140173885
"tecnologías de la información y comunicación","online","quito","pichincha",1345.0,15.0,96.0,600.0,5802.0,0.0,40.0,386.8,2022.0,6.0,9.900595289672879
"administración y legislación","presencial","quito","pichincha",1346.0,20.0,96.0,400.0,0.0,0.0,20.0,0.0,2022.0,6.0,6.69771714747128
"transporte y logística","presencial","quito","pichincha",1350.0,6.0,64.0,54.0,0.0,0.0,9.0,0.0,2022.0,5.0,6.3507128031144475
"educación y capacitación","presencial","quito","pichincha",1352.0,13.0,64.0,689.0,0.0,0.0,53.0,0.0,2022.0,5.0,6.354652708512617
"procesos industriales","presencial","quito","pichincha",1355.0,38.0,1310.0,304.0,0.0,0.0,8.0,0.0,2022.0,14.0,18.203170938735525
"procesos industriales","presencial","quito","pichincha",1356.0,313.0,1310.0,6260.0,0.0,0.0,20.0,0.0,2022.0,14.0,15.437714153178717
"procesos industriales","presencial","quito","pichincha",1357.0,434.0,1310.0,3472.0,0.0,0.0,8.0,0.0,2022.0,14.0,14.716483982407453
"administración y legislación","presencial","quito","pichincha",1358.0,41.0,1310.0,328.0,0.0,0.0,8.0,0.0,2022.0,14.0,17.750178886132176
"administración y legislación","online","quito","pichincha",1359.0,41.0,1310.0,328.0,0.0,0.0,8.0,0.0,2022.0,14.0,17.472471975622966
"educación y capacitación","presencial","quito","pichincha",1362.0,11.0,1310.0,88.0,0.0,0.0,8.0,0.0,2022.0,14.0,17.98932962498361
"educación y capacitación","online","quito","pichincha",1363.0,11.0,1310.0,88.0,0.0,0.0,8.0,0.0,2022.0,14.0,17.7116227144744
"finanzas comercio y ventas","presencial","quito","pichincha",1364.0,6.0,1310.0,240.0,0.0,0.0,40.0,0.0,2022.0,14.0,17.990321750868247
"administración y legislación","presencial","quito","pichincha",1365.0,29.0,1310.0,580.0,0.0,0.0,20.0,0.0,2022.0,14.0,17.808541533750258
"procesos industriales","presencial","quito","pichincha",1366.0,13.0,1310.0,156.0,0.0,0.0,12.0,0.0,2022.0,14.0,18.41674062934362
"procesos industriales","presencial","quito","pichincha",1368.0,31.0,1310.0,248.0,0.0,0.0,8.0,0.0,2022.0,14.0,18.270301697085984
"procesos industriales","presencial","quito","pichincha",1371.0,73.0,1310.0,876.0,0.0,0.0,12.0,0.0,2022.0,14.0,17.869751765011983
"administración y legislación","presencial","quito","pichincha",1372.0,8.0,1310.0,64.0,0.0,0.0,8.0,0.0,2022.0,14.0,18.04671064453794
"educación y capacitación","online","loja","loja",1377.0,297.0,1657.0,106920.0,0.0,0.0,360.0,0.0,2022.0,7.0,8.792839446382573
"mecánica automotriz","presencial","quito","pichincha",1382.0,2.0,94.0,240.0,0.0,0.0,120.0,0.0,2022.0,6.0,6.685359676808162
"artes y artesanía","presencial","quito","pichincha",1384.0,26.0,94.0,5200.0,0.0,0.0,200.0,0.0,2022.0,6.0,5.928714705642619
