"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","total_cursos","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","volumen_capacitados","confidence(range2)","confidence(range1)","prediction(volumen_capacitados)","cost"
"electricidad y electrónica","online","guayaquil","guayas",713.0,9.0,38.0,360.0,0.0,0.016822429906542,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",714.0,6.0,38.0,144.0,576.0,0.011214953271028,24.0,96.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","presencial","guayaquil","guayas",715.0,6.0,38.0,120.0,0.0,0.011214953271028,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",721.0,28.0,38.0,840.0,11415.6,0.0523364485981308,30.0,407.7,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",723.0,35.0,38.0,1400.0,19026.0,0.0654205607476635,40.0,543.6,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",727.0,116.0,38.0,2320.0,34220.0,0.216822429906542,20.0,295.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","presencial","guayaquil","guayas",731.0,24.0,38.0,960.0,0.0,0.0448598130841121,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","online","guayaquil","guayas",732.0,56.0,38.0,2240.0,0.0,0.1046728971962616,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","online","guayaquil","guayas",734.0,10.0,38.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",735.0,16.0,38.0,320.0,3360.0,0.0299065420560747,20.0,210.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","online","guayaquil","guayas",747.0,106.0,8.0,4240.0,0.0,0.1981308411214953,40.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","guayaquil","guayas",751.0,10.0,8.0,400.0,2436.0,0.0186915887850467,40.0,243.6,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","guayaquil","guayas",753.0,76.0,8.0,3040.0,6840.0,0.1420560747663551,40.0,90.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","quito","pichincha",754.0,8.0,5.0,320.0,3865.6,0.0,40.0,483.2,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","quito","pichincha",756.0,8.0,5.0,320.0,3865.6,0.0,40.0,483.2,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","quito","pichincha",760.0,6.0,5.0,240.0,2320.8,0.0,40.0,386.8,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",762.0,30.0,5.0,1200.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","quito","pichincha",763.0,10.0,5.0,400.0,4832.0,0.0,40.0,483.2,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","quito","pichincha",765.0,10.0,5.0,400.0,4832.0,0.0,40.0,483.2,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","riobamba","chimborazo",772.0,1.0,2.0,18.0,0.0,0.0,18.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","riobamba","chimborazo",773.0,133.0,54.0,2394.0,0.0,0.0,18.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","presencial","riobamba","chimborazo",779.0,12.0,54.0,1440.0,0.0,0.0,120.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","online","riobamba","chimborazo",780.0,12.0,54.0,1440.0,0.0,0.0,120.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",781.0,32.0,54.0,256.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",783.0,66.0,54.0,528.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",788.0,34.0,54.0,272.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",790.0,10.0,54.0,80.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",791.0,10.0,54.0,160.0,0.0,0.0,16.0,0.0,2018.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",793.0,155.0,27.0,2790.0,0.0,0.0,18.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",794.0,51.0,27.0,408.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",795.0,51.0,27.0,408.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","presencial","riobamba","chimborazo",797.0,25.0,27.0,3000.0,0.0,0.0,120.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","online","riobamba","chimborazo",798.0,25.0,27.0,3000.0,0.0,0.0,120.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",800.0,20.0,27.0,160.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",801.0,43.0,27.0,344.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",805.0,7.0,27.0,56.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",806.0,7.0,27.0,112.0,0.0,0.0,16.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",808.0,9.0,27.0,72.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",809.0,9.0,27.0,144.0,0.0,0.0,16.0,0.0,2019.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",815.0,1.0,2.0,18.0,0.0,0.0,18.0,0.0,2020.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","riobamba","chimborazo",816.0,199.0,39.0,3582.0,0.0,0.0,18.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",818.0,134.0,39.0,1072.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",819.0,176.0,39.0,1408.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",824.0,30.0,39.0,240.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",827.0,178.0,39.0,1424.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",828.0,56.0,39.0,448.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",836.0,482.0,39.0,7712.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","presencial","riobamba","chimborazo",838.0,1.0,39.0,30.0,0.0,0.0,30.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",841.0,2.0,39.0,24.0,0.0,0.0,12.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","presencial","riobamba","chimborazo",843.0,32.0,39.0,1280.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","presencial","riobamba","chimborazo",844.0,28.0,39.0,1120.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"forestal ecología y medio ambiente","online","riobamba","chimborazo",848.0,119.0,39.0,4760.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",850.0,26.0,39.0,208.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"forestal ecología y medio ambiente","online","riobamba","chimborazo",851.0,26.0,39.0,208.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",853.0,10.0,39.0,80.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",857.0,327.0,39.0,2616.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",858.0,327.0,39.0,5232.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","riobamba","chimborazo",859.0,327.0,39.0,2616.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","riobamba","chimborazo",860.0,20.0,39.0,160.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",861.0,19.0,39.0,760.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","presencial","riobamba","chimborazo",862.0,44.0,39.0,1760.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","presencial","ibarra","imbabura",867.0,148.0,3.0,59200.0,0.0,0.0,400.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",869.0,126.0,2.0,21420.0,0.0,0.0,170.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",870.0,97.0,2.0,16490.0,0.0,0.0,170.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","quito","pichincha",874.0,4.0,25.0,128.0,0.0,0.0,32.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","presencial","guayaquil","guayas",876.0,114.0,2.0,4560.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","quito","pichincha",878.0,8.0,5.0,4000.0,0.0,0.0,500.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","quito","pichincha",880.0,1.0,5.0,360.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",881.0,1.0,5.0,360.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",887.0,16.0,11.0,256.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",894.0,23.0,11.0,368.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",896.0,8.0,12.0,96.0,0.0,0.0,12.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",898.0,4.0,12.0,64.0,0.0,0.0,16.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"electricidad y electrónica","presencial","guayaquil","guayas",903.0,7.0,10.0,140.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","guayaquil","guayas",904.0,21.0,10.0,462.0,0.0,0.0,22.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","guayaquil","guayas",905.0,230.0,10.0,2760.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.49128558468862993,0.5087144153113701,"range1",0.017428830622740143
"procesos industriales","presencial","guayaquil","guayas",906.0,15.0,10.0,120.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","guayaquil","guayas",914.0,9.0,17.0,108.0,0.0,0.0,12.0,0.0,2018.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","guayaquil","guayas",916.0,21.0,17.0,252.0,0.0,0.0,12.0,0.0,2018.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"mecánica industrial y minería","presencial","guayaquil","guayas",920.0,16.0,17.0,320.0,0.0,0.0,20.0,0.0,2018.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","samborondon","sin provincia",922.0,36.0,9.0,432.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","samborondon","sin provincia",925.0,14.0,9.0,336.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","samborondon","sin provincia",926.0,8.0,9.0,144.0,0.0,0.0,18.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"MISSING","desconocida","quito","pichincha",927.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","rumiñahui","pichincha",928.0,37.0,2.0,4440.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","rumiñahui","pichincha",929.0,37.0,2.0,4440.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","rumiñahui","pichincha",931.0,62.0,2.0,2480.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"MISSING","desconocida","riobamba","chimborazo",932.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",936.0,6.0,9.0,240.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","ibarra","imbabura",937.0,83.0,3.0,9960.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","ibarra","imbabura",938.0,122.0,3.0,14640.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","quito","pichincha",941.0,7.0,5.0,280.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","quito","pichincha",944.0,7.0,4.0,280.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cuenca","azuay",946.0,39.0,5.0,1560.0,6240.0,0.7090909090909091,40.0,160.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cuenca","azuay",948.0,46.0,5.0,1840.0,7360.0,0.8363636363636363,40.0,160.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cuenca","azuay",950.0,19.0,5.0,760.0,3211.0,0.3454545454545454,40.0,169.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cuenca","azuay",954.0,42.0,8.0,1680.0,6720.0,0.7636363636363637,40.0,160.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cuenca","azuay",955.0,27.0,8.0,1080.0,7203.6,0.4909090909090909,40.0,266.8,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cuenca","azuay",957.0,11.0,8.0,440.0,1760.0,0.2,40.0,160.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cuenca","azuay",958.0,24.0,8.0,960.0,3840.0,0.4363636363636364,40.0,160.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","quito","pichincha",970.0,147.0,18.0,1470.0,0.0,0.0,10.0,0.0,2018.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"alimentación gastronomía y turismo","presencial","quito","pichincha",974.0,1.0,3.0,10.0,0.0,0.0,10.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","latacunga","cotopaxi",976.0,21.0,10.0,168.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"transporte y logística","presencial","latacunga","cotopaxi",979.0,22.0,10.0,1320.0,0.0,0.0,60.0,0.0,2022.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",980.0,11.0,3.0,88.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",982.0,18.0,5.0,144.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",985.0,56.0,9.0,896.0,0.0,0.0,16.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",987.0,56.0,9.0,448.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"forestal ecología y medio ambiente","presencial","quito","pichincha",988.0,7.0,9.0,70.0,0.0,0.0,10.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"forestal ecología y medio ambiente","presencial","quito","pichincha",989.0,15.0,9.0,120.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",991.0,30.0,9.0,900.0,0.0,0.0,30.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",992.0,60.0,9.0,1920.0,0.0,0.0,32.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"forestal ecología y medio ambiente","presencial","quito","pichincha",993.0,7.0,3.0,70.0,0.0,0.0,10.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"otras actividades de servicios","desconocida","ambato","tungurahua",996.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",1000.0,66.0,1.0,15840.0,0.0,0.0,240.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","guayaquil","guayas",1004.0,4.0,10.0,64.0,0.0,0.0028901734104046,16.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",1007.0,13.0,10.0,156.0,2301.0,0.009393063583815,12.0,177.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","guayaquil","guayas",1012.0,17.0,10.0,136.0,0.0,0.0122832369942196,8.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","quito","pichincha",1013.0,6.0,7.0,720.0,0.0,0.0,120.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","quito","pichincha",1014.0,72.0,3.0,8640.0,0.0,0.0,120.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",1018.0,11.0,6.0,220.0,0.0,0.0,20.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",1020.0,12.0,6.0,240.0,0.0,0.0,20.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"otras actividades de servicios","desconocida","quito","pichincha",1021.0,71.0,5.0,0.0,0.0,0.0,0.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1024.0,8.0,3.0,320.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","guayaquil","guayas",1025.0,90.0,5.0,10800.0,0.0,0.0,120.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1027.0,274.0,5.0,10960.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.49128558468862993,0.5087144153113701,"range1",0.017428830622740143
"administración y legislación","presencial","guayaquil","guayas",1030.0,6.0,5.0,3000.0,0.0,0.0,500.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","manta","manabi",1031.0,18.0,5.0,720.0,10620.0,0.0,40.0,590.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","manta","manabi",1032.0,18.0,5.0,720.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"transporte y logística","presencial","quito","pichincha",1037.0,5.0,4.0,600.0,0.0,0.0,120.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","quito","pichincha",1039.0,2.0,42.0,80.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"alimentación gastronomía y turismo","presencial","quito","pichincha",1040.0,62.0,6.0,2480.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"industria agropecuaria","presencial","manta","manabi",1044.0,40.0,5.0,1200.0,0.0,0.0,30.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","manta","manabi",1045.0,43.0,5.0,774.0,0.0,0.0,18.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","manta","manabi",1048.0,8.0,11.0,320.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.329813272200052,0.6701867277999479,"range1",0.3403734555998959
"alimentación gastronomía y turismo","presencial","manta","manabi",1049.0,75.0,11.0,1350.0,0.0,0.0,18.0,0.0,2022.0,"range1",0.48824439237026834,0.5117556076297317,"range1",0.02351121525946337
"procesos industriales","presencial","samborondon","sin provincia",1056.0,31.0,4.0,558.0,0.0,0.0,18.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"transporte y logística","online","cuenca","azuay",1058.0,19.0,5.0,9652.0,0.0,0.0,508.0,0.0,2020.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"transporte y logística","online","cuenca","azuay",1062.0,40.0,5.0,6880.0,0.0,0.0,172.0,0.0,2020.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"transporte y logística","presencial","cuenca","azuay",1063.0,29.0,5.0,4872.0,0.0,0.0,168.0,0.0,2020.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","quito","pichincha",1065.0,133.0,22.0,4256.0,41155.52,1.6799292661361624,32.0,309.44,2020.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"finanzas comercio y ventas","presencial","quito","pichincha",1074.0,20.0,22.0,640.0,0.0,0.2526209422761147,32.0,0.0,2020.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"finanzas comercio y ventas","presencial","quito","pichincha",1076.0,31.0,22.0,992.0,0.0,0.3915624605279778,32.0,0.0,2020.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
