"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","total_cursos","volumen_capacitados","total_ganancias","%_asistencia","carga_horaria","costo","anio","total_horas","confidence(range2)","confidence(range1)","prediction(total_horas)","cost"
"construcción e infraestructura","presencial","guayaquil","guayas",715.0,6.0,38.0,1280.0,0.0,0.011214953271028,20.0,0.0,2021.0,"range1",0.4466294687735708,0.5533705312264292,"range1",0.10674106245285842
"construcción e infraestructura","online","guayaquil","guayas",716.0,6.0,38.0,1280.0,0.0,0.011214953271028,20.0,0.0,2021.0,"range1",0.4832410981361235,0.5167589018638765,"range1",0.03351780372775304
"finanzas comercio y ventas","online","guayaquil","guayas",718.0,6.0,38.0,1280.0,0.0,0.011214953271028,16.0,0.0,2021.0,"range1",0.4471234327239492,0.5528765672760508,"range1",0.10575313455210161
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",721.0,28.0,38.0,1280.0,11415.6,0.0523364485981308,30.0,407.7,2021.0,"range2",0.5151188905113754,0.4848811094886247,"range2",0.03023778102275071
"tecnologías de la información y comunicación","online","guayaquil","guayas",726.0,22.0,38.0,1280.0,7972.799999999999,0.0411214953271028,20.0,362.4,2021.0,"range1",0.49834201578251847,0.5016579842174816,"range1",0.003315968434963179
"construcción e infraestructura","presencial","guayaquil","guayas",731.0,24.0,38.0,1280.0,0.0,0.0448598130841121,40.0,0.0,2021.0,"range2",0.5011782577832696,0.4988217422167303,"range2",0.002356515566539319
"construcción e infraestructura","presencial","guayaquil","guayas",733.0,10.0,38.0,1280.0,0.0,0.0186915887850467,20.0,0.0,2021.0,"range1",0.4687701047208934,0.5312298952791066,"range1",0.06245979055821316
"construcción e infraestructura","online","guayaquil","guayas",734.0,10.0,38.0,1280.0,0.0,0.0186915887850467,20.0,0.0,2021.0,"range1",0.49044475508587526,0.5095552449141247,"range1",0.019110489828249477
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",735.0,16.0,38.0,1280.0,3360.0,0.0299065420560747,20.0,210.0,2021.0,"range1",0.4077515667680373,0.5922484332319627,"range1",0.18449686646392544
"tecnologías de la información y comunicación","online","guayaquil","guayas",739.0,108.0,38.0,1280.0,8640.0,0.2018691588785046,20.0,80.0,2021.0,"range2",0.6504261873805987,0.3495738126194014,"range2",0.30085237476119725
"construcción e infraestructura","presencial","guayaquil","guayas",741.0,20.0,38.0,1280.0,0.0,0.0373831775700934,40.0,0.0,2021.0,"range2",0.5001972101474097,0.4998027898525903,"range2",3.9442029481939755E-4
"tecnologías de la información y comunicación","online","guayaquil","guayas",743.0,30.0,38.0,1280.0,2400.0,0.0560747663551401,20.0,80.0,2021.0,"range1",0.4978546871776806,0.5021453128223193,"range1",0.004290625644638724
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",745.0,57.0,8.0,318.0,23940.0,0.1065420560747663,40.0,420.0,2019.0,"range2",0.6511544244126536,0.34884557558734636,"range2",0.30230884882530723
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",750.0,10.0,8.0,318.0,5436.0,0.0186915887850467,40.0,543.6,2019.0,"range1",0.45419638389024836,0.5458036161097516,"range1",0.09160723221950323
"tecnologías de la información y comunicación","online","guayaquil","guayas",751.0,10.0,8.0,318.0,2436.0,0.0186915887850467,40.0,243.6,2019.0,"range1",0.47120569934045337,0.5287943006595467,"range1",0.057588601319093324
"tecnologías de la información y comunicación","online","guayaquil","guayas",753.0,76.0,8.0,318.0,6840.0,0.1420560747663551,40.0,90.0,2019.0,"range2",0.6409151660746881,0.3590848339253119,"range2",0.28183033214937625
"tecnologías de la información y comunicación","presencial","quito","pichincha",754.0,8.0,5.0,50.0,3865.6,0.0,40.0,483.2,2021.0,"range1",0.29170576624143535,0.7082942337585646,"range1",0.41658846751712925
"tecnologías de la información y comunicación","online","quito","pichincha",756.0,8.0,5.0,50.0,3865.6,0.0,40.0,483.2,2021.0,"range1",0.40341738614693345,0.5965826138530665,"range1",0.1931652277061331
"educación y capacitación","semipresencial","quito","pichincha",758.0,5.0,5.0,50.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.4662715807593356,0.5337284192406645,"range1",0.06745683848132888
"tecnologías de la información y comunicación","online","quito","pichincha",760.0,6.0,5.0,50.0,2320.8,0.0,40.0,386.8,2021.0,"range1",0.3706743254260696,0.6293256745739305,"range1",0.2586513491478609
"procesos industriales","presencial","quito","pichincha",762.0,30.0,5.0,50.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.40583878234239745,0.5941612176576024,"range1",0.18832243531520498
"tecnologías de la información y comunicación","presencial","quito","pichincha",763.0,10.0,5.0,86.0,4832.0,0.0,40.0,483.2,2019.0,"range1",0.3673660479637313,0.6326339520362687,"range1",0.2652679040725374
"tecnologías de la información y comunicación","semipresencial","quito","pichincha",764.0,10.0,5.0,86.0,4832.0,0.0,40.0,483.2,2019.0,"range1",0.44557151967259156,0.5544284803274084,"range1",0.10885696065481687
"tecnologías de la información y comunicación","online","quito","pichincha",765.0,10.0,5.0,86.0,4832.0,0.0,40.0,483.2,2019.0,"range1",0.4562482725654497,0.5437517274345504,"range1",0.08750345486910066
"tecnologías de la información y comunicación","online","quito","pichincha",766.0,12.0,5.0,86.0,4641.6,0.0,40.0,386.8,2019.0,"range1",0.4695338972301999,0.5304661027698002,"range1",0.060932205539600326
"procesos industriales","presencial","riobamba","chimborazo",773.0,133.0,54.0,1783.0,0.0,0.0,18.0,0.0,2018.0,"range2",0.6346135781618722,0.36538642183812775,"range2",0.2692271563237445
"procesos industriales","presencial","riobamba","chimborazo",774.0,21.0,54.0,1783.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.31395145077792513,0.6860485492220749,"range1",0.3720970984441498
"procesos industriales","presencial","riobamba","chimborazo",776.0,21.0,54.0,1783.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.31393385876315233,0.6860661412368477,"range1",0.3721322824736954
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",777.0,2.0,54.0,1783.0,0.0,0.0,30.0,0.0,2018.0,"range1",0.45695362057421224,0.5430463794257879,"range1",0.08609275885157569
"educación y capacitación","presencial","riobamba","chimborazo",779.0,12.0,54.0,1783.0,0.0,0.0,120.0,0.0,2018.0,"range2",0.569746025656895,0.4302539743431049,"range2",0.1394920513137901
"educación y capacitación","online","riobamba","chimborazo",780.0,12.0,54.0,1783.0,0.0,0.0,120.0,0.0,2018.0,"range2",0.5697028559891693,0.43029714401083075,"range2",0.1394057119783385
"procesos industriales","presencial","riobamba","chimborazo",781.0,32.0,54.0,1783.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.40677219880354293,0.593227801196457,"range1",0.1864556023929141
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",782.0,66.0,54.0,1783.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.5149585266947531,0.48504147330524683,"range2",0.029917053389506232
"procesos industriales","online","riobamba","chimborazo",783.0,66.0,54.0,1783.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.4979629045091119,0.502037095490888,"range1",0.004074190981776138
"procesos industriales","presencial","riobamba","chimborazo",791.0,10.0,54.0,1783.0,0.0,0.0,16.0,0.0,2018.0,"range1",0.26762949350646603,0.7323705064935341,"range1",0.46474101298706805
"procesos industriales","presencial","riobamba","chimborazo",794.0,51.0,27.0,1271.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.47886226337245513,0.5211377366275449,"range1",0.04227547325508979
"procesos industriales","online","riobamba","chimborazo",800.0,20.0,27.0,1271.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.30400891034978256,0.6959910896502174,"range1",0.39198217930043483
"procesos industriales","presencial","riobamba","chimborazo",803.0,369.0,27.0,1271.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.8005675140631011,0.19943248593689888,"range2",0.6011350281262022
"procesos industriales","presencial","riobamba","chimborazo",805.0,7.0,27.0,1271.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.13983369264715975,0.8601663073528402,"range1",0.7203326147056804
"procesos industriales","presencial","riobamba","chimborazo",806.0,7.0,27.0,1271.0,0.0,0.0,16.0,0.0,2019.0,"range1",0.1769864057554643,0.8230135942445358,"range1",0.6460271884890715
"procesos industriales","presencial","riobamba","chimborazo",808.0,9.0,27.0,1271.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.1536823365786661,0.8463176634213339,"range1",0.6926353268426677
"procesos industriales","presencial","riobamba","chimborazo",809.0,9.0,27.0,1271.0,0.0,0.0,16.0,0.0,2019.0,"range1",0.18935560451851222,0.8106443954814878,"range1",0.6212887909629756
"procesos industriales","presencial","riobamba","chimborazo",814.0,40.0,27.0,1271.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.47773773405128805,0.522262265948712,"range1",0.04452453189742389
"procesos industriales","presencial","riobamba","chimborazo",816.0,199.0,39.0,2842.0,0.0,0.0,18.0,0.0,2022.0,"range2",0.6514048121548935,0.34859518784510635,"range2",0.3028096243097872
"procesos industriales","presencial","riobamba","chimborazo",817.0,134.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.6434479904323523,0.3565520095676476,"range2",0.28689598086470475
"procesos industriales","presencial","riobamba","chimborazo",819.0,176.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.6512796843493809,0.3487203156506191,"range2",0.30255936869876177
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",820.0,50.0,39.0,2842.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.5275257922219055,0.47247420777809435,"range2",0.0550515844438112
"educación y capacitación","presencial","riobamba","chimborazo",821.0,161.0,39.0,2842.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6527508235660252,0.34724917643397474,"range2",0.30550164713205047
"educación y capacitación","online","riobamba","chimborazo",822.0,161.0,39.0,2842.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6523816042525091,0.3476183957474908,"range2",0.3047632085050183
"procesos industriales","presencial","riobamba","chimborazo",825.0,277.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.6578507650456314,0.3421492349543685,"range2",0.31570153009126295
"procesos industriales","presencial","riobamba","chimborazo",831.0,133.0,39.0,2842.0,0.0,0.0,24.0,0.0,2022.0,"range2",0.6489537109452775,0.3510462890547225,"range2",0.297907421890555
"procesos industriales","presencial","riobamba","chimborazo",832.0,39.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.4626671283740968,0.5373328716259033,"range1",0.07466574325180647
"procesos industriales","presencial","riobamba","chimborazo",837.0,482.0,39.0,2842.0,0.0,0.0,24.0,0.0,2022.0,"range2",0.8008068950698809,0.19919310493011907,"range2",0.6016137901397618
"procesos industriales","presencial","riobamba","chimborazo",841.0,2.0,39.0,2842.0,0.0,0.0,12.0,0.0,2022.0,"range1",0.1938703933972948,0.8061296066027053,"range1",0.6122592132054104
"educación y capacitación","presencial","riobamba","chimborazo",842.0,6.0,39.0,2842.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.47395270841750087,0.5260472915824991,"range1",0.05209458316499821
"educación y capacitación","presencial","riobamba","chimborazo",843.0,32.0,39.0,2842.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.5012748760606881,0.49872512393931184,"range2",0.0025497521213762586
"educación y capacitación","presencial","riobamba","chimborazo",844.0,28.0,39.0,2842.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.500293221081632,0.499706778918368,"range2",5.864421632639782E-4
"procesos industriales","presencial","riobamba","chimborazo",845.0,28.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.38412988619035887,0.6158701138096411,"range1",0.2317402276192822
"alimentación gastronomía y turismo","presencial","riobamba","chimborazo",849.0,16.0,39.0,2842.0,0.0,0.0,16.0,0.0,2022.0,"range1",0.39174368223918826,0.6082563177608117,"range1",0.21651263552162342
"procesos industriales","presencial","riobamba","chimborazo",854.0,37.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.45128328419110636,0.5487167158088936,"range1",0.09743343161778723
"procesos industriales","presencial","riobamba","chimborazo",856.0,9.0,39.0,2842.0,0.0,0.0,12.0,0.0,2022.0,"range1",0.2420734457350768,0.7579265542649232,"range1",0.5158531085298463
"procesos industriales","presencial","riobamba","chimborazo",857.0,327.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.7986559181481261,0.20134408185187389,"range2",0.5973118362962522
"procesos industriales","presencial","riobamba","chimborazo",858.0,327.0,39.0,2842.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.7996865195559789,0.20031348044402128,"range2",0.5993730391119576
"procesos industriales","presencial","riobamba","chimborazo",860.0,20.0,39.0,2842.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3131227295537366,0.6868772704462635,"range1",0.37375454089252685
"educación y capacitación","presencial","manta","manabi",865.0,5.0,2.0,14.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.5779967071122244,0.42200329288777566,"range2",0.15599341422444873
"administración y legislación","presencial","ibarra","imbabura",866.0,33.0,3.0,216.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.49904393337460123,0.5009560666253988,"range1",0.0019121332507975874
"artes y artesanía","presencial","quito","pichincha",874.0,4.0,25.0,2940.0,0.0,0.0,32.0,0.0,2021.0,"range1",0.3046826113517906,0.6953173886482095,"range1",0.3906347772964189
"artes y artesanía","presencial","quito","pichincha",875.0,59.0,25.0,2940.0,0.0,0.0,80.0,0.0,2021.0,"range2",0.5743316685190183,0.4256683314809817,"range2",0.14866333703803658
"artes y artesanía","presencial","quito","pichincha",878.0,8.0,5.0,17.0,0.0,0.0,500.0,0.0,2021.0,"range2",0.6516536934995653,0.3483463065004348,"range2",0.30330738699913046
"artes y artesanía","presencial","quito","pichincha",879.0,6.0,5.0,17.0,0.0,0.0,500.0,0.0,2021.0,"range2",0.6516260500650494,0.3483739499349506,"range2",0.3032521001300988
"artes y artesanía","presencial","quito","pichincha",880.0,1.0,5.0,17.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.651061294755446,0.348938705244554,"range2",0.30212258951089205
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",881.0,1.0,5.0,17.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.6512582505854924,0.3487417494145076,"range2",0.3025165011709848
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",882.0,5.0,8.0,51.0,0.0,0.0,360.0,0.0,2019.0,"range2",0.6514667620007152,0.3485332379992849,"range2",0.3029335240014303
"administración y legislación","online","guayaquil","guayas",884.0,20.0,5.0,161.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.49769335801865583,0.5023066419813441,"range1",0.004613283962688286
"administración y legislación","online","guayaquil","guayas",885.0,64.0,5.0,161.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.5125905942056271,0.4874094057943729,"range2",0.02518118841125422
"administración y legislación","online","guayaquil","guayas",886.0,20.0,5.0,161.0,0.0,0.0,22.0,0.0,2021.0,"range1",0.49708326174548984,0.5029167382545102,"range1",0.0058334765090203855
"administración y legislación","presencial","quito","pichincha",889.0,46.0,11.0,190.0,0.0,0.0,16.0,0.0,2021.0,"range2",0.49799072434833747,0.5020092756516625,"range1",0.004018551303325069
"administración y legislación","presencial","quito","pichincha",891.0,4.0,11.0,190.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.2809307896716711,0.719069210328329,"range1",0.4381384206566579
"transporte y logística","presencial","quito","pichincha",892.0,24.0,11.0,190.0,0.0,0.0,13.0,0.0,2021.0,"range1",0.363552890598333,0.6364471094016669,"range1",0.2728942188033339
"administración y legislación","presencial","quito","pichincha",894.0,23.0,11.0,190.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.44318825503834974,0.5568117449616502,"range1",0.11362348992330046
"procesos industriales","presencial","quito","pichincha",895.0,3.0,11.0,190.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.20776067875570634,0.7922393212442937,"range1",0.5844786424885874
"electricidad y electrónica","presencial","guayaquil","guayas",901.0,19.0,10.0,385.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.48334958772713393,0.5166504122728659,"range1",0.033300824545731966
"electricidad y electrónica","presencial","guayaquil","guayas",903.0,7.0,10.0,385.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.4325339316868381,0.5674660683131619,"range1",0.1349321366263238
"procesos industriales","presencial","guayaquil","guayas",904.0,21.0,10.0,385.0,0.0,0.0,22.0,0.0,2021.0,"range1",0.4233919130002759,0.5766080869997241,"range1",0.1532161739994482
"mecánica industrial y minería","presencial","guayaquil","guayas",907.0,45.0,10.0,385.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.5013771718645055,0.4986228281354945,"range2",0.002754343729010955
"procesos industriales","presencial","guayaquil","guayas",911.0,19.0,17.0,840.0,0.0,0.0,22.0,0.0,2018.0,"range1",0.35574980342172285,0.6442501965782772,"range1",0.28850039315655435
"procesos industriales","presencial","guayaquil","guayas",915.0,10.0,17.0,840.0,0.0,0.0,12.0,0.0,2018.0,"range1",0.21938232761071105,0.7806176723892889,"range1",0.5612353447785778
"procesos industriales","presencial","guayaquil","guayas",916.0,21.0,17.0,840.0,0.0,0.0,12.0,0.0,2018.0,"range1",0.3093648513169022,0.6906351486830977,"range1",0.3812702973661955
"administración y legislación","presencial","samborondon","sin provincia",924.0,10.0,9.0,186.0,0.0,0.0,32.0,0.0,2021.0,"range1",0.32838439328304664,0.6716156067169533,"range1",0.34323121343390667
"procesos industriales","presencial","samborondon","sin provincia",926.0,8.0,9.0,186.0,0.0,0.0,18.0,0.0,2021.0,"range1",0.13356303017514473,0.8664369698248553,"range1",0.7328739396497106
"educación y capacitación","presencial","rumiñahui","pichincha",928.0,37.0,2.0,99.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.6059969058156541,0.3940030941843458,"range2",0.21199381163130832
"educación y capacitación","semipresencial","rumiñahui","pichincha",930.0,37.0,2.0,99.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.6069982462518417,0.39300175374815827,"range2",0.21399649250368347
"administración y legislación","presencial","quito","pichincha",936.0,6.0,9.0,65.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.41310344917847847,0.5868965508215216,"range1",0.17379310164304312
"artes y artesanía","presencial","quito","pichincha",941.0,7.0,5.0,16.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.25488308757671657,0.7451169124232835,"range1",0.4902338248465669
"artes y artesanía","presencial","quito","pichincha",942.0,5.0,4.0,21.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.26422821447341155,0.7357717855265884,"range1",0.47154357105317685
"tecnologías de la información y comunicación","online","cuenca","azuay",946.0,39.0,5.0,203.0,6240.0,0.7090909090909091,40.0,160.0,2018.0,"range2",0.555197355989944,0.44480264401005615,"range2",0.11039471197988787
"tecnologías de la información y comunicación","online","cuenca","azuay",949.0,24.0,5.0,130.0,3840.0,0.4363636363636364,40.0,160.0,2019.0,"range2",0.507140720387543,0.49285927961245707,"range2",0.014281440775085918
"tecnologías de la información y comunicación","online","cuenca","azuay",952.0,51.0,8.0,241.0,8160.0,0.9272727272727272,40.0,160.0,2022.0,"range2",0.6443752334371105,0.35562476656288955,"range2",0.2887504668742209
"tecnologías de la información y comunicación","online","cuenca","azuay",955.0,27.0,8.0,241.0,7203.6,0.4909090909090909,40.0,266.8,2022.0,"range2",0.5408528162188289,0.45914718378117114,"range2",0.08170563243765772
"tecnologías de la información y comunicación","online","cuenca","azuay",957.0,11.0,8.0,241.0,1760.0,0.2,40.0,160.0,2022.0,"range1",0.4923383539388979,0.5076616460611021,"range1",0.01532329212220418
"administración y legislación","presencial","quito","pichincha",960.0,7.0,4.0,71.0,0.0,0.0,20.0,0.0,2018.0,"range1",0.31847852079455174,0.6815214792054483,"range1",0.3630429584108965
"administración y legislación","presencial","quito","pichincha",962.0,10.0,4.0,105.0,0.0,0.0,15.0,0.0,2022.0,"range1",0.3656973313514926,0.6343026686485073,"range1",0.26860533729701463
"alimentación gastronomía y turismo","presencial","quito","pichincha",965.0,20.0,18.0,780.0,0.0,0.0,10.0,0.0,2018.0,"range1",0.31649333033667704,0.683506669663323,"range1",0.3670133393266459
"alimentación gastronomía y turismo","presencial","quito","pichincha",966.0,106.0,18.0,780.0,0.0,0.0,10.0,0.0,2018.0,"range2",0.5251800629298349,0.4748199370701651,"range2",0.05036012585966976
"alimentación gastronomía y turismo","presencial","quito","pichincha",971.0,115.0,18.0,780.0,0.0,0.0,10.0,0.0,2018.0,"range2",0.5487991256866062,0.4512008743133939,"range2",0.09759825137321226
"alimentación gastronomía y turismo","presencial","quito","pichincha",973.0,1.0,3.0,3.0,0.0,0.0,10.0,0.0,2019.0,"range1",0.14514394397982242,0.8548560560201776,"range1",0.7097121120403551
"alimentación gastronomía y turismo","presencial","quito","pichincha",974.0,1.0,3.0,3.0,0.0,0.0,10.0,0.0,2019.0,"range1",0.1451065793836018,0.8548934206163982,"range1",0.7097868412327963
"procesos industriales","presencial","latacunga","cotopaxi",975.0,29.0,1.0,29.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.38543615465102166,0.6145638453489783,"range1",0.2291276906979567
"procesos industriales","presencial","latacunga","cotopaxi",976.0,21.0,10.0,1580.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3801831531167473,0.6198168468832529,"range1",0.23963369376650562
"transporte y logística","presencial","latacunga","cotopaxi",979.0,22.0,10.0,1580.0,0.0,0.0,60.0,0.0,2022.0,"range2",0.522933064381749,0.47706693561825103,"range2",0.04586612876349799
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",980.0,11.0,3.0,226.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.13928956265886897,0.860710437341131,"range1",0.721420874682262
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",981.0,13.0,5.0,323.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.24104317356789418,0.7589568264321057,"range1",0.5179136528642115
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",984.0,281.0,5.0,323.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.7591241066847249,0.24087589331527515,"range2",0.5182482133694497
"finanzas comercio y ventas","presencial","quito","pichincha",986.0,16.0,9.0,321.0,0.0,0.0,14.0,0.0,2018.0,"range1",0.3530293044528858,0.6469706955471143,"range1",0.2939413910942285
"administración y legislación","presencial","quito","pichincha",991.0,30.0,9.0,321.0,0.0,0.0,30.0,0.0,2018.0,"range2",0.49130979719237255,0.5086902028076274,"range1",0.01738040561525489
"administración y legislación","presencial","quito","pichincha",994.0,8.0,3.0,16.0,0.0,0.0,30.0,0.0,2022.0,"range1",0.3833655793074657,0.6166344206925344,"range1",0.2332688413850687
"otras actividades de servicios","desconocida","ambato","tungurahua",996.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,2018.0,"range1",0.05434985478111184,0.9456501452188881,"range1",0.8913002904377763
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",998.0,35.0,1.0,35.0,0.0,0.0,240.0,0.0,2018.0,"range2",0.6514007058152446,0.3485992941847554,"range2",0.3028014116304892
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",999.0,35.0,1.0,35.0,0.0,0.0,180.0,0.0,2018.0,"range2",0.651008399791044,0.348991600208956,"range2",0.302016799582088
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",1000.0,66.0,1.0,66.0,0.0,0.0,240.0,0.0,2022.0,"range2",0.6514276550239948,0.3485723449760052,"range2",0.3028553100479896
"administración y legislación","presencial","guayaquil","guayas",1004.0,4.0,10.0,205.0,0.0,0.0028901734104046,16.0,0.0,2019.0,"range1",0.3302265567753252,0.6697734432246748,"range1",0.3395468864493496
"administración y legislación","presencial","guayaquil","guayas",1011.0,6.0,10.0,205.0,0.0,0.0043352601156069,8.0,0.0,2019.0,"range1",0.2860218729317821,0.7139781270682178,"range1",0.42795625413643573
"educación y capacitación","presencial","quito","pichincha",1017.0,90.0,6.0,332.0,0.0,0.0,20.0,0.0,2019.0,"range2",0.5195224052254326,0.4804775947745674,"range2",0.039044810450865164
"educación y capacitación","presencial","quito","pichincha",1018.0,11.0,6.0,332.0,0.0,0.0,20.0,0.0,2019.0,"range1",0.30515820069758354,0.6948417993024165,"range1",0.389683598604833
"artes y artesanía","presencial","guayaquil","guayas",1022.0,22.0,3.0,33.0,0.0,0.0,120.0,0.0,2019.0,"range2",0.5150148363475439,0.48498516365245625,"range2",0.030029672695087606
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",1023.0,8.0,3.0,33.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.4267323640504901,0.5732676359495099,"range1",0.14653527189901983
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1024.0,8.0,3.0,33.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.48093586840700403,0.5190641315929959,"range1",0.038128263185991884
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",1026.0,274.0,5.0,400.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.7895450757583417,0.21045492424165838,"range2",0.5790901515166833
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1027.0,274.0,5.0,400.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.7947179780440656,0.20528202195593429,"range2",0.5894359560881314
"artes y artesanía","presencial","guayaquil","guayas",1028.0,27.0,5.0,400.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.45595430525099934,0.5440456947490006,"range1",0.08809138949800122
"procesos industriales","presencial","manta","manabi",1032.0,18.0,5.0,118.0,0.0,0.0,40.0,0.0,2019.0,"range2",0.45460133641791173,0.5453986635820883,"range1",0.0907973271641766
"procesos industriales","online","manta","manabi",1033.0,18.0,5.0,118.0,0.0,0.0,40.0,0.0,2019.0,"range2",0.48848444023292065,0.5115155597670794,"range1",0.02303111953415876
"tecnologías de la información y comunicación","presencial","manta","manabi",1035.0,41.0,5.0,118.0,24190.0,0.0,40.0,590.0,2019.0,"range2",0.650995973654951,0.34900402634504896,"range2",0.30199194730990203
"alimentación gastronomía y turismo","presencial","quito","pichincha",1041.0,62.0,6.0,382.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.5198826725170932,0.48011732748290675,"range2",0.03976534503418644
"alimentación gastronomía y turismo","presencial","manta","manabi",1045.0,43.0,5.0,271.0,0.0,0.0,18.0,0.0,2019.0,"range2",0.5010829259870669,0.4989170740129331,"range2",0.0021658519741338256
"industria agropecuaria","presencial","manta","manabi",1046.0,74.0,11.0,364.0,0.0,0.0,30.0,0.0,2022.0,"range2",0.6088438938925944,0.3911561061074056,"range2",0.21768778778518882
"alimentación gastronomía y turismo","presencial","manta","manabi",1047.0,51.0,11.0,364.0,0.0,0.0,18.0,0.0,2022.0,"range2",0.5055473951949846,0.4944526048050153,"range2",0.0110947903899693
"alimentación gastronomía y turismo","presencial","manta","manabi",1049.0,75.0,11.0,364.0,0.0,0.0,18.0,0.0,2022.0,"range2",0.583295641457908,0.416704358542092,"range2",0.16659128291581604
"educación y capacitación","presencial","manta","manabi",1050.0,32.0,11.0,364.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.5018754241962241,0.49812457580377584,"range2",0.0037508483924482694
"finanzas comercio y ventas","presencial","manta","manabi",1052.0,61.0,11.0,364.0,0.0,0.0,12.0,0.0,2022.0,"range2",0.5263062076497848,0.47369379235021514,"range2",0.052612415299569615
"procesos industriales","presencial","samborondon","sin provincia",1055.0,15.0,4.0,59.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.24572832588052362,0.7542716741194764,"range1",0.5085433482389528
"transporte y logística","presencial","cuenca","azuay",1061.0,40.0,5.0,175.0,0.0,0.0,172.0,0.0,2020.0,"range2",0.6513459098699207,0.34865409013007936,"range2",0.30269181973984133
