"area_familia","modalidad","canton","provincia","id_fact_oc","total_cursos","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","num_cap_cer","prediction(num_cap_cer)"
"tecnologías de la información y comunicación","online","cuenca","azuay",948.0,5.0,203.0,1840.0,7360.0,0.8363636363636363,40.0,160.0,2018.0,46.0,46.5
"administración y legislación","presencial","quito","pichincha",960.0,4.0,71.0,140.0,0.0,0.0,20.0,0.0,2018.0,7.0,4.5
"administración y legislación","presencial","quito","pichincha",961.0,4.0,105.0,1060.0,0.0,0.0,20.0,0.0,2022.0,53.0,64.0
"administración y legislación","presencial","quito","pichincha",962.0,4.0,105.0,150.0,0.0,0.0,15.0,0.0,2022.0,10.0,9.0
"administración y legislación","presencial","quito","pichincha",963.0,4.0,105.0,80.0,0.0,0.0,20.0,0.0,2022.0,4.0,3.1666666666666665
"administración y legislación","presencial","quito","pichincha",964.0,4.0,105.0,760.0,0.0,0.0,20.0,0.0,2022.0,38.0,36.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",965.0,18.0,780.0,200.0,0.0,0.0,10.0,0.0,2018.0,20.0,13.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",967.0,18.0,780.0,240.0,0.0,0.0,10.0,0.0,2018.0,24.0,30.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",972.0,18.0,780.0,560.0,0.0,0.0,10.0,0.0,2018.0,56.0,55.666666666666664
"alimentación gastronomía y turismo","presencial","quito","pichincha",974.0,3.0,3.0,10.0,0.0,0.0,10.0,0.0,2019.0,1.0,1.0
"procesos industriales","presencial","latacunga","cotopaxi",975.0,1.0,29.0,232.0,0.0,0.0,8.0,0.0,2018.0,29.0,30.0
"procesos industriales","presencial","latacunga","cotopaxi",977.0,10.0,1580.0,11836.0,0.0,0.0,22.0,0.0,2022.0,538.0,709.4285714285714
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",981.0,5.0,323.0,104.0,0.0,0.0,8.0,0.0,2022.0,13.0,12.0
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",983.0,5.0,323.0,260.0,0.0,0.0,26.0,0.0,2022.0,10.0,14.0
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",984.0,5.0,323.0,2248.0,0.0,0.0,8.0,0.0,2022.0,281.0,277.6666666666667
"procesos industriales","presencial","quito","pichincha",990.0,9.0,321.0,600.0,0.0,0.0,12.0,0.0,2018.0,50.0,48.333333333333336
"forestal ecología y medio ambiente","presencial","quito","pichincha",993.0,3.0,16.0,70.0,0.0,0.0,10.0,0.0,2022.0,7.0,7.25
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",998.0,1.0,35.0,8400.0,0.0,0.0,240.0,0.0,2018.0,35.0,38.0
"enseñanza","desconocida","portoviejo","manabi",1002.0,2.0,290.0,0.0,0.0,0.0,0.0,0.0,2019.0,256.0,45.95238095238095
"administración y legislación","presencial","guayaquil","guayas",1009.0,10.0,205.0,60.0,0.0,0.0036127167630057,12.0,0.0,2019.0,5.0,4.0
"administración y legislación","presencial","guayaquil","guayas",1010.0,10.0,205.0,120.0,0.0,0.0108381502890173,8.0,0.0,2019.0,15.0,15.0
"educación y capacitación","online","quito","pichincha",1013.0,7.0,29.0,720.0,0.0,0.0,120.0,0.0,2019.0,6.0,6.0
"educación y capacitación","online","quito","pichincha",1014.0,3.0,80.0,8640.0,0.0,0.0,120.0,0.0,2022.0,72.0,79.16666666666667
"educación y capacitación","presencial","quito","pichincha",1018.0,6.0,332.0,220.0,0.0,0.0,20.0,0.0,2019.0,11.0,11.2
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1027.0,5.0,400.0,10960.0,0.0,0.0,40.0,0.0,2022.0,274.0,302.3333333333333
"artes y artesanía","presencial","guayaquil","guayas",1028.0,5.0,400.0,1080.0,0.0,0.0,40.0,0.0,2022.0,27.0,29.2
"procesos industriales","online","manta","manabi",1033.0,5.0,118.0,720.0,0.0,0.0,40.0,0.0,2019.0,18.0,18.0
"tecnologías de la información y comunicación","presencial","manta","manabi",1035.0,5.0,118.0,1640.0,24190.0,0.0,40.0,590.0,2019.0,41.0,41.0
"tecnologías de la información y comunicación","online","manta","manabi",1036.0,5.0,118.0,1640.0,24190.0,0.0,40.0,590.0,2019.0,41.0,41.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",1041.0,6.0,382.0,2480.0,0.0,0.0,40.0,0.0,2022.0,62.0,62.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",1042.0,6.0,382.0,2480.0,0.0,0.0,40.0,0.0,2022.0,62.0,62.0
"administración y legislación","presencial","manta","manabi",1043.0,5.0,271.0,396.0,0.0,0.0,12.0,0.0,2019.0,33.0,35.75
"alimentación gastronomía y turismo","presencial","manta","manabi",1045.0,5.0,271.0,774.0,0.0,0.0,18.0,0.0,2019.0,43.0,48.42857142857143
"industria agropecuaria","presencial","manta","manabi",1046.0,11.0,364.0,2220.0,0.0,0.0,30.0,0.0,2022.0,74.0,77.75
"alimentación gastronomía y turismo","presencial","manta","manabi",1049.0,11.0,364.0,1350.0,0.0,0.0,18.0,0.0,2022.0,75.0,86.33333333333333
"alimentación gastronomía y turismo","presencial","manta","manabi",1053.0,11.0,364.0,832.0,0.0,0.0,16.0,0.0,2022.0,52.0,48.42857142857143
"procesos industriales","presencial","samborondon","sin provincia",1055.0,4.0,59.0,600.0,0.0,0.0,40.0,0.0,2019.0,15.0,13.5
"procesos industriales","presencial","samborondon","sin provincia",1056.0,4.0,59.0,558.0,0.0,0.0,18.0,0.0,2019.0,31.0,35.0
"transporte y logística","presencial","cuenca","azuay",1061.0,5.0,175.0,6880.0,0.0,0.0,172.0,0.0,2020.0,40.0,38.0
"transporte y logística","online","cuenca","azuay",1064.0,5.0,175.0,4872.0,0.0,0.0,168.0,0.0,2020.0,29.0,25.25
"administración y legislación","presencial","quito","pichincha",1066.0,22.0,2850.0,192.0,0.0,0.0757862826828344,32.0,0.0,2020.0,6.0,6.5
"electricidad y electrónica","presencial","quito","pichincha",1067.0,22.0,2850.0,6208.0,0.0,2.4504231400783123,32.0,0.0,2020.0,194.0,175.2
"electricidad y electrónica","presencial","quito","pichincha",1068.0,22.0,2850.0,4448.0,0.0,1.7557155488189973,32.0,0.0,2020.0,139.0,137.0
"electricidad y electrónica","presencial","quito","pichincha",1070.0,22.0,2850.0,1472.0,0.0,0.5810281672350638,32.0,0.0,2020.0,46.0,40.333333333333336
"tecnologías de la información y comunicación","presencial","quito","pichincha",1071.0,22.0,2850.0,1856.0,17947.52,0.7326007326007326,32.0,309.44,2020.0,58.0,46.5
"electricidad y electrónica","presencial","quito","pichincha",1073.0,22.0,2850.0,3584.0,0.0,1.414677276746242,32.0,0.0,2020.0,112.0,113.0
"finanzas comercio y ventas","presencial","quito","pichincha",1074.0,22.0,2850.0,640.0,0.0,0.2526209422761147,32.0,0.0,2020.0,20.0,13.5
"finanzas comercio y ventas","presencial","quito","pichincha",1076.0,22.0,2850.0,992.0,0.0,0.3915624605279778,32.0,0.0,2020.0,31.0,30.25
"electricidad y electrónica","presencial","quito","pichincha",1077.0,22.0,2850.0,320.0,0.0,0.1263104711380573,32.0,0.0,2020.0,10.0,9.333333333333334
"electricidad y electrónica","presencial","quito","pichincha",1079.0,22.0,2850.0,12672.0,0.0,5.001894657067071,32.0,0.0,2020.0,396.0,302.3333333333333
"tecnologías de la información y comunicación","presencial","quito","pichincha",1081.0,22.0,2850.0,6432.0,62197.44,2.5388404698749527,32.0,309.44,2020.0,201.0,175.2
"electricidad y electrónica","presencial","quito","pichincha",1083.0,22.0,2850.0,10880.0,0.0,4.2945560186939495,32.0,0.0,2020.0,340.0,302.3333333333333
"tecnologías de la información y comunicación","presencial","quito","pichincha",1084.0,22.0,2850.0,5536.0,53533.12,2.185171150688392,32.0,309.44,2020.0,173.0,175.2
"finanzas comercio y ventas","presencial","quito","pichincha",1086.0,22.0,2850.0,192.0,0.0,0.0757862826828344,32.0,0.0,2020.0,6.0,6.5
"procesos industriales","online","quito","pichincha",1087.0,3.0,435.0,3780.0,0.0,0.0,20.0,0.0,2020.0,189.0,198.0
"construcción e infraestructura","online","MISSING","imbabura",1088.0,1.0,6.0,240.0,0.0,0.0,40.0,0.0,2020.0,6.0,5.5
"construcción e infraestructura","online","loja","loja",1090.0,3.0,81.0,120.0,0.0,0.0,60.0,0.0,2020.0,2.0,5.666666666666667
"administración y legislación","presencial","quito","pichincha",1091.0,2.0,66.0,312.0,0.0,0.0,24.0,0.0,2020.0,13.0,14.0
"tecnologías de la información y comunicación","presencial","manta","manabi",1096.0,4.0,91.0,2508.0,24252.36,0.0,132.0,1276.44,2020.0,19.0,22.5
"procesos industriales","online","quito","pichincha",1097.0,56.0,3423.0,176.0,0.0,1.790073230268511,8.0,0.0,2020.0,22.0,25.333333333333332
"artes y artesanía","presencial","santo domingo","santo domingo de los tsachilas",1104.0,4.0,75.0,120.0,0.0,0.0,40.0,0.0,2022.0,3.0,5.0
"transporte y logística","presencial","quito","pichincha",1106.0,5.0,240.0,1044.0,0.0,0.0,12.0,0.0,2022.0,87.0,76.5
"administración y legislación","presencial","quito","pichincha",1108.0,13.0,348.0,380.0,0.0,0.0,20.0,0.0,2022.0,19.0,19.5
"administración y legislación","presencial","quito","pichincha",1110.0,13.0,348.0,792.0,0.0,0.0,24.0,0.0,2022.0,33.0,36.0
"administración y legislación","presencial","quito","pichincha",1111.0,13.0,348.0,10800.0,0.0,0.0,120.0,0.0,2022.0,90.0,82.8
"administración y legislación","presencial","quito","pichincha",1114.0,13.0,348.0,48.0,0.0,0.0,8.0,0.0,2022.0,6.0,6.0
"administración y legislación","presencial","quito","pichincha",1115.0,13.0,348.0,580.0,0.0,0.0,20.0,0.0,2022.0,29.0,22.0
"educación y capacitación","presencial","quito","pichincha",1116.0,13.0,348.0,200.0,0.0,0.0,40.0,0.0,2022.0,5.0,5.0
"administración y legislación","presencial","quito","pichincha",1117.0,13.0,348.0,800.0,0.0,0.0,20.0,0.0,2022.0,40.0,36.0
"finanzas comercio y ventas","presencial","quito","pichincha",1120.0,13.0,348.0,48.0,0.0,0.0,8.0,0.0,2022.0,6.0,6.0
"administración y legislación","presencial","quito","pichincha",1121.0,4.0,39.0,1280.0,0.0,0.0,40.0,0.0,2022.0,32.0,30.5
"procesos industriales","presencial","quito","pichincha",1122.0,8.0,582.0,8.0,0.0,0.0,8.0,0.0,2022.0,1.0,1.0
"procesos industriales","presencial","quito","pichincha",1124.0,8.0,582.0,192.0,0.0,0.0,8.0,0.0,2022.0,24.0,20.333333333333332
"procesos industriales","semipresencial","quito","pichincha",1127.0,8.0,582.0,9200.0,0.0,0.0,40.0,0.0,2022.0,230.0,229.0
"procesos industriales","presencial","quito","pichincha",1129.0,8.0,582.0,960.0,0.0,0.0,16.0,0.0,2022.0,60.0,62.0
"procesos industriales","presencial","quito","pichincha",1131.0,8.0,582.0,192.0,0.0,0.0,8.0,0.0,2022.0,24.0,20.333333333333332
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1137.0,13.0,2079.0,12000.0,0.0,0.0,40.0,0.0,2022.0,300.0,302.3333333333333
"administración y legislación","presencial","manta","manabi",1138.0,3.0,619.0,19000.0,0.0,0.0,40.0,0.0,2022.0,475.0,308.25
"administración y legislación","presencial","manta","manabi",1140.0,3.0,619.0,4080.0,0.0,0.0,40.0,0.0,2022.0,102.0,97.11111111111113
"educación y capacitación","presencial","guayaquil","guayas",1143.0,1.0,793.0,456768.0,0.0,0.0,576.0,0.0,2022.0,793.0,523.0
"industrias manufactureras","desconocida","ibarra","imbabura",1144.0,4.0,220.0,0.0,0.0,0.0,0.0,0.0,2022.0,42.0,45.95238095238095
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1148.0,30.0,786.0,160.0,0.0,0.1262626262626262,160.0,0.0,2022.0,1.0,6.0
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1155.0,30.0,786.0,80.0,0.0,0.1262626262626262,80.0,0.0,2022.0,1.0,2.0
"transporte y logística","presencial","santo domingo","santo domingo de los tsachilas",1156.0,30.0,786.0,12672.0,0.0,8.333333333333332,192.0,0.0,2022.0,66.0,93.16666666666667
"educación y capacitación","online","santo domingo","santo domingo de los tsachilas",1160.0,30.0,786.0,405.0,0.0,1.1363636363636365,45.0,0.0,2022.0,9.0,7.666666666666667
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1161.0,30.0,786.0,120.0,0.0,0.1262626262626262,120.0,0.0,2022.0,1.0,1.0
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1165.0,30.0,786.0,22704.0,0.0,59.72222222222222,48.0,0.0,2022.0,473.0,523.0
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1166.0,30.0,786.0,22704.0,0.0,59.72222222222222,48.0,0.0,2022.0,473.0,472.3333333333333
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1169.0,30.0,786.0,960.0,0.0,1.0101010101010102,120.0,0.0,2022.0,8.0,7.857142857142857
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1170.0,30.0,786.0,4800.0,0.0,2.525252525252525,240.0,0.0,2022.0,20.0,25.25
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1174.0,30.0,786.0,7680.0,0.0,2.0202020202020203,480.0,0.0,2022.0,16.0,93.16666666666667
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1175.0,30.0,786.0,1920.0,0.0,2.0202020202020203,120.0,0.0,2022.0,16.0,15.666666666666666
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",1176.0,30.0,786.0,360.0,0.0,0.7575757575757576,60.0,0.0,2022.0,6.0,9.0
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1177.0,30.0,786.0,40.0,0.0,0.1262626262626262,40.0,0.0,2022.0,1.0,1.0
"administración y legislación","online","quito","pichincha",1179.0,2.0,854.0,16000.0,0.0,0.0,50.0,0.0,2022.0,320.0,472.3333333333333
"administración y legislación","presencial","guayaquil","guayas",1183.0,2.0,29.0,880.0,0.0,0.0,40.0,0.0,2022.0,22.0,22.25
"administración y legislación","presencial","quito","pichincha",1185.0,11.0,580.0,80.0,0.0,0.0,8.0,0.0,2022.0,10.0,10.0
"tecnologías de la información y comunicación","online","quito","pichincha",1188.0,14.0,96.0,576.0,8496.0,0.0,64.0,944.0,2022.0,9.0,8.333333333333334
"tecnologías de la información y comunicación","presencial","quito","pichincha",1197.0,14.0,96.0,40.0,550.0,0.0,40.0,550.0,2022.0,1.0,1.0
"procesos industriales","presencial","quito","pichincha",1199.0,14.0,96.0,100.0,0.0,0.0,20.0,0.0,2022.0,5.0,4.5
"procesos industriales","presencial","ambato","tungurahua",1206.0,35.0,1795.0,104.0,0.0,0.0,8.0,0.0,2022.0,13.0,12.0
"procesos industriales","presencial","ambato","tungurahua",1208.0,35.0,1795.0,864.0,0.0,0.0,8.0,0.0,2022.0,108.0,91.0
"procesos industriales","presencial","ambato","tungurahua",1210.0,35.0,1795.0,342.0,0.0,0.0,18.0,0.0,2022.0,19.0,15.666666666666666
"procesos industriales","presencial","ambato","tungurahua",1212.0,35.0,1795.0,252.0,0.0,0.0,12.0,0.0,2022.0,21.0,20.666666666666668
"procesos industriales","presencial","ambato","tungurahua",1214.0,35.0,1795.0,7236.0,0.0,0.0,12.0,0.0,2022.0,603.0,488.85714285714283
"procesos industriales","online","ambato","tungurahua",1216.0,35.0,1795.0,732.0,0.0,0.0,12.0,0.0,2022.0,61.0,61.0
"procesos industriales","online","ambato","tungurahua",1219.0,35.0,1795.0,1620.0,0.0,0.0,12.0,0.0,2022.0,135.0,147.83333333333334
"artes y artesanía","presencial","quito","pichincha",1222.0,4.0,94.0,384.0,0.0,0.0,48.0,0.0,2022.0,8.0,9.0
"otras actividades de servicios","desconocida","quito","pichincha",1223.0,4.0,94.0,0.0,0.0,0.0,0.0,0.0,2022.0,46.0,45.95238095238095
"educación y capacitación","online","latacunga","cotopaxi",1225.0,4.0,132.0,1360.0,0.0,0.0,40.0,0.0,2022.0,34.0,35.25
"educación y capacitación","online","latacunga","cotopaxi",1227.0,4.0,132.0,7980.0,0.0,0.0,140.0,0.0,2022.0,57.0,79.16666666666667
"administración y legislación","online","quito","pichincha",1232.0,55.0,5435.0,60.0,0.0,1.7857142857142856,20.0,0.0,2022.0,3.0,3.0
"procesos industriales","online","quito","pichincha",1233.0,55.0,5435.0,208.0,0.0,15.476190476190476,8.0,0.0,2022.0,26.0,25.333333333333332
"administración y legislación","presencial","quito","pichincha",1234.0,55.0,5435.0,224.0,0.0,16.666666666666664,8.0,0.0,2022.0,28.0,30.0
"procesos industriales","online","quito","pichincha",1240.0,55.0,5435.0,320.0,0.0,23.809523809523807,8.0,0.0,2022.0,40.0,37.666666666666664
"procesos industriales","online","quito","pichincha",1242.0,55.0,5435.0,224.0,0.0,16.666666666666664,8.0,0.0,2022.0,28.0,29.0
"procesos industriales","online","quito","pichincha",1243.0,55.0,5435.0,168.0,0.0,12.5,8.0,0.0,2022.0,21.0,16.666666666666668
"forestal ecología y medio ambiente","online","quito","pichincha",1246.0,55.0,5435.0,20.0,0.0,1.1904761904761905,10.0,0.0,2022.0,2.0,2.0
"educación y capacitación","presencial","quito","pichincha",1247.0,55.0,5435.0,3360.0,0.0,100.0,20.0,0.0,2022.0,168.0,180.8
"construcción e infraestructura","presencial","quito","pichincha",1249.0,55.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,1.0,1.0
"construcción e infraestructura","online","quito","pichincha",1250.0,55.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,1.0,1.0
"comunicación y artes gráficas","presencial","quito","pichincha",1251.0,55.0,5435.0,288.0,3024.0,21.428571428571427,8.0,84.0,2022.0,36.0,36.5
"administración y legislación","online","quito","pichincha",1255.0,55.0,5435.0,280.0,0.0,20.833333333333336,8.0,0.0,2022.0,35.0,37.666666666666664
"tecnologías de la información y comunicación","presencial","quito","pichincha",1257.0,55.0,5435.0,120.0,384.99999996,4.761904761904762,15.0,48.124999995,2022.0,8.0,7.0
"tecnologías de la información y comunicación","online","quito","pichincha",1260.0,55.0,5435.0,8.0,84.0,0.5952380952380952,8.0,84.0,2022.0,1.0,2.5
"procesos industriales","online","quito","pichincha",1264.0,55.0,5435.0,170.0,0.0,10.11904761904762,10.0,0.0,2022.0,17.0,8.5
"transporte y logística","online","quito","pichincha",1276.0,55.0,5435.0,32.0,0.0,2.380952380952381,8.0,0.0,2022.0,4.0,4.0
"administración y legislación","presencial","quito","pichincha",1277.0,55.0,5435.0,1800.0,0.0,53.57142857142857,20.0,0.0,2022.0,90.0,92.0
"procesos industriales","online","quito","pichincha",1281.0,55.0,5435.0,10.0,0.0,0.5952380952380952,10.0,0.0,2022.0,1.0,2.0
"tecnologías de la información y comunicación","presencial","quito","pichincha",1287.0,55.0,5435.0,20.0,62.400000000000006,0.5952380952380952,20.0,62.400000000000006,2022.0,1.0,1.0
"procesos industriales","online","quito","pichincha",1291.0,55.0,5435.0,2032.0,0.0,151.19047619047618,8.0,0.0,2022.0,254.0,198.5
"procesos industriales","presencial","quito","pichincha",1292.0,55.0,5435.0,2032.0,0.0,151.19047619047618,8.0,0.0,2022.0,254.0,198.5
"procesos industriales","online","quito","pichincha",1294.0,55.0,5435.0,2448.0,0.0,182.14285714285717,8.0,0.0,2022.0,306.0,320.5
"educación y capacitación","online","quito","pichincha",1297.0,55.0,5435.0,376.0,0.0,27.97619047619048,8.0,0.0,2022.0,47.0,37.666666666666664
"procesos industriales","presencial","quito","pichincha",1299.0,55.0,5435.0,8.0,0.0,0.5952380952380952,8.0,0.0,2022.0,1.0,1.0
"procesos industriales","online","quito","pichincha",1300.0,55.0,5435.0,8.0,0.0,0.5952380952380952,8.0,0.0,2022.0,1.0,2.5
"procesos industriales","presencial","quito","pichincha",1301.0,55.0,5435.0,4128.0,0.0,307.1428571428572,8.0,0.0,2022.0,516.0,462.75
"procesos industriales","online","quito","pichincha",1302.0,55.0,5435.0,8256.0,0.0,307.1428571428572,16.0,0.0,2022.0,516.0,488.85714285714283
"servicios socioculturales y a la comunidad","online","quito","pichincha",1310.0,55.0,5435.0,64.0,0.0,4.761904761904762,8.0,0.0,2022.0,8.0,5.25
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1311.0,55.0,5435.0,88.0,0.0,6.547619047619048,8.0,0.0,2022.0,11.0,11.0
"procesos industriales","presencial","quito","pichincha",1314.0,55.0,5435.0,40.0,0.0,2.976190476190476,8.0,0.0,2022.0,5.0,4.0
"procesos industriales","presencial","quito","pichincha",1316.0,55.0,5435.0,40.0,0.0,2.976190476190476,8.0,0.0,2022.0,5.0,4.0
"administración y legislación","presencial","quito","pichincha",1319.0,55.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,1.0,1.0
"procesos industriales","presencial","quito","pichincha",1320.0,55.0,5435.0,10380.0,0.0,308.92857142857144,20.0,0.0,2022.0,519.0,488.85714285714283
"procesos industriales","presencial","quito","pichincha",1322.0,55.0,5435.0,20.0,0.0,1.1904761904761905,10.0,0.0,2022.0,2.0,2.0
"procesos industriales","presencial","quito","pichincha",1327.0,1.0,12.0,768.0,0.0,0.0,64.0,0.0,2022.0,12.0,14.0
"educación y capacitación","presencial","guayaquil","guayas",1330.0,5.0,193.0,8856.0,0.0,0.0,72.0,0.0,2022.0,123.0,82.8
"educación y capacitación","online","guayaquil","guayas",1333.0,5.0,193.0,2448.0,0.0,0.0,72.0,0.0,2022.0,34.0,33.0
"artes y artesanía","presencial","latacunga","cotopaxi",1339.0,27.0,708.0,115.0,0.0,0.0,115.0,0.0,2022.0,1.0,1.0
"administración y legislación","online","quito","pichincha",1342.0,6.0,96.0,440.0,0.0,0.0,40.0,0.0,2022.0,11.0,7.666666666666667
"administración y legislación","online","quito","pichincha",1343.0,6.0,96.0,1400.0,0.0,0.0,40.0,0.0,2022.0,35.0,35.25
"tecnologías de la información y comunicación","online","quito","pichincha",1345.0,6.0,96.0,600.0,5802.0,0.0,40.0,386.8,2022.0,15.0,15.5
"administración y legislación","presencial","quito","pichincha",1346.0,6.0,96.0,400.0,0.0,0.0,20.0,0.0,2022.0,20.0,19.5
"transporte y logística","presencial","quito","pichincha",1350.0,5.0,64.0,54.0,0.0,0.0,9.0,0.0,2022.0,6.0,7.25
"educación y capacitación","presencial","quito","pichincha",1352.0,5.0,64.0,689.0,0.0,0.0,53.0,0.0,2022.0,13.0,10.25
"procesos industriales","presencial","quito","pichincha",1355.0,14.0,1310.0,304.0,0.0,0.0,8.0,0.0,2022.0,38.0,42.45454545454545
"procesos industriales","presencial","quito","pichincha",1356.0,14.0,1310.0,6260.0,0.0,0.0,20.0,0.0,2022.0,313.0,357.0
"procesos industriales","presencial","quito","pichincha",1357.0,14.0,1310.0,3472.0,0.0,0.0,8.0,0.0,2022.0,434.0,320.5
"administración y legislación","presencial","quito","pichincha",1358.0,14.0,1310.0,328.0,0.0,0.0,8.0,0.0,2022.0,41.0,42.45454545454545
"administración y legislación","online","quito","pichincha",1359.0,14.0,1310.0,328.0,0.0,0.0,8.0,0.0,2022.0,41.0,37.666666666666664
"educación y capacitación","presencial","quito","pichincha",1362.0,14.0,1310.0,88.0,0.0,0.0,8.0,0.0,2022.0,11.0,11.0
"educación y capacitación","online","quito","pichincha",1363.0,14.0,1310.0,88.0,0.0,0.0,8.0,0.0,2022.0,11.0,3.0
"finanzas comercio y ventas","presencial","quito","pichincha",1364.0,14.0,1310.0,240.0,0.0,0.0,40.0,0.0,2022.0,6.0,6.0
"administración y legislación","presencial","quito","pichincha",1365.0,14.0,1310.0,580.0,0.0,0.0,20.0,0.0,2022.0,29.0,22.0
"procesos industriales","presencial","quito","pichincha",1366.0,14.0,1310.0,156.0,0.0,0.0,12.0,0.0,2022.0,13.0,13.0
"procesos industriales","presencial","quito","pichincha",1368.0,14.0,1310.0,248.0,0.0,0.0,8.0,0.0,2022.0,31.0,30.0
"procesos industriales","presencial","quito","pichincha",1371.0,14.0,1310.0,876.0,0.0,0.0,12.0,0.0,2022.0,73.0,83.0
"administración y legislación","presencial","quito","pichincha",1372.0,14.0,1310.0,64.0,0.0,0.0,8.0,0.0,2022.0,8.0,7.25
"educación y capacitación","online","loja","loja",1377.0,7.0,1657.0,106920.0,0.0,0.0,360.0,0.0,2022.0,297.0,337.0
"mecánica automotriz","presencial","quito","pichincha",1382.0,6.0,94.0,240.0,0.0,0.0,120.0,0.0,2022.0,2.0,4.0
"artes y artesanía","presencial","quito","pichincha",1384.0,6.0,94.0,5200.0,0.0,0.0,200.0,0.0,2022.0,26.0,25.25
"alimentación gastronomía y turismo","presencial","quito","pichincha",1386.0,6.0,94.0,1400.0,0.0,0.0,200.0,0.0,2022.0,7.0,9.5
"educación y capacitación","online","loja","loja",1388.0,21.0,1300.0,18200.0,0.0,0.0,200.0,0.0,2022.0,91.0,285.0
"educación y capacitación","online","loja","loja",1389.0,21.0,1300.0,9200.0,0.0,0.0,100.0,0.0,2022.0,92.0,93.16666666666667
"educación y capacitación","online","loja","loja",1390.0,21.0,1300.0,9600.0,0.0,0.0,100.0,0.0,2022.0,96.0,93.16666666666667
"procesos industriales","semipresencial","quito","pichincha",1393.0,5.0,245.0,500.0,0.0,0.0,20.0,0.0,2022.0,25.0,25.0
"educación y capacitación","semipresencial","quito","pichincha",1395.0,5.0,245.0,880.0,0.0,0.0,40.0,0.0,2022.0,22.0,22.25
"administración y legislación","semipresencial","quito","pichincha",1398.0,5.0,245.0,1264.0,0.0,0.0,16.0,0.0,2022.0,79.0,86.33333333333333
"alimentación gastronomía y turismo","presencial","quito","pichincha",1399.0,5.0,245.0,790.0,0.0,0.0,10.0,0.0,2022.0,79.0,76.5
"procesos industriales","presencial","cuenca","azuay",1407.0,4.0,94.0,496.0,0.0,0.0,16.0,0.0,2022.0,31.0,32.0
"educación y capacitación","presencial","quito","pichincha",1411.0,4.0,76.0,2400.0,0.0,0.0,600.0,0.0,2022.0,4.0,3.0
"educación y capacitación","presencial","quito","pichincha",1412.0,4.0,76.0,5100.0,0.0,0.0,300.0,0.0,2022.0,17.0,7.333333333333333
"educación y capacitación","presencial","quito","pichincha",1414.0,4.0,76.0,20400.0,0.0,0.0,600.0,0.0,2022.0,34.0,62.5
"forestal ecología y medio ambiente","presencial","pastaza","pastaza",1415.0,18.0,1462.0,12960.0,0.0,0.0,96.0,0.0,2022.0,135.0,93.16666666666667
"electricidad y electrónica","presencial","pastaza","pastaza",1417.0,18.0,1462.0,960.0,0.0,0.0,64.0,0.0,2022.0,15.0,14.0
"actividades profesionales, científicas y técnicas","desconocida","pastaza","pastaza",1420.0,18.0,1462.0,0.0,0.0,0.0,0.0,0.0,2022.0,169.0,45.95238095238095
"forestal ecología y medio ambiente","online","pastaza","pastaza",1426.0,18.0,1462.0,3200.0,0.0,0.0,64.0,0.0,2022.0,50.0,47.5
"enseñanza","desconocida","MISSING","sin provincia",1429.0,4.0,192.0,0.0,0.0,0.0,0.0,0.0,2022.0,35.0,45.95238095238095
"educación y capacitación","semipresencial","quito","pichincha",1431.0,1.0,26.0,4680.0,0.0,0.0,180.0,0.0,2022.0,26.0,25.25
"electricidad y electrónica","presencial","latacunga","cotopaxi",1432.0,3.0,195.0,1160.0,0.0,0.0,40.0,0.0,2022.0,29.0,29.2
"tecnologías de la información y comunicación","presencial","latacunga","cotopaxi",1434.0,3.0,195.0,3760.0,55460.0,0.0,40.0,590.0,2022.0,94.0,82.0
