"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","total_cursos","volumen_capacitados","total_ganancias","%_asistencia","carga_horaria","costo","anio","total_horas","prediction(total_horas)"
"tecnologías de la información y comunicación","online","cuenca","azuay",948.0,46.0,5.0,203.0,7360.0,0.8363636363636363,40.0,160.0,2018.0,1840.0,1840.0
"administración y legislación","presencial","quito","pichincha",960.0,7.0,4.0,71.0,0.0,0.0,20.0,0.0,2018.0,140.0,104.0
"administración y legislación","presencial","quito","pichincha",961.0,53.0,4.0,105.0,0.0,0.0,20.0,0.0,2022.0,1060.0,1038.5
"administración y legislación","presencial","quito","pichincha",962.0,10.0,4.0,105.0,0.0,0.0,15.0,0.0,2022.0,150.0,117.0
"administración y legislación","presencial","quito","pichincha",963.0,4.0,4.0,105.0,0.0,0.0,20.0,0.0,2022.0,80.0,64.0
"administración y legislación","presencial","quito","pichincha",964.0,38.0,4.0,105.0,0.0,0.0,20.0,0.0,2022.0,760.0,730.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",965.0,20.0,18.0,780.0,0.0,0.0,10.0,0.0,2018.0,200.0,151.5
"alimentación gastronomía y turismo","presencial","quito","pichincha",967.0,24.0,18.0,780.0,0.0,0.0,10.0,0.0,2018.0,240.0,260.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",972.0,56.0,18.0,780.0,0.0,0.0,10.0,0.0,2018.0,560.0,520.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",974.0,1.0,3.0,3.0,0.0,0.0,10.0,0.0,2019.0,10.0,10.0
"procesos industriales","presencial","latacunga","cotopaxi",975.0,29.0,1.0,29.0,0.0,0.0,8.0,0.0,2018.0,232.0,237.33333333333334
"procesos industriales","presencial","latacunga","cotopaxi",977.0,538.0,10.0,1580.0,0.0,0.0,22.0,0.0,2022.0,11836.0,10390.0
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",981.0,13.0,5.0,323.0,0.0,0.0,8.0,0.0,2022.0,104.0,122.0
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",983.0,10.0,5.0,323.0,0.0,0.0,26.0,0.0,2022.0,260.0,306.0
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",984.0,281.0,5.0,323.0,0.0,0.0,8.0,0.0,2022.0,2248.0,2221.3333333333335
"procesos industriales","presencial","quito","pichincha",990.0,50.0,9.0,321.0,0.0,0.0,12.0,0.0,2018.0,600.0,886.6666666666666
"forestal ecología y medio ambiente","presencial","quito","pichincha",993.0,7.0,3.0,16.0,0.0,0.0,10.0,0.0,2022.0,70.0,84.0
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",998.0,35.0,1.0,35.0,0.0,0.0,240.0,0.0,2018.0,8400.0,6590.0
"enseñanza","desconocida","portoviejo","manabi",1002.0,256.0,2.0,290.0,0.0,0.0,0.0,0.0,2019.0,0.0,2221.3333333333335
"administración y legislación","presencial","guayaquil","guayas",1009.0,5.0,10.0,205.0,0.0,0.0036127167630057,12.0,0.0,2019.0,60.0,84.0
"administración y legislación","presencial","guayaquil","guayas",1010.0,15.0,10.0,205.0,0.0,0.0108381502890173,8.0,0.0,2019.0,120.0,134.0
"educación y capacitación","online","quito","pichincha",1013.0,6.0,7.0,29.0,0.0,0.0,120.0,0.0,2019.0,720.0,694.2857142857143
"educación y capacitación","online","quito","pichincha",1014.0,72.0,3.0,80.0,0.0,0.0,120.0,0.0,2022.0,8640.0,7340.0
"educación y capacitación","presencial","quito","pichincha",1018.0,11.0,6.0,332.0,0.0,0.0,20.0,0.0,2019.0,220.0,240.0
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1027.0,274.0,5.0,400.0,0.0,0.0,40.0,0.0,2022.0,10960.0,11000.0
"artes y artesanía","presencial","guayaquil","guayas",1028.0,27.0,5.0,400.0,0.0,0.0,40.0,0.0,2022.0,1080.0,1080.0
"procesos industriales","online","manta","manabi",1033.0,18.0,5.0,118.0,0.0,0.0,40.0,0.0,2019.0,720.0,748.1818181818181
"tecnologías de la información y comunicación","presencial","manta","manabi",1035.0,41.0,5.0,118.0,24190.0,0.0,40.0,590.0,2019.0,1640.0,1400.0
"tecnologías de la información y comunicación","online","manta","manabi",1036.0,41.0,5.0,118.0,24190.0,0.0,40.0,590.0,2019.0,1640.0,1400.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",1041.0,62.0,6.0,382.0,0.0,0.0,40.0,0.0,2022.0,2480.0,2413.3333333333335
"alimentación gastronomía y turismo","presencial","quito","pichincha",1042.0,62.0,6.0,382.0,0.0,0.0,40.0,0.0,2022.0,2480.0,2413.3333333333335
"administración y legislación","presencial","manta","manabi",1043.0,33.0,5.0,271.0,0.0,0.0,12.0,0.0,2019.0,396.0,444.0
"alimentación gastronomía y turismo","presencial","manta","manabi",1045.0,43.0,5.0,271.0,0.0,0.0,18.0,0.0,2019.0,774.0,849.3333333333334
"industria agropecuaria","presencial","manta","manabi",1046.0,74.0,11.0,364.0,0.0,0.0,30.0,0.0,2022.0,2220.0,2005.3333333333333
"alimentación gastronomía y turismo","presencial","manta","manabi",1049.0,75.0,11.0,364.0,0.0,0.0,18.0,0.0,2022.0,1350.0,992.0
"alimentación gastronomía y turismo","presencial","manta","manabi",1053.0,52.0,11.0,364.0,0.0,0.0,16.0,0.0,2022.0,832.0,790.0
"procesos industriales","presencial","samborondon","sin provincia",1055.0,15.0,4.0,59.0,0.0,0.0,40.0,0.0,2019.0,600.0,748.1818181818181
"procesos industriales","presencial","samborondon","sin provincia",1056.0,31.0,4.0,59.0,0.0,0.0,18.0,0.0,2019.0,558.0,537.0
"transporte y logística","presencial","cuenca","azuay",1061.0,40.0,5.0,175.0,0.0,0.0,172.0,0.0,2020.0,6880.0,6590.0
"transporte y logística","online","cuenca","azuay",1064.0,29.0,5.0,175.0,0.0,0.0,168.0,0.0,2020.0,4872.0,4776.0
"administración y legislación","presencial","quito","pichincha",1066.0,6.0,22.0,2850.0,0.0,0.0757862826828344,32.0,0.0,2020.0,192.0,201.0
"electricidad y electrónica","presencial","quito","pichincha",1067.0,194.0,22.0,2850.0,0.0,2.4504231400783123,32.0,0.0,2020.0,6208.0,5056.0
"electricidad y electrónica","presencial","quito","pichincha",1068.0,139.0,22.0,2850.0,0.0,1.7557155488189973,32.0,0.0,2020.0,4448.0,5056.0
"electricidad y electrónica","presencial","quito","pichincha",1070.0,46.0,22.0,2850.0,0.0,0.5810281672350638,32.0,0.0,2020.0,1472.0,1840.0
"tecnologías de la información y comunicación","presencial","quito","pichincha",1071.0,58.0,22.0,2850.0,17947.52,0.7326007326007326,32.0,309.44,2020.0,1856.0,2005.3333333333333
"electricidad y electrónica","presencial","quito","pichincha",1073.0,112.0,22.0,2850.0,0.0,1.414677276746242,32.0,0.0,2020.0,3584.0,3700.0
"finanzas comercio y ventas","presencial","quito","pichincha",1074.0,20.0,22.0,2850.0,0.0,0.2526209422761147,32.0,0.0,2020.0,640.0,748.1818181818181
"finanzas comercio y ventas","presencial","quito","pichincha",1076.0,31.0,22.0,2850.0,0.0,0.3915624605279778,32.0,0.0,2020.0,992.0,904.0
"electricidad y electrónica","presencial","quito","pichincha",1077.0,10.0,22.0,2850.0,0.0,0.1263104711380573,32.0,0.0,2020.0,320.0,440.0
"electricidad y electrónica","presencial","quito","pichincha",1079.0,396.0,22.0,2850.0,0.0,5.001894657067071,32.0,0.0,2020.0,12672.0,12997.333333333334
"tecnologías de la información y comunicación","presencial","quito","pichincha",1081.0,201.0,22.0,2850.0,62197.44,2.5388404698749527,32.0,309.44,2020.0,6432.0,5488.0
"electricidad y electrónica","presencial","quito","pichincha",1083.0,340.0,22.0,2850.0,0.0,4.2945560186939495,32.0,0.0,2020.0,10880.0,12997.333333333334
"tecnologías de la información y comunicación","presencial","quito","pichincha",1084.0,173.0,22.0,2850.0,53533.12,2.185171150688392,32.0,309.44,2020.0,5536.0,5488.0
"finanzas comercio y ventas","presencial","quito","pichincha",1086.0,6.0,22.0,2850.0,0.0,0.0757862826828344,32.0,0.0,2020.0,192.0,201.0
"procesos industriales","online","quito","pichincha",1087.0,189.0,3.0,435.0,0.0,0.0,20.0,0.0,2020.0,3780.0,3127.2
"construcción e infraestructura","online","MISSING","imbabura",1088.0,6.0,1.0,6.0,0.0,0.0,40.0,0.0,2020.0,240.0,240.0
"construcción e infraestructura","online","loja","loja",1090.0,2.0,3.0,81.0,0.0,0.0,60.0,0.0,2020.0,120.0,170.0
"administración y legislación","presencial","quito","pichincha",1091.0,13.0,2.0,66.0,0.0,0.0,24.0,0.0,2020.0,312.0,306.0
"tecnologías de la información y comunicación","presencial","manta","manabi",1096.0,19.0,4.0,91.0,24252.36,0.0,132.0,1276.44,2020.0,2508.0,2166.25
"procesos industriales","online","quito","pichincha",1097.0,22.0,56.0,3423.0,0.0,1.790073230268511,8.0,0.0,2020.0,176.0,202.66666666666666
"artes y artesanía","presencial","santo domingo","santo domingo de los tsachilas",1104.0,3.0,4.0,75.0,0.0,0.0,40.0,0.0,2022.0,120.0,72.0
"transporte y logística","presencial","quito","pichincha",1106.0,87.0,5.0,240.0,0.0,0.0,12.0,0.0,2022.0,1044.0,798.7272727272727
"administración y legislación","presencial","quito","pichincha",1108.0,19.0,13.0,348.0,0.0,0.0,20.0,0.0,2022.0,380.0,380.0
"administración y legislación","presencial","quito","pichincha",1110.0,33.0,13.0,348.0,0.0,0.0,24.0,0.0,2022.0,792.0,904.0
"administración y legislación","presencial","quito","pichincha",1111.0,90.0,13.0,348.0,0.0,0.0,120.0,0.0,2022.0,10800.0,10315.0
"administración y legislación","presencial","quito","pichincha",1114.0,6.0,13.0,348.0,0.0,0.0,8.0,0.0,2022.0,48.0,40.8
"administración y legislación","presencial","quito","pichincha",1115.0,29.0,13.0,348.0,0.0,0.0,20.0,0.0,2022.0,580.0,537.0
"educación y capacitación","presencial","quito","pichincha",1116.0,5.0,13.0,348.0,0.0,0.0,40.0,0.0,2022.0,200.0,200.0
"administración y legislación","presencial","quito","pichincha",1117.0,40.0,13.0,348.0,0.0,0.0,20.0,0.0,2022.0,800.0,849.3333333333334
"finanzas comercio y ventas","presencial","quito","pichincha",1120.0,6.0,13.0,348.0,0.0,0.0,8.0,0.0,2022.0,48.0,40.8
"administración y legislación","presencial","quito","pichincha",1121.0,32.0,4.0,39.0,0.0,0.0,40.0,0.0,2022.0,1280.0,1296.75
"procesos industriales","presencial","quito","pichincha",1122.0,1.0,8.0,582.0,0.0,0.0,8.0,0.0,2022.0,8.0,8.0
"procesos industriales","presencial","quito","pichincha",1124.0,24.0,8.0,582.0,0.0,0.0,8.0,0.0,2022.0,192.0,237.33333333333334
"procesos industriales","semipresencial","quito","pichincha",1127.0,230.0,8.0,582.0,0.0,0.0,40.0,0.0,2022.0,9200.0,9310.0
"procesos industriales","presencial","quito","pichincha",1129.0,60.0,8.0,582.0,0.0,0.0,16.0,0.0,2022.0,960.0,790.0
"procesos industriales","presencial","quito","pichincha",1131.0,24.0,8.0,582.0,0.0,0.0,8.0,0.0,2022.0,192.0,237.33333333333334
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1137.0,300.0,13.0,2079.0,0.0,0.0,40.0,0.0,2022.0,12000.0,12997.333333333334
"administración y legislación","presencial","manta","manabi",1138.0,475.0,3.0,619.0,0.0,0.0,40.0,0.0,2022.0,19000.0,12997.333333333334
"administración y legislación","presencial","manta","manabi",1140.0,102.0,3.0,619.0,0.0,0.0,40.0,0.0,2022.0,4080.0,4060.0
"educación y capacitación","presencial","guayaquil","guayas",1143.0,793.0,1.0,793.0,0.0,0.0,576.0,0.0,2022.0,456768.0,82886.0
"industrias manufactureras","desconocida","ibarra","imbabura",1144.0,42.0,4.0,220.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.0
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1148.0,1.0,30.0,786.0,0.0,0.1262626262626262,160.0,0.0,2022.0,160.0,143.33333333333334
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1155.0,1.0,30.0,786.0,0.0,0.1262626262626262,80.0,0.0,2022.0,80.0,96.0
"transporte y logística","presencial","santo domingo","santo domingo de los tsachilas",1156.0,66.0,30.0,786.0,0.0,8.333333333333332,192.0,0.0,2022.0,12672.0,12738.0
"educación y capacitación","online","santo domingo","santo domingo de los tsachilas",1160.0,9.0,30.0,786.0,0.0,1.1363636363636365,45.0,0.0,2022.0,405.0,391.0
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1161.0,1.0,30.0,786.0,0.0,0.1262626262626262,120.0,0.0,2022.0,120.0,143.33333333333334
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1165.0,473.0,30.0,786.0,0.0,59.72222222222222,48.0,0.0,2022.0,22704.0,12997.333333333334
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1166.0,473.0,30.0,786.0,0.0,59.72222222222222,48.0,0.0,2022.0,22704.0,12997.333333333334
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1169.0,8.0,30.0,786.0,0.0,1.0101010101010102,120.0,0.0,2022.0,960.0,969.1111111111111
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1170.0,20.0,30.0,786.0,0.0,2.525252525252525,240.0,0.0,2022.0,4800.0,3648.0
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1174.0,16.0,30.0,786.0,0.0,2.0202020202020203,480.0,0.0,2022.0,7680.0,6120.0
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1175.0,16.0,30.0,786.0,0.0,2.0202020202020203,120.0,0.0,2022.0,1920.0,1914.0
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",1176.0,6.0,30.0,786.0,0.0,0.7575757575757576,60.0,0.0,2022.0,360.0,240.0
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1177.0,1.0,30.0,786.0,0.0,0.1262626262626262,40.0,0.0,2022.0,40.0,40.0
"administración y legislación","online","quito","pichincha",1179.0,320.0,2.0,854.0,0.0,0.0,50.0,0.0,2022.0,16000.0,12997.333333333334
"administración y legislación","presencial","guayaquil","guayas",1183.0,22.0,2.0,29.0,0.0,0.0,40.0,0.0,2022.0,880.0,890.0
"administración y legislación","presencial","quito","pichincha",1185.0,10.0,11.0,580.0,0.0,0.0,8.0,0.0,2022.0,80.0,76.0
"tecnologías de la información y comunicación","online","quito","pichincha",1188.0,9.0,14.0,96.0,8496.0,0.0,64.0,944.0,2022.0,576.0,624.0
"tecnologías de la información y comunicación","presencial","quito","pichincha",1197.0,1.0,14.0,96.0,550.0,0.0,40.0,550.0,2022.0,40.0,40.0
"procesos industriales","presencial","quito","pichincha",1199.0,5.0,14.0,96.0,0.0,0.0,20.0,0.0,2022.0,100.0,133.33333333333334
"procesos industriales","presencial","ambato","tungurahua",1206.0,13.0,35.0,1795.0,0.0,0.0,8.0,0.0,2022.0,104.0,151.5
"procesos industriales","presencial","ambato","tungurahua",1208.0,108.0,35.0,1795.0,0.0,0.0,8.0,0.0,2022.0,864.0,992.0
"procesos industriales","presencial","ambato","tungurahua",1210.0,19.0,35.0,1795.0,0.0,0.0,18.0,0.0,2022.0,342.0,390.0
"procesos industriales","presencial","ambato","tungurahua",1212.0,21.0,35.0,1795.0,0.0,0.0,12.0,0.0,2022.0,252.0,244.0
"procesos industriales","presencial","ambato","tungurahua",1214.0,603.0,35.0,1795.0,0.0,0.0,12.0,0.0,2022.0,7236.0,7709.5
"procesos industriales","online","ambato","tungurahua",1216.0,61.0,35.0,1795.0,0.0,0.0,12.0,0.0,2022.0,732.0,692.0
"procesos industriales","online","ambato","tungurahua",1219.0,135.0,35.0,1795.0,0.0,0.0,12.0,0.0,2022.0,1620.0,1396.0
"artes y artesanía","presencial","quito","pichincha",1222.0,8.0,4.0,94.0,0.0,0.0,48.0,0.0,2022.0,384.0,360.0
"otras actividades de servicios","desconocida","quito","pichincha",1223.0,46.0,4.0,94.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.0
"educación y capacitación","online","latacunga","cotopaxi",1225.0,34.0,4.0,132.0,0.0,0.0,40.0,0.0,2022.0,1360.0,1296.75
"educación y capacitación","online","latacunga","cotopaxi",1227.0,57.0,4.0,132.0,0.0,0.0,140.0,0.0,2022.0,7980.0,7340.0
"administración y legislación","online","quito","pichincha",1232.0,3.0,55.0,5435.0,0.0,1.7857142857142856,20.0,0.0,2022.0,60.0,60.0
"procesos industriales","online","quito","pichincha",1233.0,26.0,55.0,5435.0,0.0,15.476190476190476,8.0,0.0,2022.0,208.0,202.66666666666666
"administración y legislación","presencial","quito","pichincha",1234.0,28.0,55.0,5435.0,0.0,16.666666666666664,8.0,0.0,2022.0,224.0,237.33333333333334
"procesos industriales","online","quito","pichincha",1240.0,40.0,55.0,5435.0,0.0,23.809523809523807,8.0,0.0,2022.0,320.0,328.0
"procesos industriales","online","quito","pichincha",1242.0,28.0,55.0,5435.0,0.0,16.666666666666664,8.0,0.0,2022.0,224.0,232.0
"procesos industriales","online","quito","pichincha",1243.0,21.0,55.0,5435.0,0.0,12.5,8.0,0.0,2022.0,168.0,157.0
"forestal ecología y medio ambiente","online","quito","pichincha",1246.0,2.0,55.0,5435.0,0.0,1.1904761904761905,10.0,0.0,2022.0,20.0,20.8
"educación y capacitación","presencial","quito","pichincha",1247.0,168.0,55.0,5435.0,0.0,100.0,20.0,0.0,2022.0,3360.0,3853.5
"construcción e infraestructura","presencial","quito","pichincha",1249.0,1.0,55.0,5435.0,0.0,0.5952380952380952,20.0,0.0,2022.0,20.0,19.77777777777778
"construcción e infraestructura","online","quito","pichincha",1250.0,1.0,55.0,5435.0,0.0,0.5952380952380952,20.0,0.0,2022.0,20.0,19.77777777777778
"comunicación y artes gráficas","presencial","quito","pichincha",1251.0,36.0,55.0,5435.0,3024.0,21.428571428571427,8.0,84.0,2022.0,288.0,292.0
"administración y legislación","online","quito","pichincha",1255.0,35.0,55.0,5435.0,0.0,20.833333333333336,8.0,0.0,2022.0,280.0,284.0
"tecnologías de la información y comunicación","presencial","quito","pichincha",1257.0,8.0,55.0,5435.0,384.99999996,4.761904761904762,15.0,48.124999995,2022.0,120.0,117.0
"tecnologías de la información y comunicación","online","quito","pichincha",1260.0,1.0,55.0,5435.0,84.0,0.5952380952380952,8.0,84.0,2022.0,8.0,8.0
"procesos industriales","online","quito","pichincha",1264.0,17.0,55.0,5435.0,0.0,10.11904761904762,10.0,0.0,2022.0,170.0,157.0
"transporte y logística","online","quito","pichincha",1276.0,4.0,55.0,5435.0,0.0,2.380952380952381,8.0,0.0,2022.0,32.0,33.142857142857146
"administración y legislación","presencial","quito","pichincha",1277.0,90.0,55.0,5435.0,0.0,53.57142857142857,20.0,0.0,2022.0,1800.0,1800.0
"procesos industriales","online","quito","pichincha",1281.0,1.0,55.0,5435.0,0.0,0.5952380952380952,10.0,0.0,2022.0,10.0,10.0
"tecnologías de la información y comunicación","presencial","quito","pichincha",1287.0,1.0,55.0,5435.0,62.400000000000006,0.5952380952380952,20.0,62.400000000000006,2022.0,20.0,19.77777777777778
"procesos industriales","online","quito","pichincha",1291.0,254.0,55.0,5435.0,0.0,151.19047619047618,8.0,0.0,2022.0,2032.0,1437.3333333333333
"procesos industriales","presencial","quito","pichincha",1292.0,254.0,55.0,5435.0,0.0,151.19047619047618,8.0,0.0,2022.0,2032.0,1457.3333333333333
"procesos industriales","online","quito","pichincha",1294.0,306.0,55.0,5435.0,0.0,182.14285714285717,8.0,0.0,2022.0,2448.0,2560.0
"educación y capacitación","online","quito","pichincha",1297.0,47.0,55.0,5435.0,0.0,27.97619047619048,8.0,0.0,2022.0,376.0,524.75
"procesos industriales","presencial","quito","pichincha",1299.0,1.0,55.0,5435.0,0.0,0.5952380952380952,8.0,0.0,2022.0,8.0,8.0
"procesos industriales","online","quito","pichincha",1300.0,1.0,55.0,5435.0,0.0,0.5952380952380952,8.0,0.0,2022.0,8.0,8.0
"procesos industriales","presencial","quito","pichincha",1301.0,516.0,55.0,5435.0,0.0,307.1428571428572,8.0,0.0,2022.0,4128.0,3709.2
"procesos industriales","online","quito","pichincha",1302.0,516.0,55.0,5435.0,0.0,307.1428571428572,16.0,0.0,2022.0,8256.0,5330.666666666667
"servicios socioculturales y a la comunidad","online","quito","pichincha",1310.0,8.0,55.0,5435.0,0.0,4.761904761904762,8.0,0.0,2022.0,64.0,82.66666666666667
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1311.0,11.0,55.0,5435.0,0.0,6.547619047619048,8.0,0.0,2022.0,88.0,88.0
"procesos industriales","presencial","quito","pichincha",1314.0,5.0,55.0,5435.0,0.0,2.976190476190476,8.0,0.0,2022.0,40.0,40.8
"procesos industriales","presencial","quito","pichincha",1316.0,5.0,55.0,5435.0,0.0,2.976190476190476,8.0,0.0,2022.0,40.0,40.8
"administración y legislación","presencial","quito","pichincha",1319.0,1.0,55.0,5435.0,0.0,0.5952380952380952,20.0,0.0,2022.0,20.0,19.77777777777778
"procesos industriales","presencial","quito","pichincha",1320.0,519.0,55.0,5435.0,0.0,308.92857142857144,20.0,0.0,2022.0,10380.0,10390.0
"procesos industriales","presencial","quito","pichincha",1322.0,2.0,55.0,5435.0,0.0,1.1904761904761905,10.0,0.0,2022.0,20.0,20.8
"procesos industriales","presencial","quito","pichincha",1327.0,12.0,1.0,12.0,0.0,0.0,64.0,0.0,2022.0,768.0,1325.0
"educación y capacitación","presencial","guayaquil","guayas",1330.0,123.0,5.0,193.0,0.0,0.0,72.0,0.0,2022.0,8856.0,7634.0
"educación y capacitación","online","guayaquil","guayas",1333.0,34.0,5.0,193.0,0.0,0.0,72.0,0.0,2022.0,2448.0,2456.0
"artes y artesanía","presencial","latacunga","cotopaxi",1339.0,1.0,27.0,708.0,0.0,0.0,115.0,0.0,2022.0,115.0,143.33333333333334
"administración y legislación","online","quito","pichincha",1342.0,11.0,6.0,96.0,0.0,0.0,40.0,0.0,2022.0,440.0,382.5
"administración y legislación","online","quito","pichincha",1343.0,35.0,6.0,96.0,0.0,0.0,40.0,0.0,2022.0,1400.0,1400.0
"tecnologías de la información y comunicación","online","quito","pichincha",1345.0,15.0,6.0,96.0,5802.0,0.0,40.0,386.8,2022.0,600.0,748.1818181818181
"administración y legislación","presencial","quito","pichincha",1346.0,20.0,6.0,96.0,0.0,0.0,20.0,0.0,2022.0,400.0,390.0
"transporte y logística","presencial","quito","pichincha",1350.0,6.0,5.0,64.0,0.0,0.0,9.0,0.0,2022.0,54.0,40.8
"educación y capacitación","presencial","quito","pichincha",1352.0,13.0,5.0,64.0,0.0,0.0,53.0,0.0,2022.0,689.0,488.0
"procesos industriales","presencial","quito","pichincha",1355.0,38.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,304.0,388.0
"procesos industriales","presencial","quito","pichincha",1356.0,313.0,14.0,1310.0,0.0,0.0,20.0,0.0,2022.0,6260.0,6280.0
"procesos industriales","presencial","quito","pichincha",1357.0,434.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,3472.0,3709.2
"administración y legislación","presencial","quito","pichincha",1358.0,41.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,328.0,388.0
"administración y legislación","online","quito","pichincha",1359.0,41.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,328.0,328.0
"educación y capacitación","presencial","quito","pichincha",1362.0,11.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,88.0,88.0
"educación y capacitación","online","quito","pichincha",1363.0,11.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,88.0,82.66666666666667
"finanzas comercio y ventas","presencial","quito","pichincha",1364.0,6.0,14.0,1310.0,0.0,0.0,40.0,0.0,2022.0,240.0,240.0
"administración y legislación","presencial","quito","pichincha",1365.0,29.0,14.0,1310.0,0.0,0.0,20.0,0.0,2022.0,580.0,537.0
"procesos industriales","presencial","quito","pichincha",1366.0,13.0,14.0,1310.0,0.0,0.0,12.0,0.0,2022.0,156.0,230.0
"procesos industriales","presencial","quito","pichincha",1368.0,31.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,248.0,256.0
"procesos industriales","presencial","quito","pichincha",1371.0,73.0,14.0,1310.0,0.0,0.0,12.0,0.0,2022.0,876.0,692.0
"administración y legislación","presencial","quito","pichincha",1372.0,8.0,14.0,1310.0,0.0,0.0,8.0,0.0,2022.0,64.0,76.0
"educación y capacitación","online","loja","loja",1377.0,297.0,7.0,1657.0,0.0,0.0,360.0,0.0,2022.0,106920.0,50220.0
"mecánica automotriz","presencial","quito","pichincha",1382.0,2.0,6.0,94.0,0.0,0.0,120.0,0.0,2022.0,240.0,204.0
"artes y artesanía","presencial","quito","pichincha",1384.0,26.0,6.0,94.0,0.0,0.0,200.0,0.0,2022.0,5200.0,5285.333333333333
"alimentación gastronomía y turismo","presencial","quito","pichincha",1386.0,7.0,6.0,94.0,0.0,0.0,200.0,0.0,2022.0,1400.0,1956.0
"educación y capacitación","online","loja","loja",1388.0,91.0,21.0,1300.0,0.0,0.0,200.0,0.0,2022.0,18200.0,12738.0
"educación y capacitación","online","loja","loja",1389.0,92.0,21.0,1300.0,0.0,0.0,100.0,0.0,2022.0,9200.0,10315.0
"educación y capacitación","online","loja","loja",1390.0,96.0,21.0,1300.0,0.0,0.0,100.0,0.0,2022.0,9600.0,10315.0
"procesos industriales","semipresencial","quito","pichincha",1393.0,25.0,5.0,245.0,0.0,0.0,20.0,0.0,2022.0,500.0,487.6666666666667
"educación y capacitación","semipresencial","quito","pichincha",1395.0,22.0,5.0,245.0,0.0,0.0,40.0,0.0,2022.0,880.0,890.0
"administración y legislación","semipresencial","quito","pichincha",1398.0,79.0,5.0,245.0,0.0,0.0,16.0,0.0,2022.0,1264.0,790.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",1399.0,79.0,5.0,245.0,0.0,0.0,10.0,0.0,2022.0,790.0,631.2
"procesos industriales","presencial","cuenca","azuay",1407.0,31.0,4.0,94.0,0.0,0.0,16.0,0.0,2022.0,496.0,537.0
"educación y capacitación","presencial","quito","pichincha",1411.0,4.0,4.0,76.0,0.0,0.0,600.0,0.0,2022.0,2400.0,2100.0
"educación y capacitación","presencial","quito","pichincha",1412.0,17.0,4.0,76.0,0.0,0.0,300.0,0.0,2022.0,5100.0,6450.0
"educación y capacitación","presencial","quito","pichincha",1414.0,34.0,4.0,76.0,0.0,0.0,600.0,0.0,2022.0,20400.0,17400.0
"forestal ecología y medio ambiente","presencial","pastaza","pastaza",1415.0,135.0,18.0,1462.0,0.0,0.0,96.0,0.0,2022.0,12960.0,13300.0
"electricidad y electrónica","presencial","pastaza","pastaza",1417.0,15.0,18.0,1462.0,0.0,0.0,64.0,0.0,2022.0,960.0,1664.0
"actividades profesionales, científicas y técnicas","desconocida","pastaza","pastaza",1420.0,169.0,18.0,1462.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.0
"forestal ecología y medio ambiente","online","pastaza","pastaza",1426.0,50.0,18.0,1462.0,0.0,0.0,64.0,0.0,2022.0,3200.0,2952.0
"enseñanza","desconocida","MISSING","sin provincia",1429.0,35.0,4.0,192.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.0
"educación y capacitación","semipresencial","quito","pichincha",1431.0,26.0,1.0,26.0,0.0,0.0,180.0,0.0,2022.0,4680.0,4776.0
"electricidad y electrónica","presencial","latacunga","cotopaxi",1432.0,29.0,3.0,195.0,0.0,0.0,40.0,0.0,2022.0,1160.0,1146.6666666666667
"tecnologías de la información y comunicación","presencial","latacunga","cotopaxi",1434.0,94.0,3.0,195.0,55460.0,0.0,40.0,590.0,2022.0,3760.0,4060.0
