"area_familia","modalidad","canton","provincia","id_fact_oc","total_cursos","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","num_cap_cer","confidence(range2)","confidence(range1)","prediction(num_cap_cer)","cost"
"tecnologías de la información y comunicación","online","guayaquil","guayas",726.0,38.0,1280.0,440.0,7972.799999999999,0.0411214953271028,20.0,362.4,2021.0,"range1",0.31090930217960455,0.6890906978203953,"range1",0.3781813956407908
"administración y legislación","presencial","guayaquil","guayas",729.0,38.0,1280.0,208.0,0.0,0.0242990654205607,16.0,0.0,2021.0,"range1",0.3149612522712339,0.685038747728766,"range1",0.37007749545753216
"administración y legislación","online","guayaquil","guayas",730.0,38.0,1280.0,208.0,0.0,0.0242990654205607,16.0,0.0,2021.0,"range1",0.3168921044984098,0.6831078955015902,"range1",0.3662157910031804
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",735.0,38.0,1280.0,320.0,3360.0,0.0299065420560747,20.0,210.0,2021.0,"range1",0.3107121799485688,0.6892878200514311,"range1",0.37857564010286227
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",738.0,38.0,1280.0,2160.0,29354.4,0.2018691588785046,20.0,271.8,2021.0,"range2",0.6439867056920774,0.3560132943079226,"range2",0.2879734113841548
"tecnologías de la información y comunicación","online","guayaquil","guayas",739.0,38.0,1280.0,2160.0,8640.0,0.2018691588785046,20.0,80.0,2021.0,"range2",0.6436611293466769,0.3563388706533231,"range2",0.28732225869335376
"construcción e infraestructura","presencial","guayaquil","guayas",741.0,38.0,1280.0,800.0,0.0,0.0373831775700934,40.0,0.0,2021.0,"range1",0.3111785591233746,0.6888214408766254,"range1",0.37764288175325084
"tecnologías de la información y comunicación","online","guayaquil","guayas",742.0,38.0,1280.0,40.0,160.0,0.0037383177570093,20.0,80.0,2021.0,"range1",0.31071579436860425,0.6892842056313957,"range1",0.37856841126279145
"tecnologías de la información y comunicación","online","guayaquil","guayas",749.0,8.0,318.0,330.0,742.5,0.0205607476635514,30.0,67.5,2019.0,"range1",0.31084653590047295,0.689153464099527,"range1",0.3783069281990541
"tecnologías de la información y comunicación","online","guayaquil","guayas",751.0,8.0,318.0,400.0,2436.0,0.0186915887850467,40.0,243.6,2019.0,"range1",0.3106576241912425,0.6893423758087575,"range1",0.37868475161751497
"tecnologías de la información y comunicación","presencial","quito","pichincha",754.0,5.0,50.0,320.0,3865.6,0.0,40.0,483.2,2021.0,"range1",0.31065339818108856,0.6893466018189115,"range1",0.37869320363782294
"tecnologías de la información y comunicación","online","quito","pichincha",756.0,5.0,50.0,320.0,3865.6,0.0,40.0,483.2,2021.0,"range1",0.31065340725443885,0.6893465927455611,"range1",0.37869318549112224
"educación y capacitación","presencial","quito","pichincha",757.0,5.0,50.0,200.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.3108532191411437,0.6891467808588564,"range1",0.37829356171771267
"educación y capacitación","online","quito","pichincha",759.0,5.0,50.0,200.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.3109376627893082,0.689062337210692,"range1",0.3781246744213838
"tecnologías de la información y comunicación","online","quito","pichincha",760.0,5.0,50.0,240.0,2320.8,0.0,40.0,386.8,2021.0,"range1",0.31065344488288327,0.6893465551171167,"range1",0.37869311023423347
"procesos industriales","presencial","quito","pichincha",762.0,5.0,50.0,1200.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.31472005767258754,0.6852799423274124,"range1",0.37055988465482487
"tecnologías de la información y comunicación","semipresencial","quito","pichincha",764.0,5.0,86.0,400.0,4832.0,0.0,40.0,483.2,2019.0,"range1",0.3106534638482838,0.6893465361517163,"range1",0.37869307230343247
"tecnologías de la información y comunicación","online","quito","pichincha",766.0,5.0,86.0,480.0,4641.6,0.0,40.0,386.8,2019.0,"range1",0.31065427528753764,0.6893457247124624,"range1",0.3786914494249247
"tecnologías de la información y comunicación","online","quito","pichincha",767.0,5.0,86.0,1440.0,13924.8,0.0,120.0,1160.4,2019.0,"range1",0.3105667857085609,0.6894332142914391,"range1",0.3788664285828782
"procesos industriales","presencial","quito","pichincha",768.0,5.0,86.0,680.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.3124358635054561,0.6875641364945438,"range1",0.37512827298908774
"administración y legislación","semipresencial","quito","pichincha",770.0,5.0,86.0,1840.0,0.0,0.0,40.0,0.0,2019.0,"range2",0.3311157799087013,0.6688842200912987,"range1",0.3377684401825974
"procesos industriales","presencial","riobamba","chimborazo",772.0,2.0,2.0,18.0,0.0,0.0,18.0,0.0,2021.0,"range1",0.3129186304830988,0.6870813695169012,"range1",0.3741627390338024
"procesos industriales","presencial","riobamba","chimborazo",774.0,54.0,1783.0,168.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.31533347152981356,0.6846665284701864,"range1",0.36933305694037283
"educación y capacitación","online","riobamba","chimborazo",780.0,54.0,1783.0,1440.0,0.0,0.0,120.0,0.0,2018.0,"range1",0.31067493748414554,0.6893250625158545,"range1",0.3786501250317089
"procesos industriales","presencial","riobamba","chimborazo",781.0,54.0,1783.0,256.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.31600400516301813,0.6839959948369819,"range1",0.3679919896739638
"procesos industriales","online","riobamba","chimborazo",783.0,54.0,1783.0,528.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.32268595238789,0.6773140476121101,"range1",0.3546280952242201
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",785.0,54.0,1783.0,264.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.31191229492197353,0.6880877050780264,"range1",0.3761754101560529
"procesos industriales","presencial","riobamba","chimborazo",786.0,54.0,1783.0,1536.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.35086151566152823,0.6491384843384718,"range1",0.29827696867694353
"procesos industriales","online","riobamba","chimborazo",789.0,54.0,1783.0,32.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.3159857601922128,0.6840142398077872,"range1",0.3680284796155744
"procesos industriales","presencial","riobamba","chimborazo",793.0,27.0,1271.0,2790.0,0.0,0.0,18.0,0.0,2019.0,"range2",0.4641756054303365,0.5358243945696636,"range1",0.0716487891393271
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",796.0,27.0,1271.0,680.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.3111855307081938,0.6888144692918062,"range1",0.3776289385836124
"educación y capacitación","presencial","riobamba","chimborazo",797.0,27.0,1271.0,3000.0,0.0,0.0,120.0,0.0,2019.0,"range1",0.3108637440436533,0.6891362559563466,"range1",0.37827251191269334
"procesos industriales","online","riobamba","chimborazo",800.0,27.0,1271.0,160.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.319875653107591,0.6801243468924091,"range1",0.3602486937848181
"procesos industriales","presencial","riobamba","chimborazo",801.0,27.0,1271.0,344.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.31921424438281837,0.6807857556171816,"range1",0.3615715112343632
"procesos industriales","online","riobamba","chimborazo",802.0,27.0,1271.0,344.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.32304498674049487,0.6769550132595051,"range1",0.35391002651901027
"procesos industriales","presencial","riobamba","chimborazo",803.0,27.0,1271.0,2952.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.53326768862865,0.46673231137134996,"range2",0.06653537725730008
"procesos industriales","online","riobamba","chimborazo",804.0,27.0,1271.0,208.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.3205704159216789,0.679429584078321,"range1",0.3588591681566421
"procesos industriales","presencial","riobamba","chimborazo",806.0,27.0,1271.0,112.0,0.0,0.0,16.0,0.0,2019.0,"range1",0.31428635185280573,0.6857136481471943,"range1",0.37142729629438853
"procesos industriales","presencial","riobamba","chimborazo",807.0,27.0,1271.0,168.0,0.0,0.0,24.0,0.0,2019.0,"range1",0.3131294139887031,0.686870586011297,"range1",0.37374117202259394
"procesos industriales","presencial","riobamba","chimborazo",812.0,27.0,1271.0,320.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.3187694643387509,0.681230535661249,"range1",0.3624610713224981
"procesos industriales","presencial","riobamba","chimborazo",816.0,39.0,2842.0,3582.0,0.0,0.0,18.0,0.0,2022.0,"range2",0.6032019240332951,0.3967980759667049,"range2",0.20640384806659018
"procesos industriales","presencial","riobamba","chimborazo",817.0,39.0,2842.0,1072.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.366469428262727,0.633530571737273,"range1",0.267061143474546
"procesos industriales","online","riobamba","chimborazo",818.0,39.0,2842.0,1072.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3883952778287467,0.6116047221712533,"range1",0.22320944434250656
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",820.0,39.0,2842.0,2000.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.3203498771616882,0.6796501228383119,"range1",0.3593002456766237
"educación y capacitación","presencial","riobamba","chimborazo",821.0,39.0,2842.0,19320.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6439867024122592,0.35601329758774086,"range2",0.28797340482451833
"educación y capacitación","online","riobamba","chimborazo",822.0,39.0,2842.0,19320.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6439867033263281,0.35601329667367193,"range2",0.2879734066526562
"procesos industriales","presencial","riobamba","chimborazo",829.0,39.0,2842.0,1064.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3651077618236996,0.6348922381763005,"range1",0.2697844763526009
"procesos industriales","presencial","riobamba","chimborazo",830.0,39.0,2842.0,2128.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.4481556721401218,0.5518443278598782,"range1",0.10368865571975644
"procesos industriales","presencial","riobamba","chimborazo",831.0,39.0,2842.0,3192.0,0.0,0.0,24.0,0.0,2022.0,"range2",0.5492200978921445,0.4507799021078555,"range2",0.09844019578428903
"procesos industriales","presencial","riobamba","chimborazo",832.0,39.0,2842.0,312.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.32810177378301175,0.6718982262169882,"range1",0.3437964524339765
"procesos industriales","presencial","riobamba","chimborazo",835.0,39.0,2842.0,3856.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.6287279022976869,0.3712720977023131,"range2",0.2574558045953738
"procesos industriales","presencial","riobamba","chimborazo",837.0,39.0,2842.0,11568.0,0.0,0.0,24.0,0.0,2022.0,"range2",0.6439865112873242,0.35601348871267585,"range2",0.28797302257464835
"educación y capacitación","presencial","riobamba","chimborazo",842.0,39.0,2842.0,240.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.3112053763363816,0.6887946236636183,"range1",0.3775892473272367
"educación y capacitación","presencial","riobamba","chimborazo",843.0,39.0,2842.0,1280.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.31357488241882964,0.6864251175811704,"range1",0.3728502351623408
"procesos industriales","presencial","riobamba","chimborazo",845.0,39.0,2842.0,224.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3255695310369037,0.6744304689630964,"range1",0.3488609379261927
"forestal ecología y medio ambiente","online","riobamba","chimborazo",848.0,39.0,2842.0,4760.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.5868018258802977,0.41319817411970233,"range2",0.1736036517605954
"forestal ecología y medio ambiente","online","riobamba","chimborazo",851.0,39.0,2842.0,208.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3155321770577933,0.6844678229422066,"range1",0.36893564588441335
"procesos industriales","presencial","riobamba","chimborazo",854.0,39.0,2842.0,296.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3271892376218603,0.6728107623781397,"range1",0.34562152475627944
"procesos industriales","presencial","riobamba","chimborazo",856.0,39.0,2842.0,108.0,0.0,0.0,12.0,0.0,2022.0,"range1",0.3203065999514188,0.6796934000485813,"range1",0.35938680009716245
"procesos industriales","online","riobamba","chimborazo",859.0,39.0,2842.0,2616.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.5791278723997556,0.42087212760024445,"range2",0.15825574479951116
"procesos industriales","presencial","riobamba","chimborazo",860.0,39.0,2842.0,160.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3238579402552287,0.6761420597447714,"range1",0.3522841194895427
"educación y capacitación","presencial","riobamba","chimborazo",862.0,39.0,2842.0,1760.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.31687038304789167,0.6831296169521083,"range1",0.3662592339042166
"educación y capacitación","presencial","manta","manabi",865.0,2.0,14.0,600.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.31065824719153873,0.6893417528084614,"range1",0.3786835056169227
"administración y legislación","presencial","ibarra","imbabura",866.0,3.0,216.0,660.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.31762934861998104,0.682370651380019,"range1",0.3647413027600379
"administración y legislación","presencial","quito","pichincha",869.0,2.0,223.0,21420.0,0.0,0.0,170.0,0.0,2021.0,"range2",0.6439867040961225,0.3560132959038775,"range2",0.287973408192245
"educación y capacitación","presencial","quito","pichincha",870.0,2.0,223.0,16490.0,0.0,0.0,170.0,0.0,2021.0,"range2",0.6439838497610063,0.3560161502389936,"range2",0.28796769952201273
"artes y artesanía","presencial","quito","pichincha",880.0,5.0,17.0,360.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.3106521592298807,0.6893478407701193,"range1",0.37869568154023864
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",882.0,8.0,51.0,1800.0,0.0,0.0,360.0,0.0,2019.0,"range1",0.3106532135033151,0.689346786496685,"range1",0.3786935729933699
"administración y legislación","presencial","guayaquil","guayas",883.0,5.0,161.0,480.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.31431218325709165,0.6856878167429085,"range1",0.3713756334858168
"administración y legislación","online","guayaquil","guayas",886.0,5.0,161.0,440.0,0.0,0.0,22.0,0.0,2021.0,"range1",0.3162270937165512,0.6837729062834487,"range1",0.36754581256689745
"administración y legislación","presencial","quito","pichincha",887.0,11.0,190.0,256.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.3141844904219054,0.6858155095780946,"range1",0.3716310191561892
"administración y legislación","presencial","quito","pichincha",888.0,11.0,190.0,120.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.31519364369463987,0.68480635630536,"range1",0.36961271261072015
"administración y legislación","presencial","quito","pichincha",889.0,11.0,190.0,736.0,0.0,0.0,16.0,0.0,2021.0,"range2",0.3183379492318323,0.6816620507681677,"range1",0.3633241015363354
"administración y legislación","presencial","quito","pichincha",891.0,11.0,190.0,48.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.3138279382536096,0.6861720617463903,"range1",0.37234412349278073
"transporte y logística","presencial","quito","pichincha",892.0,11.0,190.0,312.0,0.0,0.0,13.0,0.0,2021.0,"range1",0.3115388076239938,0.6884611923760063,"range1",0.37692238475201256
"administración y legislación","presencial","quito","pichincha",894.0,11.0,190.0,368.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.3148507242531941,0.6851492757468058,"range1",0.37029855149361174
"procesos industriales","presencial","quito","pichincha",895.0,11.0,190.0,48.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.3127034986688197,0.6872965013311804,"range1",0.3745930026623607
"finanzas comercio y ventas","presencial","quito","pichincha",899.0,12.0,116.0,84.0,0.0,0.0,12.0,0.0,2019.0,"range1",0.3112518707426908,0.6887481292573092,"range1",0.37749625851461843
"procesos industriales","presencial","guayaquil","guayas",900.0,10.0,385.0,418.0,0.0,0.0,22.0,0.0,2021.0,"range1",0.3137300557258935,0.6862699442741066,"range1",0.37253988854821307
"electricidad y electrónica","presencial","guayaquil","guayas",903.0,10.0,385.0,140.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.31117578205510005,0.6888242179448999,"range1",0.37764843588979985
"procesos industriales","presencial","guayaquil","guayas",911.0,17.0,840.0,418.0,0.0,0.0,22.0,0.0,2018.0,"range1",0.3141451364661632,0.6858548635338367,"range1",0.3717097270676735
"procesos industriales","presencial","guayaquil","guayas",912.0,17.0,840.0,6996.0,0.0,0.0,12.0,0.0,2018.0,"range2",0.6437209931874569,0.35627900681254304,"range2",0.28744198637491386
"procesos industriales","presencial","guayaquil","guayas",914.0,17.0,840.0,108.0,0.0,0.0,12.0,0.0,2018.0,"range1",0.3144521253202339,0.6855478746797661,"range1",0.37109574935953216
"procesos industriales","presencial","guayaquil","guayas",915.0,17.0,840.0,120.0,0.0,0.0,12.0,0.0,2018.0,"range1",0.31452185329608845,0.6854781467039115,"range1",0.37095629340782305
"procesos industriales","presencial","samborondon","sin provincia",921.0,9.0,186.0,120.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.313618681214396,0.686381318785604,"range1",0.37276263757120803
"procesos industriales","presencial","samborondon","sin provincia",922.0,9.0,186.0,432.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.315570599257888,0.6844294007421118,"range1",0.3688588014842238
"administración y legislación","presencial","samborondon","sin provincia",925.0,9.0,186.0,336.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.31316051227068264,0.6868394877293174,"range1",0.3736789754586347
"procesos industriales","presencial","samborondon","sin provincia",926.0,9.0,186.0,144.0,0.0,0.0,18.0,0.0,2021.0,"range1",0.31280266257559325,0.6871973374244068,"range1",0.37439467484881356
"educación y capacitación","presencial","rumiñahui","pichincha",928.0,2.0,99.0,4440.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.3121056779549565,0.6878943220450435,"range1",0.37578864409008705
"educación y capacitación","semipresencial","rumiñahui","pichincha",930.0,2.0,99.0,4440.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.31274627581774045,0.6872537241822596,"range1",0.37450744836451916
"MISSING","desconocida","riobamba","chimborazo",932.0,3.0,116.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range2",0.31249511176056166,0.6875048882394384,"range1",0.3750097764788768
"artes y artesanía","presencial","pastaza","pastaza",933.0,2.0,29.0,9072.0,0.0,0.0,324.0,0.0,2021.0,"range2",0.3106726510769831,0.6893273489230168,"range1",0.3786546978460337
"artes y artesanía","presencial","quito","pichincha",943.0,4.0,21.0,128.0,0.0,0.0,64.0,0.0,2022.0,"range1",0.3106920745586182,0.6893079254413816,"range1",0.37861585088276345
"artes y artesanía","presencial","quito","pichincha",945.0,4.0,21.0,364.0,0.0,0.0,52.0,0.0,2022.0,"range1",0.31075839094039553,0.6892416090596045,"range1",0.378483218119209
"tecnologías de la información y comunicación","online","cuenca","azuay",947.0,5.0,203.0,1320.0,5577.0,0.6,40.0,169.0,2018.0,"range2",0.3199149175800611,0.6800850824199388,"range1",0.36017016483987774
"tecnologías de la información y comunicación","online","cuenca","azuay",952.0,8.0,241.0,2040.0,8160.0,0.9272727272727272,40.0,160.0,2022.0,"range2",0.594328893941775,0.405671106058225,"range2",0.18865778788355003
"tecnologías de la información y comunicación","online","cuenca","azuay",953.0,8.0,241.0,760.0,3211.0,0.3454545454545454,40.0,169.0,2022.0,"range1",0.3107963427613976,0.6892036572386023,"range1",0.3784073144772047
"tecnologías de la información y comunicación","online","cuenca","azuay",955.0,8.0,241.0,1080.0,7203.6,0.4909090909090909,40.0,266.8,2022.0,"range2",0.31241126556028015,0.6875887344397199,"range1",0.37517746887943976
"tecnologías de la información y comunicación","online","cuenca","azuay",957.0,8.0,241.0,440.0,1760.0,0.2,40.0,160.0,2022.0,"range1",0.3106723970540792,0.6893276029459209,"range1",0.3786552058918417
"tecnologías de la información y comunicación","online","cuenca","azuay",958.0,8.0,241.0,960.0,3840.0,0.4363636363636364,40.0,160.0,2022.0,"range1",0.31125866808586156,0.6887413319141386,"range1",0.377482663828277
"administración y legislación","presencial","quito","pichincha",963.0,4.0,105.0,80.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31280429702212076,0.6871957029778794,"range1",0.3743914059557586
"administración y legislación","presencial","quito","pichincha",964.0,4.0,105.0,760.0,0.0,0.0,20.0,0.0,2022.0,"range2",0.3171345958485488,0.6828654041514511,"range1",0.36573080830290233
"alimentación gastronomía y turismo","presencial","quito","pichincha",967.0,18.0,780.0,240.0,0.0,0.0,10.0,0.0,2018.0,"range1",0.3117316222525261,0.688268377747474,"range1",0.37653675549494786
"alimentación gastronomía y turismo","presencial","quito","pichincha",968.0,18.0,780.0,1460.0,0.0,0.0,10.0,0.0,2018.0,"range2",0.3184139223976507,0.6815860776023492,"range1",0.36317215520469853
"finanzas comercio y ventas","presencial","quito","pichincha",969.0,18.0,780.0,260.0,0.0,0.0,10.0,0.0,2018.0,"range1",0.3117638159609993,0.6882361840390008,"range1",0.3764723680780015
"alimentación gastronomía y turismo","presencial","quito","pichincha",970.0,18.0,780.0,1470.0,0.0,0.0,10.0,0.0,2018.0,"range2",0.31852012021471693,0.6814798797852831,"range1",0.3629597595705662
"alimentación gastronomía y turismo","presencial","quito","pichincha",971.0,18.0,780.0,1150.0,0.0,0.0,10.0,0.0,2018.0,"range2",0.3153239276547188,0.6846760723452814,"range1",0.3693521446905626
"alimentación gastronomía y turismo","presencial","quito","pichincha",972.0,18.0,780.0,560.0,0.0,0.0,10.0,0.0,2018.0,"range2",0.31244504764884423,0.6875549523511557,"range1",0.3751099047023115
"alimentación gastronomía y turismo","presencial","quito","pichincha",974.0,3.0,3.0,10.0,0.0,0.0,10.0,0.0,2019.0,"range1",0.31128717879099754,0.6887128212090023,"range1",0.3774256424180048
"procesos industriales","presencial","latacunga","cotopaxi",977.0,10.0,1580.0,11836.0,0.0,0.0,22.0,0.0,2022.0,"range2",0.6439865458035219,0.35601345419647795,"range2",0.28797309160704393
"procesos industriales","presencial","latacunga","cotopaxi",978.0,10.0,1580.0,5872.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.6432749858920159,0.3567250141079841,"range2",0.28654997178403185
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",981.0,5.0,323.0,104.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3116278541515726,0.6883721458484273,"range1",0.3767442916968547
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",982.0,5.0,323.0,144.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3160466059960232,0.6839533940039768,"range1",0.3679067880079536
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",983.0,5.0,323.0,260.0,0.0,0.0,26.0,0.0,2022.0,"range1",0.31249745439050197,0.687502545609498,"range1",0.375005091218996
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",984.0,5.0,323.0,2248.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.42847209308905715,0.571527906910943,"range1",0.14305581382188587
"administración y legislación","presencial","quito","pichincha",985.0,9.0,321.0,896.0,0.0,0.0,16.0,0.0,2018.0,"range2",0.3208285952639444,0.6791714047360555,"range1",0.3583428094721111
"finanzas comercio y ventas","presencial","quito","pichincha",986.0,9.0,321.0,224.0,0.0,0.0,14.0,0.0,2018.0,"range1",0.31139728236054176,0.6886027176394581,"range1",0.37720543527891637
"forestal ecología y medio ambiente","presencial","quito","pichincha",988.0,9.0,321.0,70.0,0.0,0.0,10.0,0.0,2018.0,"range1",0.3113856649939713,0.6886143350060289,"range1",0.37722867001205757
"forestal ecología y medio ambiente","presencial","quito","pichincha",989.0,9.0,321.0,120.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.31154264881237204,0.688457351187628,"range1",0.37691470237525593
"forestal ecología y medio ambiente","presencial","quito","pichincha",995.0,1.0,1.0,8.0,0.0,0.0,8.0,0.0,2017.0,"range1",0.3113796919836657,0.6886203080163343,"range1",0.3772406160326686
"administración y legislación","presencial","guayaquil","guayas",1006.0,10.0,205.0,1024.0,0.0,0.0462427745664739,16.0,0.0,2019.0,"range2",0.3216551418443025,0.6783448581556976,"range1",0.35668971631139507
"administración y legislación","presencial","guayaquil","guayas",1010.0,10.0,205.0,120.0,0.0,0.0108381502890173,8.0,0.0,2019.0,"range1",0.3146758289385811,0.6853241710614189,"range1",0.37064834212283776
"administración y legislación","presencial","guayaquil","guayas",1012.0,10.0,205.0,136.0,0.0,0.0122832369942196,8.0,0.0,2019.0,"range1",0.3147721240239921,0.685227875976008,"range1",0.3704557519520159
"educación y capacitación","online","quito","pichincha",1014.0,3.0,80.0,8640.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6012377982464413,0.39876220175355864,"range2",0.20247559649288266
"educación y capacitación","presencial","quito","pichincha",1017.0,6.0,332.0,1800.0,0.0,0.0,20.0,0.0,2019.0,"range2",0.31763353672600897,0.6823664632739911,"range1",0.3647329265479821
"educación y capacitación","presencial","quito","pichincha",1020.0,6.0,332.0,240.0,0.0,0.0,20.0,0.0,2019.0,"range1",0.3112164813050234,0.6887835186949767,"range1",0.3775670373899533
"artes y artesanía","presencial","guayaquil","guayas",1025.0,5.0,400.0,10800.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6422392700750128,0.3577607299249872,"range2",0.2844785401500256
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",1026.0,5.0,400.0,10960.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.6439754940783379,0.35602450592166207,"range2",0.2879509881566758
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",1027.0,5.0,400.0,10960.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.6439799555885616,0.35602004441143836,"range2",0.2879599111771232
"tecnologías de la información y comunicación","online","manta","manabi",1031.0,5.0,118.0,720.0,10620.0,0.0,40.0,590.0,2019.0,"range1",0.31065558413895217,0.6893444158610479,"range1",0.3786888317220957
"administración y legislación","online","manta","manabi",1034.0,5.0,118.0,760.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.3132290579191241,0.686770942080876,"range1",0.3735418841617519
"alimentación gastronomía y turismo","presencial","quito","pichincha",1039.0,42.0,244.0,80.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.31070693254143344,0.6892930674585664,"range1",0.378586134917133
"alimentación gastronomía y turismo","presencial","quito","pichincha",1041.0,6.0,382.0,2480.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.317133081805824,0.6828669181941759,"range1",0.3657338363883519
"alimentación gastronomía y turismo","presencial","quito","pichincha",1042.0,6.0,382.0,2480.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.3171245510762277,0.6828754489237724,"range1",0.36575089784754466
"alimentación gastronomía y turismo","presencial","manta","manabi",1045.0,5.0,271.0,774.0,0.0,0.0,18.0,0.0,2019.0,"range2",0.312063837872145,0.6879361621278549,"range1",0.37587232425570993
"industria agropecuaria","presencial","manta","manabi",1046.0,11.0,364.0,2220.0,0.0,0.0,30.0,0.0,2022.0,"range2",0.3172368962983018,0.6827631037016982,"range1",0.3655262074033964
"alimentación gastronomía y turismo","presencial","manta","manabi",1048.0,11.0,364.0,320.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31083139451851904,0.689168605481481,"range1",0.3783372109629619
"finanzas comercio y ventas","presencial","manta","manabi",1052.0,11.0,364.0,732.0,0.0,0.0,12.0,0.0,2022.0,"range2",0.3123461103372874,0.6876538896627126,"range1",0.3753077793254252
"alimentación gastronomía y turismo","presencial","manta","manabi",1053.0,11.0,364.0,832.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.3122238461250007,0.6877761538749994,"range1",0.37555230774999865
"transporte y logística","online","cuenca","azuay",1060.0,5.0,175.0,12936.0,0.0,0.0,168.0,0.0,2020.0,"range2",0.6433429508538476,0.3566570491461524,"range2",0.2866859017076952
"tecnologías de la información y comunicación","presencial","quito","pichincha",1065.0,22.0,2850.0,4256.0,41155.52,1.6799292661361624,32.0,309.44,2020.0,"range2",0.6439883061890231,0.3560116938109769,"range2",0.2879766123780462
"electricidad y electrónica","presencial","quito","pichincha",1068.0,22.0,2850.0,4448.0,0.0,1.7557155488189973,32.0,0.0,2020.0,"range2",0.5850382746292324,0.4149617253707676,"range2",0.17007654925846483
