id_fact_oec_rs,id_razon_social,id_fecha,volumen_cer,volumen_horas,volumen_ganancias,volumen_porcentaje_asistencia,total_perfiles,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
5054,1949,893,35.0,210.0,8750.0,0.0,1,13-07-2019,13,7,2019,servicios integrados de salud alsalem & asociados alsalemcomp cia.ltda.,habilitado,organismo evaluador de la conformidad,6/1/2022,quito,pichincha
5075,1949,1379,2.0,12.0,500.0,0.0,1,20-07-2019,20,7,2019,servicios integrados de salud alsalem & asociados alsalemcomp cia.ltda.,habilitado,organismo evaluador de la conformidad,6/1/2022,quito,pichincha
5009,1949,81,1.0,6.0,250.0,0.0,1,02-02-2019,2,2,2019,servicios integrados de salud alsalem & asociados alsalemcomp cia.ltda.,habilitado,organismo evaluador de la conformidad,6/1/2022,quito,pichincha
5020,1949,306,6.0,36.0,1500.0,0.0,1,05-03-2019,5,3,2019,servicios integrados de salud alsalem & asociados alsalemcomp cia.ltda.,habilitado,organismo evaluador de la conformidad,6/1/2022,quito,pichincha
5035,1949,601,7.0,42.0,1750.0,0.0,1,09-06-2019,9,6,2019,servicios integrados de salud alsalem & asociados alsalemcomp cia.ltda.,habilitado,organismo evaluador de la conformidad,6/1/2022,quito,pichincha
5040,1949,711,4.0,24.0,1000.0,0.0,1,11-01-2019,11,1,2019,servicios integrados de salud alsalem & asociados alsalemcomp cia.ltda.,habilitado,organismo evaluador de la conformidad,6/1/2022,quito,pichincha
8297,501,517,2.0,12.0,500.0,0.0,1,08-03-2022,8,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8318,501,925,13.0,78.0,3250.0,0.0,1,13-12-2021,13,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8330,501,1128,2.0,12.0,500.0,0.0,1,16-12-2021,16,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8346,501,1437,8.0,48.0,2000.0,0.0,2,21-04-2022,21,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8273,501,27,1.0,6.0,250.0,0.0,1,01-04-2022,1,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8283,501,228,7.0,42.0,1750.0,0.0,2,04-02-2022,4,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8299,501,531,5.0,30.0,1250.0,0.0,1,08-06-2022,8,6,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8311,501,750,16.0,96.0,4000.0,0.0,1,11-07-2022,11,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8337,501,1286,13.0,78.0,3250.0,0.0,2,19-03-2022,19,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8274,501,73,4.0,24.0,1000.0,0.0,1,01-12-2021,1,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8278,501,148,1.0,6.0,250.0,0.0,1,03-01-2022,3,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8279,501,154,2.0,12.0,500.0,0.0,1,03-02-2022,3,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8281,501,173,1.0,6.0,250.0,0.0,1,03-05-2022,3,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8285,501,239,1.0,6.0,250.0,0.0,1,04-04-2022,4,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8289,501,331,1.0,6.0,250.0,0.0,1,05-07-2022,5,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8294,501,448,1.0,6.0,250.0,0.0,1,07-03-2022,7,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8306,501,709,8.0,48.0,2000.0,0.0,1,10-12-2021,10,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8315,501,811,6.0,36.0,1500.0,0.0,2,12-05-2022,12,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8316,501,848,5.0,30.0,1250.0,0.0,1,12-11-2021,12,11,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8323,501,954,2.0,12.0,500.0,0.0,1,14-06-2022,14,6,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8332,501,1147,1.0,6.0,250.0,0.0,1,17-03-2022,17,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8333,501,1211,2.0,12.0,500.0,0.0,1,18-02-2022,18,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8338,501,1295,1.0,6.0,250.0,0.0,1,19-05-2022,19,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8347,501,1441,1.0,6.0,250.0,0.0,1,21-05-2022,21,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8371,501,1926,4.0,24.0,1000.0,0.0,1,28-03-2022,28,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8378,501,2071,1.0,6.0,250.0,0.0,1,30-06-2021,30,6,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8291,501,392,7.0,42.0,1750.0,0.0,2,06-05-2022,6,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8381,501,2112,5.0,30.0,1250.0,0.0,2,31-01-2022,31,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8377,501,2066,16.0,96.0,4000.0,0.0,1,30-05-2022,30,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8298,501,521,1.0,6.0,250.0,0.0,1,08-04-2022,8,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8314,501,801,2.0,12.0,500.0,0.0,1,12-03-2022,12,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8350,501,1508,12.0,72.0,3000.0,0.0,2,22-04-2022,22,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8365,501,1790,1.0,6.0,250.0,0.0,1,26-04-2022,26,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8275,501,84,2.0,12.0,500.0,0.0,1,02-02-2022,2,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8276,501,91,3.0,18.0,750.0,0.0,2,02-03-2022,2,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8296,501,511,1.0,6.0,250.0,0.0,1,08-02-2022,8,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8329,501,1058,5.0,30.0,1250.0,0.0,3,15-12-2021,15,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8343,501,1401,2.0,12.0,500.0,0.0,1,20-10-2021,20,10,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8357,501,1641,18.0,108.0,4500.0,0.0,1,24-02-2022,24,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8319,501,929,15.0,90.0,3750.0,0.0,2,14-01-2022,14,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8352,501,1559,2.0,12.0,500.0,0.0,2,22-12-2021,22,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8356,501,1634,2.0,12.0,500.0,0.0,1,24-01-2022,24,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8360,501,1710,6.0,36.0,1500.0,0.0,2,25-02-2022,25,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8317,501,883,4.0,24.0,1000.0,0.0,1,13-05-2022,13,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8301,501,587,1.0,6.0,250.0,0.0,1,09-03-2022,9,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8324,501,960,1.0,6.0,250.0,0.0,1,14-07-2022,14,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8295,501,457,3.0,18.0,750.0,0.0,2,07-05-2022,7,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8280,501,161,4.0,24.0,1000.0,0.0,1,03-03-2022,3,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8373,501,1992,5.0,30.0,1250.0,0.0,1,29-03-2022,29,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8382,501,2118,3.0,18.0,750.0,0.0,1,31-03-2022,31,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8310,501,732,13.0,78.0,3250.0,0.0,1,11-04-2022,11,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8326,501,1000,5.0,30.0,1250.0,0.0,1,15-02-2022,15,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8361,501,1715,8.0,48.0,2000.0,0.0,1,25-03-2022,25,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8366,501,1794,7.0,42.0,1750.0,0.0,3,26-05-2022,26,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8290,501,386,2.0,12.0,500.0,0.0,1,06-04-2022,6,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8302,501,638,4.0,24.0,1000.0,0.0,1,09-12-2021,9,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8307,501,714,1.0,6.0,250.0,0.0,1,11-01-2022,11,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8309,501,727,5.0,30.0,1250.0,0.0,2,11-03-2022,11,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8320,501,941,1.0,6.0,250.0,0.0,1,14-03-2022,14,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8328,501,1027,1.0,6.0,250.0,0.0,1,15-07-2022,15,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8331,501,1134,5.0,30.0,1250.0,0.0,1,17-01-2022,17,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8334,501,1220,1.0,6.0,250.0,0.0,1,18-04-2022,18,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8340,501,1369,1.0,6.0,250.0,0.0,1,20-05-2022,20,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8342,501,1382,1.0,6.0,250.0,0.0,1,20-07-2022,20,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8345,501,1432,24.0,144.0,6000.0,0.0,2,21-03-2022,21,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8349,501,1504,2.0,12.0,500.0,0.0,1,22-03-2022,22,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8351,501,1527,2.0,12.0,500.0,0.0,1,22-07-2022,22,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8354,501,1577,7.0,42.0,1750.0,0.0,1,23-03-2022,23,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8362,501,1737,5.0,30.0,1250.0,0.0,1,25-07-2022,25,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8363,501,1772,4.0,24.0,1000.0,0.0,1,26-01-2022,26,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8368,501,1871,1.0,6.0,250.0,0.0,1,27-06-2022,27,6,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8376,501,2057,4.0,24.0,1000.0,0.0,1,30-03-2022,30,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8380,501,2101,2.0,12.0,500.0,0.0,2,30-11-2021,30,11,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8383,501,2123,2.0,12.0,500.0,0.0,1,31-05-2022,31,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8305,501,673,9.0,54.0,2250.0,0.0,1,10-06-2022,10,6,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8321,501,945,2.0,12.0,500.0,0.0,1,14-04-2022,14,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8335,501,1225,1.0,6.0,250.0,0.0,1,18-05-2022,18,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8313,501,795,4.0,24.0,1000.0,0.0,2,12-02-2022,12,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8292,501,436,6.0,36.0,1500.0,0.0,1,07-01-2022,7,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8286,501,302,10.0,60.0,2500.0,0.0,1,05-02-2022,5,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8293,501,442,5.0,30.0,1250.0,0.0,1,07-02-2022,7,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8300,501,581,5.0,30.0,1250.0,0.0,1,09-02-2022,9,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8303,501,651,13.0,78.0,3250.0,0.0,1,10-02-2022,10,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8308,501,721,14.0,84.0,3500.0,0.0,2,11-02-2022,11,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8312,501,789,4.0,24.0,1000.0,0.0,1,12-01-2022,12,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8336,501,1281,2.0,12.0,500.0,0.0,2,19-02-2022,19,2,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8367,501,1843,1.0,6.0,250.0,0.0,1,27-01-2022,27,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8370,501,1914,13.0,78.0,3250.0,0.0,1,28-01-2022,28,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8372,501,1949,4.0,24.0,1000.0,0.0,1,28-07-2022,28,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8379,501,2072,1.0,6.0,250.0,0.0,1,30-06-2022,30,6,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8339,501,1345,2.0,12.0,500.0,0.0,2,20-01-2022,20,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8277,501,96,2.0,12.0,500.0,0.0,1,02-04-2022,2,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8348,501,1491,10.0,60.0,2500.0,0.0,1,22-01-2022,22,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8355,501,1623,3.0,18.0,750.0,0.0,2,23-11-2021,23,11,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8364,501,1784,2.0,12.0,500.0,0.0,2,26-03-2022,26,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8344,501,1420,4.0,24.0,1000.0,0.0,2,21-01-2022,21,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8322,501,949,1.0,6.0,250.0,0.0,1,14-05-2022,14,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8282,501,176,1.0,6.0,250.0,0.0,1,03-06-2022,3,6,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8288,501,320,8.0,48.0,2000.0,0.0,1,05-05-2022,5,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8304,501,667,2.0,12.0,500.0,0.0,1,10-05-2022,10,5,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8374,501,2014,2.0,12.0,500.0,0.0,1,29-07-2022,29,7,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8327,501,1010,2.0,12.0,500.0,0.0,2,15-04-2022,15,4,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8359,501,1703,1.0,6.0,250.0,0.0,1,25-01-2022,25,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8375,501,2045,1.0,6.0,250.0,0.0,1,29-12-2021,29,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8287,501,309,6.0,36.0,1500.0,0.0,1,05-03-2022,5,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8284,501,233,2.0,12.0,500.0,0.0,1,04-03-2022,4,3,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8353,501,1565,10.0,60.0,2500.0,0.0,1,23-01-2022,23,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8358,501,1678,4.0,24.0,1000.0,0.0,1,24-09-2021,24,9,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8369,501,1909,2.0,12.0,500.0,0.0,1,27-12-2021,27,12,2021,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8325,501,994,2.0,12.0,500.0,0.0,1,15-01-2022,15,1,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
8341,501,1376,3.0,18.0,750.0,0.0,1,20-06-2022,20,6,2022,clik capacitacion innovacion y liderazgo s.a.,habilitado,organismo evaluador de la conformidad,2/9/2021,santo domingo,santo domingo de los tsachilas
11393,78,517,2.0,12.0,500.0,0.0,2,08-03-2022,8,3,2022,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11396,78,607,1.0,6.0,250.0,0.0,1,09-07-2021,9,7,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11408,78,971,11.0,66.0,2750.0,0.0,1,14-09-2021,14,9,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11399,78,750,5.0,30.0,1250.0,0.0,1,11-07-2022,11,7,2022,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11384,78,173,1.0,6.0,250.0,0.0,1,03-05-2022,3,5,2022,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11387,78,262,25.0,150.0,6250.0,0.0,1,04-08-2021,4,8,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11388,78,336,10.0,60.0,2500.0,0.0,1,05-08-2021,5,8,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11389,78,408,2.0,12.0,500.0,0.0,1,06-08-2021,6,8,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11390,78,414,1.0,6.0,250.0,0.0,1,06-09-2021,6,9,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11392,78,469,1.0,6.0,250.0,0.0,1,07-07-2022,7,7,2022,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11398,78,709,2.0,12.0,500.0,0.0,2,10-12-2021,10,12,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11400,78,811,2.0,12.0,500.0,0.0,1,12-05-2022,12,5,2022,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11401,78,848,1.0,6.0,250.0,0.0,1,12-11-2021,12,11,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
11402,78,895,14.0,84.0,3500.0,0.0,2,13-07-2021,13,7,2021,amazon travel experiences exviam cia. ltda.,habilitado,organismo evaluador de la conformidad,22-05-2021,quito,pichincha
