"area_familia","modalidad","canton","provincia","num_cap_cer","total_cursos","volumen_capacitados","total_horas","total_ganancias","carga_horaria","costo","anio","%_asistencia","prediction(%_asistencia)"
"procesos industriales","presencial","latacunga","cotopaxi",538.0,10.0,1580.0,11836.0,0.0,22.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",13.0,5.0,323.0,104.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",10.0,5.0,323.0,260.0,0.0,26.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",281.0,5.0,323.0,2248.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",50.0,9.0,321.0,600.0,0.0,12.0,0.0,2018.0,0.0,0.012852696019752636
"forestal ecología y medio ambiente","presencial","quito","pichincha",7.0,3.0,16.0,70.0,0.0,10.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","guayaquil","guayas",35.0,1.0,35.0,8400.0,0.0,240.0,0.0,2018.0,0.0,0.012852696019752636
"enseñanza","desconocida","portoviejo","manabi",256.0,2.0,290.0,0.0,0.0,0.0,0.0,2019.0,0.0,0.012852696019752636
"administración y legislación","presencial","guayaquil","guayas",5.0,10.0,205.0,60.0,0.0,12.0,0.0,2019.0,0.0036127167630057,0.012852696019752636
"administración y legislación","presencial","guayaquil","guayas",15.0,10.0,205.0,120.0,0.0,8.0,0.0,2019.0,0.0108381502890173,0.012852696019752636
"educación y capacitación","online","quito","pichincha",6.0,7.0,29.0,720.0,0.0,120.0,0.0,2019.0,0.0,0.012852696019752636
"educación y capacitación","online","quito","pichincha",72.0,3.0,80.0,8640.0,0.0,120.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",11.0,6.0,332.0,220.0,0.0,20.0,0.0,2019.0,0.0,0.012852696019752636
"servicios socioculturales y a la comunidad","online","guayaquil","guayas",274.0,5.0,400.0,10960.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"artes y artesanía","presencial","guayaquil","guayas",27.0,5.0,400.0,1080.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","online","manta","manabi",18.0,5.0,118.0,720.0,0.0,40.0,0.0,2019.0,0.0,0.012852696019752636
"tecnologías de la información y comunicación","presencial","manta","manabi",41.0,5.0,118.0,1640.0,24190.0,40.0,590.0,2019.0,0.0,0.0
"tecnologías de la información y comunicación","online","manta","manabi",41.0,5.0,118.0,1640.0,24190.0,40.0,590.0,2019.0,0.0,0.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",62.0,6.0,382.0,2480.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","quito","pichincha",62.0,6.0,382.0,2480.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","manta","manabi",33.0,5.0,271.0,396.0,0.0,12.0,0.0,2019.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","manta","manabi",43.0,5.0,271.0,774.0,0.0,18.0,0.0,2019.0,0.0,0.012852696019752636
"industria agropecuaria","presencial","manta","manabi",74.0,11.0,364.0,2220.0,0.0,30.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","manta","manabi",75.0,11.0,364.0,1350.0,0.0,18.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","manta","manabi",52.0,11.0,364.0,832.0,0.0,16.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","samborondon","sin provincia",15.0,4.0,59.0,600.0,0.0,40.0,0.0,2019.0,0.0,0.012852696019752636
"procesos industriales","presencial","samborondon","sin provincia",31.0,4.0,59.0,558.0,0.0,18.0,0.0,2019.0,0.0,0.012852696019752636
"transporte y logística","presencial","cuenca","azuay",40.0,5.0,175.0,6880.0,0.0,172.0,0.0,2020.0,0.0,0.012852696019752636
"transporte y logística","online","cuenca","azuay",29.0,5.0,175.0,4872.0,0.0,168.0,0.0,2020.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",6.0,22.0,2850.0,192.0,0.0,32.0,0.0,2020.0,0.0757862826828344,1.6988758368068713
"electricidad y electrónica","presencial","quito","pichincha",194.0,22.0,2850.0,6208.0,0.0,32.0,0.0,2020.0,2.4504231400783123,1.6988758368068713
"electricidad y electrónica","presencial","quito","pichincha",139.0,22.0,2850.0,4448.0,0.0,32.0,0.0,2020.0,1.7557155488189973,1.6988758368068713
"electricidad y electrónica","presencial","quito","pichincha",46.0,22.0,2850.0,1472.0,0.0,32.0,0.0,2020.0,0.5810281672350638,1.6988758368068713
"tecnologías de la información y comunicación","presencial","quito","pichincha",58.0,22.0,2850.0,1856.0,17947.52,32.0,309.44,2020.0,0.7326007326007326,1.6988758368068713
"electricidad y electrónica","presencial","quito","pichincha",112.0,22.0,2850.0,3584.0,0.0,32.0,0.0,2020.0,1.414677276746242,1.6988758368068713
"finanzas comercio y ventas","presencial","quito","pichincha",20.0,22.0,2850.0,640.0,0.0,32.0,0.0,2020.0,0.2526209422761147,1.6988758368068713
"finanzas comercio y ventas","presencial","quito","pichincha",31.0,22.0,2850.0,992.0,0.0,32.0,0.0,2020.0,0.3915624605279778,1.6988758368068713
"electricidad y electrónica","presencial","quito","pichincha",10.0,22.0,2850.0,320.0,0.0,32.0,0.0,2020.0,0.1263104711380573,1.6988758368068713
"electricidad y electrónica","presencial","quito","pichincha",396.0,22.0,2850.0,12672.0,0.0,32.0,0.0,2020.0,5.001894657067071,1.6988758368068713
"tecnologías de la información y comunicación","presencial","quito","pichincha",201.0,22.0,2850.0,6432.0,62197.44,32.0,309.44,2020.0,2.5388404698749527,1.9958256643223047
"electricidad y electrónica","presencial","quito","pichincha",340.0,22.0,2850.0,10880.0,0.0,32.0,0.0,2020.0,4.2945560186939495,1.6988758368068713
"tecnologías de la información y comunicación","presencial","quito","pichincha",173.0,22.0,2850.0,5536.0,53533.12,32.0,309.44,2020.0,2.185171150688392,1.440531977600943
"finanzas comercio y ventas","presencial","quito","pichincha",6.0,22.0,2850.0,192.0,0.0,32.0,0.0,2020.0,0.0757862826828344,1.6988758368068713
"procesos industriales","online","quito","pichincha",189.0,3.0,435.0,3780.0,0.0,20.0,0.0,2020.0,0.0,0.012852696019752636
"construcción e infraestructura","online","MISSING","imbabura",6.0,1.0,6.0,240.0,0.0,40.0,0.0,2020.0,0.0,0.012852696019752636
"construcción e infraestructura","online","loja","loja",2.0,3.0,81.0,120.0,0.0,60.0,0.0,2020.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",13.0,2.0,66.0,312.0,0.0,24.0,0.0,2020.0,0.0,0.012852696019752636
"tecnologías de la información y comunicación","presencial","manta","manabi",19.0,4.0,91.0,2508.0,24252.36,132.0,1276.44,2020.0,0.0,0.0
"procesos industriales","online","quito","pichincha",22.0,56.0,3423.0,176.0,0.0,8.0,0.0,2020.0,1.790073230268511,10.00813669650122
"artes y artesanía","presencial","santo domingo","santo domingo de los tsachilas",3.0,4.0,75.0,120.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"transporte y logística","presencial","quito","pichincha",87.0,5.0,240.0,1044.0,0.0,12.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",19.0,13.0,348.0,380.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",33.0,13.0,348.0,792.0,0.0,24.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",90.0,13.0,348.0,10800.0,0.0,120.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",6.0,13.0,348.0,48.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",29.0,13.0,348.0,580.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",5.0,13.0,348.0,200.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",40.0,13.0,348.0,800.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"finanzas comercio y ventas","presencial","quito","pichincha",6.0,13.0,348.0,48.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",32.0,4.0,39.0,1280.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",1.0,8.0,582.0,8.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",24.0,8.0,582.0,192.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","semipresencial","quito","pichincha",230.0,8.0,582.0,9200.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",60.0,8.0,582.0,960.0,0.0,16.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",24.0,8.0,582.0,192.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",300.0,13.0,2079.0,12000.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","manta","manabi",475.0,3.0,619.0,19000.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","manta","manabi",102.0,3.0,619.0,4080.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","guayaquil","guayas",793.0,1.0,793.0,456768.0,0.0,576.0,0.0,2022.0,0.0,0.012852696019752636
"industrias manufactureras","desconocida","ibarra","imbabura",42.0,4.0,220.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1.0,30.0,786.0,160.0,0.0,160.0,0.0,2022.0,0.1262626262626262,0.29302403779391223
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1.0,30.0,786.0,80.0,0.0,80.0,0.0,2022.0,0.1262626262626262,0.11078966361393133
"transporte y logística","presencial","santo domingo","santo domingo de los tsachilas",66.0,30.0,786.0,12672.0,0.0,192.0,0.0,2022.0,8.333333333333332,4.217171717171718
"educación y capacitación","online","santo domingo","santo domingo de los tsachilas",9.0,30.0,786.0,405.0,0.0,45.0,0.0,2022.0,1.1363636363636365,1.388888888888889
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1.0,30.0,786.0,120.0,0.0,120.0,0.0,2022.0,0.1262626262626262,0.11078966361393133
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",473.0,30.0,786.0,22704.0,0.0,48.0,0.0,2022.0,59.72222222222222,4.217171717171718
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",473.0,30.0,786.0,22704.0,0.0,48.0,0.0,2022.0,59.72222222222222,4.217171717171718
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",8.0,30.0,786.0,960.0,0.0,120.0,0.0,2022.0,1.0101010101010102,0.8838383838383839
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",20.0,30.0,786.0,4800.0,0.0,240.0,0.0,2022.0,2.525252525252525,4.217171717171718
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",16.0,30.0,786.0,7680.0,0.0,480.0,0.0,2022.0,2.0202020202020203,0.6734006734006734
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",16.0,30.0,786.0,1920.0,0.0,120.0,0.0,2022.0,2.0202020202020203,0.6734006734006734
"procesos industriales","presencial","santo domingo","santo domingo de los tsachilas",6.0,30.0,786.0,360.0,0.0,60.0,0.0,2022.0,0.7575757575757576,0.29302403779391223
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1.0,30.0,786.0,40.0,0.0,40.0,0.0,2022.0,0.1262626262626262,0.11078966361393133
"administración y legislación","online","quito","pichincha",320.0,2.0,854.0,16000.0,0.0,50.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","guayaquil","guayas",22.0,2.0,29.0,880.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",10.0,11.0,580.0,80.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"tecnologías de la información y comunicación","online","quito","pichincha",9.0,14.0,96.0,576.0,8496.0,64.0,944.0,2022.0,0.0,0.27145284621920135
"tecnologías de la información y comunicación","presencial","quito","pichincha",1.0,14.0,96.0,40.0,550.0,40.0,550.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",5.0,14.0,96.0,100.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","ambato","tungurahua",13.0,35.0,1795.0,104.0,0.0,8.0,0.0,2022.0,0.0,0.0
"procesos industriales","presencial","ambato","tungurahua",108.0,35.0,1795.0,864.0,0.0,8.0,0.0,2022.0,0.0,0.0
"procesos industriales","presencial","ambato","tungurahua",19.0,35.0,1795.0,342.0,0.0,18.0,0.0,2022.0,0.0,0.0
"procesos industriales","presencial","ambato","tungurahua",21.0,35.0,1795.0,252.0,0.0,12.0,0.0,2022.0,0.0,0.0
"procesos industriales","presencial","ambato","tungurahua",603.0,35.0,1795.0,7236.0,0.0,12.0,0.0,2022.0,0.0,0.0
"procesos industriales","online","ambato","tungurahua",61.0,35.0,1795.0,732.0,0.0,12.0,0.0,2022.0,0.0,0.0
"procesos industriales","online","ambato","tungurahua",135.0,35.0,1795.0,1620.0,0.0,12.0,0.0,2022.0,0.0,0.0
"artes y artesanía","presencial","quito","pichincha",8.0,4.0,94.0,384.0,0.0,48.0,0.0,2022.0,0.0,0.012852696019752636
"otras actividades de servicios","desconocida","quito","pichincha",46.0,4.0,94.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","online","latacunga","cotopaxi",34.0,4.0,132.0,1360.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","online","latacunga","cotopaxi",57.0,4.0,132.0,7980.0,0.0,140.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","quito","pichincha",3.0,55.0,5435.0,60.0,0.0,20.0,0.0,2022.0,1.7857142857142856,2.1825396825396823
"procesos industriales","online","quito","pichincha",26.0,55.0,5435.0,208.0,0.0,8.0,0.0,2022.0,15.476190476190476,15.476190476190476
"administración y legislación","presencial","quito","pichincha",28.0,55.0,5435.0,224.0,0.0,8.0,0.0,2022.0,16.666666666666664,17.26190476190476
"procesos industriales","online","quito","pichincha",40.0,55.0,5435.0,320.0,0.0,8.0,0.0,2022.0,23.809523809523807,25.992063492063494
"procesos industriales","online","quito","pichincha",28.0,55.0,5435.0,224.0,0.0,8.0,0.0,2022.0,16.666666666666664,17.26190476190476
"procesos industriales","online","quito","pichincha",21.0,55.0,5435.0,168.0,0.0,8.0,0.0,2022.0,12.5,8.928571428571429
"forestal ecología y medio ambiente","online","quito","pichincha",2.0,55.0,5435.0,20.0,0.0,10.0,0.0,2022.0,1.1904761904761905,1.1904761904761905
"educación y capacitación","presencial","quito","pichincha",168.0,55.0,5435.0,3360.0,0.0,20.0,0.0,2022.0,100.0,105.55555555555554
"construcción e infraestructura","presencial","quito","pichincha",1.0,55.0,5435.0,20.0,0.0,20.0,0.0,2022.0,0.5952380952380952,0.5952380952380952
"construcción e infraestructura","online","quito","pichincha",1.0,55.0,5435.0,20.0,0.0,20.0,0.0,2022.0,0.5952380952380952,0.5952380952380952
"comunicación y artes gráficas","presencial","quito","pichincha",36.0,55.0,5435.0,288.0,3024.0,8.0,84.0,2022.0,21.428571428571427,21.031746031746035
"administración y legislación","online","quito","pichincha",35.0,55.0,5435.0,280.0,0.0,8.0,0.0,2022.0,20.833333333333336,21.031746031746035
"tecnologías de la información y comunicación","presencial","quito","pichincha",8.0,55.0,5435.0,120.0,384.99999996,15.0,48.124999995,2022.0,4.761904761904762,4.761904761904762
"tecnologías de la información y comunicación","online","quito","pichincha",1.0,55.0,5435.0,8.0,84.0,8.0,84.0,2022.0,0.5952380952380952,0.5952380952380952
"procesos industriales","online","quito","pichincha",17.0,55.0,5435.0,170.0,0.0,10.0,0.0,2022.0,10.11904761904762,8.928571428571429
"transporte y logística","online","quito","pichincha",4.0,55.0,5435.0,32.0,0.0,8.0,0.0,2022.0,2.380952380952381,2.1825396825396823
"administración y legislación","presencial","quito","pichincha",90.0,55.0,5435.0,1800.0,0.0,20.0,0.0,2022.0,53.57142857142857,56.34920634920635
"procesos industriales","online","quito","pichincha",1.0,55.0,5435.0,10.0,0.0,10.0,0.0,2022.0,0.5952380952380952,0.5952380952380952
"tecnologías de la información y comunicación","presencial","quito","pichincha",1.0,55.0,5435.0,20.0,62.400000000000006,20.0,62.400000000000006,2022.0,0.5952380952380952,0.5952380952380952
"procesos industriales","online","quito","pichincha",254.0,55.0,5435.0,2032.0,0.0,8.0,0.0,2022.0,151.19047619047618,178.57142857142858
"procesos industriales","presencial","quito","pichincha",254.0,55.0,5435.0,2032.0,0.0,8.0,0.0,2022.0,151.19047619047618,178.57142857142858
"procesos industriales","online","quito","pichincha",306.0,55.0,5435.0,2448.0,0.0,8.0,0.0,2022.0,182.14285714285717,178.57142857142858
"educación y capacitación","online","quito","pichincha",47.0,55.0,5435.0,376.0,0.0,8.0,0.0,2022.0,27.97619047619048,25.992063492063494
"procesos industriales","presencial","quito","pichincha",1.0,55.0,5435.0,8.0,0.0,8.0,0.0,2022.0,0.5952380952380952,0.5952380952380952
"procesos industriales","online","quito","pichincha",1.0,55.0,5435.0,8.0,0.0,8.0,0.0,2022.0,0.5952380952380952,0.5952380952380952
"procesos industriales","presencial","quito","pichincha",516.0,55.0,5435.0,4128.0,0.0,8.0,0.0,2022.0,307.1428571428572,212.5
"procesos industriales","online","quito","pichincha",516.0,55.0,5435.0,8256.0,0.0,16.0,0.0,2022.0,307.1428571428572,287.10317460317464
"servicios socioculturales y a la comunidad","online","quito","pichincha",8.0,55.0,5435.0,64.0,0.0,8.0,0.0,2022.0,4.761904761904762,4.761904761904762
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",11.0,55.0,5435.0,88.0,0.0,8.0,0.0,2022.0,6.547619047619048,10.714285714285715
"procesos industriales","presencial","quito","pichincha",5.0,55.0,5435.0,40.0,0.0,8.0,0.0,2022.0,2.976190476190476,2.976190476190476
"procesos industriales","presencial","quito","pichincha",5.0,55.0,5435.0,40.0,0.0,8.0,0.0,2022.0,2.976190476190476,2.976190476190476
"administración y legislación","presencial","quito","pichincha",1.0,55.0,5435.0,20.0,0.0,20.0,0.0,2022.0,0.5952380952380952,0.5952380952380952
"procesos industriales","presencial","quito","pichincha",519.0,55.0,5435.0,10380.0,0.0,20.0,0.0,2022.0,308.92857142857144,287.10317460317464
"procesos industriales","presencial","quito","pichincha",2.0,55.0,5435.0,20.0,0.0,10.0,0.0,2022.0,1.1904761904761905,1.1904761904761905
"procesos industriales","presencial","quito","pichincha",12.0,1.0,12.0,768.0,0.0,64.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","guayaquil","guayas",123.0,5.0,193.0,8856.0,0.0,72.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","online","guayaquil","guayas",34.0,5.0,193.0,2448.0,0.0,72.0,0.0,2022.0,0.0,0.012852696019752636
"artes y artesanía","presencial","latacunga","cotopaxi",1.0,27.0,708.0,115.0,0.0,115.0,0.0,2022.0,0.0,0.0
"administración y legislación","online","quito","pichincha",11.0,6.0,96.0,440.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","quito","pichincha",35.0,6.0,96.0,1400.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"tecnologías de la información y comunicación","online","quito","pichincha",15.0,6.0,96.0,600.0,5802.0,40.0,386.8,2022.0,0.0,0.0
"administración y legislación","presencial","quito","pichincha",20.0,6.0,96.0,400.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"transporte y logística","presencial","quito","pichincha",6.0,5.0,64.0,54.0,0.0,9.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",13.0,5.0,64.0,689.0,0.0,53.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",38.0,14.0,1310.0,304.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",313.0,14.0,1310.0,6260.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",434.0,14.0,1310.0,3472.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",41.0,14.0,1310.0,328.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","quito","pichincha",41.0,14.0,1310.0,328.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",11.0,14.0,1310.0,88.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","online","quito","pichincha",11.0,14.0,1310.0,88.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"finanzas comercio y ventas","presencial","quito","pichincha",6.0,14.0,1310.0,240.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",29.0,14.0,1310.0,580.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",13.0,14.0,1310.0,156.0,0.0,12.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",31.0,14.0,1310.0,248.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",73.0,14.0,1310.0,876.0,0.0,12.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",8.0,14.0,1310.0,64.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","online","loja","loja",297.0,7.0,1657.0,106920.0,0.0,360.0,0.0,2022.0,0.0,0.012852696019752636
"mecánica automotriz","presencial","quito","pichincha",2.0,6.0,94.0,240.0,0.0,120.0,0.0,2022.0,0.0,0.012852696019752636
"artes y artesanía","presencial","quito","pichincha",26.0,6.0,94.0,5200.0,0.0,200.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","quito","pichincha",7.0,6.0,94.0,1400.0,0.0,200.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","online","loja","loja",91.0,21.0,1300.0,18200.0,0.0,200.0,0.0,2022.0,0.0,0.0
"educación y capacitación","online","loja","loja",92.0,21.0,1300.0,9200.0,0.0,100.0,0.0,2022.0,0.0,0.0
"educación y capacitación","online","loja","loja",96.0,21.0,1300.0,9600.0,0.0,100.0,0.0,2022.0,0.0,0.0
"procesos industriales","semipresencial","quito","pichincha",25.0,5.0,245.0,500.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","semipresencial","quito","pichincha",22.0,5.0,245.0,880.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","semipresencial","quito","pichincha",79.0,5.0,245.0,1264.0,0.0,16.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","quito","pichincha",79.0,5.0,245.0,790.0,0.0,10.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","cuenca","azuay",31.0,4.0,94.0,496.0,0.0,16.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",4.0,4.0,76.0,2400.0,0.0,600.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",17.0,4.0,76.0,5100.0,0.0,300.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",34.0,4.0,76.0,20400.0,0.0,600.0,0.0,2022.0,0.0,0.012852696019752636
"forestal ecología y medio ambiente","presencial","pastaza","pastaza",135.0,18.0,1462.0,12960.0,0.0,96.0,0.0,2022.0,0.0,0.012852696019752636
"electricidad y electrónica","presencial","pastaza","pastaza",15.0,18.0,1462.0,960.0,0.0,64.0,0.0,2022.0,0.0,0.012852696019752636
"actividades profesionales, científicas y técnicas","desconocida","pastaza","pastaza",169.0,18.0,1462.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"forestal ecología y medio ambiente","online","pastaza","pastaza",50.0,18.0,1462.0,3200.0,0.0,64.0,0.0,2022.0,0.0,0.012852696019752636
"enseñanza","desconocida","MISSING","sin provincia",35.0,4.0,192.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","semipresencial","quito","pichincha",26.0,1.0,26.0,4680.0,0.0,180.0,0.0,2022.0,0.0,0.012852696019752636
"electricidad y electrónica","presencial","latacunga","cotopaxi",29.0,3.0,195.0,1160.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"tecnologías de la información y comunicación","presencial","latacunga","cotopaxi",94.0,3.0,195.0,3760.0,55460.0,40.0,590.0,2022.0,0.0,0.0
"alimentación gastronomía y turismo","presencial","quito","pichincha",13.0,9.0,120.0,312.0,0.0,24.0,0.0,2022.0,0.0,0.012852696019752636
"enseñanza","desconocida","quito","pichincha",14.0,5.0,117.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","portoviejo","manabi",16.0,3.0,90.0,2880.0,0.0,180.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","portoviejo","manabi",56.0,3.0,90.0,14560.0,0.0,260.0,0.0,2022.0,0.0,0.012852696019752636
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",120.0,4.0,237.0,5760.0,0.0,48.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",15.0,1.0,15.0,900.0,0.0,60.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","rumiñahui","pichincha",18.0,7.0,78.0,3888.0,0.0,216.0,0.0,2022.0,0.0,0.012852696019752636
"otras actividades de servicios","desconocida","rumiñahui","pichincha",19.0,7.0,78.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"otras actividades de servicios","desconocida","rumiñahui","pichincha",16.0,7.0,78.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"servicios socioculturales y a la comunidad","presencial","daule","guayas",17.0,5.0,887.0,680.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"servicios socioculturales y a la comunidad","presencial","daule","guayas",491.0,5.0,887.0,15712.0,0.0,32.0,0.0,2022.0,0.0,0.012852696019752636
"servicios socioculturales y a la comunidad","online","daule","guayas",360.0,5.0,887.0,17280.0,0.0,48.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","shushufindi","sucumbios",338.0,12.0,865.0,6760.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","shushufindi","sucumbios",88.0,12.0,865.0,1760.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","ambato","tungurahua",14.0,2.0,30.0,560.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","ambato","tungurahua",16.0,2.0,30.0,640.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
