id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria
3243,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de desechos hospitalarios,presencial,60.0
3244,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales,presencial,40.0
3245,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado del adulto mayor,presencial,60.0
3246,curso,servicios socioculturales y a la comunidad,salud y medicina,bioseguridad frente al covid-19,presencial,60.0
3247,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios psicológicos,presencial,20.0
3248,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios,presencial,40.0
3249,curso,servicios socioculturales y a la comunidad,salud y medicina,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,presencial,20.0
3250,curso,administración y legislación,atención y servicios de oficina,lectura y redacción de artículos científicos español-inglés,presencial,48.0
3251,curso,administración y legislación,gestión del talento humano,relaciones humanas,presencial,45.0
3252,curso,educación y capacitación,capacitación,emprendimiento y gestión,presencial,45.0
3253,curso,educación y capacitación,capacitación,formación ciudadana,presencial,45.0
3254,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,presencial,45.0
3255,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,presencial,120.0
3256,curso,educación y capacitación,capacitación,english for teachers - level b2,presencial,480.0
3257,curso,educación y capacitación,capacitación,"preparation for international examination - pet, level b1",presencial,360.0
3258,curso,educación y capacitación,capacitación,"preparation for international examination - fce, level b2",presencial,480.0
3259,curso,educación y capacitación,capacitación,"preparation for international examination - lelts, levels: b1, b2, c1, c2",presencial,600.0
3260,curso,educación y capacitación,capacitación,"preparation for international examination - toefl, levels: b1, b2, c1, c2",presencial,600.0
3261,curso,educación y capacitación,metodología y técnica de aprendizaje,metodología intelectual i,presencial,120.0
3262,curso,educación y capacitación,metodología y técnica de aprendizaje,metodología intelectual ii,presencial,120.0
3263,curso,tecnologías de la información y comunicación,programas de escritorio,computación i,presencial,120.0
3264,curso,tecnologías de la información y comunicación,lenguaje de programación,programación y comunicación,presencial,120.0
3265,curso,finanzas comercio y ventas,marketing y ventas,gestión de ventas de alto impacto,presencial,128.0
3266,curso,comunicación y artes gráficas,gráfica,diseño de artes gráficas y medios impresos,presencial,120.0
3267,curso,alimentación gastronomía y turismo,turismo,organización de eventos y protocolo,presencial,120.0
3268,curso,procesos industriales,prácticas de manufactura,buenas prácticas de manufactura para alimentos procesados (b.p.m),presencial,96.0
3269,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,higiene y manipulación de alimentos,presencial,96.0
3270,curso,servicios socioculturales y a la comunidad,salud y medicina,"alimentación, nutrición y toxicología de los alimentos",presencial,96.0
3271,curso,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos sólidos,presencial,72.0
3272,curso,servicios socioculturales y a la comunidad,salud y medicina,limpieza hospitalaria,presencial,48.0
3273,curso,administración y legislación,administración contable y de costos,contabilidad básica para mipymes,presencial,80.0
3274,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación pedagógica y didáctica,presencial,160.0
3275,curso,administración y legislación,gestión del talento humano,coaching de desarrollo personal y empresarial,presencial,120.0
3276,curso,administración y legislación,gestión del talento humano,liderazgo y empowerment en el entorno empresarial,presencial,24.0
3277,curso,transporte y logística,transporte de carga y de pasajeros,"actualización profesional en conducción de vehículos de 4 ruedas o más, con capacidad de 26 asientos en adelante, diseñados para el transporte de pasajeros",presencial,20.0
3278,curso,artes y artesanía,peluquería y belleza barbería y estilismo,belleza y estética,presencial,240.0
3279,curso,educación y capacitación,idiomas,nivel avanzado c2 - inglés,presencial,720.0
3280,curso,finanzas comercio y ventas,comercio exterior y cambios,apertura de nuevos mercados internacionales,presencial,48.0
3281,curso,finanzas comercio y ventas,trámites de exportación e importación,introducción al comercio internacional,presencial,48.0
3282,curso,transporte y logística,cadenas de abastecimiento,logística y transportes,presencial,48.0
3283,curso,administración y legislación,administración general,administración de restaurantes,presencial,240.0
3284,curso,transporte y logística,logística integral,coordinación de logística empresarial,presencial,192.0
3285,curso,administración y legislación,gestión del talento humano,gestión del talento humano,presencial,120.0
3286,curso,administración y legislación,administración general,gestión del mensajero,presencial,96.0
3287,curso,agronomía,cultivos,manejo de huertos agro-ecológicos,presencial,72.0
3288,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,presencial,480.0
3289,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,240.0
3290,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,presencial,360.0
3291,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,presencial,600.0
3292,curso,servicios socioculturales y a la comunidad,salud y medicina,atención a pacientes gerontológicos,presencial,160.0
3293,curso,educación y capacitación,idiomas,nivel avanzado c2,presencial,120.0
3294,curso,servicios socioculturales y a la comunidad,salud y medicina,limpieza hospitalaria,online,48.0
3295,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,120.0
3296,curso,administración y legislación,atención y servicios de oficina,atención al cliente con calidad y calidez,presencial,45.0
3297,curso,administración y legislación,atención y servicios de oficina,atención al cliente con calidad y calidez,online,45.0
3298,curso,educación y capacitación,capacitación,formación ciudadana,online,45.0
3299,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,online,45.0
3300,curso,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos sólidos,online,72.0
3301,curso,administración y legislación,administración general,gestión del mensajero,online,96.0
3302,curso,administración y legislación,gestión del talento humano,relaciones humanas,online,45.0
3303,curso,servicios socioculturales y a la comunidad,salud y medicina,lavandería hospitalaria,presencial,60.0
3304,curso,servicios socioculturales y a la comunidad,salud y medicina,limpieza y desinfección hospitalaria,presencial,60.0
3305,curso,servicios socioculturales y a la comunidad,salud y medicina,supervisión de limpieza y bioseguridad hospitalaria,presencial,60.0
3306,curso,administración y legislación,atención y servicios de oficina,limpieza y desinfección de edificios y oficinas,presencial,60.0
3307,curso,servicios socioculturales y a la comunidad,salud y medicina,psicoterapia de parejas sistémica,presencial,240.0
3308,curso,educación y capacitación,capacitación,technical english for business - level b2,presencial,480.0
3309,curso,educación y capacitación,capacitación,technical english for medicine - level b2,presencial,480.0
3310,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,presencial,120.0
3311,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,presencial,120.0
3312,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,presencial,120.0
3313,curso,forestal ecología y medio ambiente,tratamiento de residuos,"forestal, ecología y ambiente",presencial,12.0
3314,curso,forestal ecología y medio ambiente,tratamiento de residuos,manejo y gestión de residuos hospitalarios y biopeligrosos,presencial,16.0
3315,curso,alimentación gastronomía y turismo,turismo,ecoturismo,presencial,8.0
3316,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,18.0
3317,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional vigente,presencial,8.0
3318,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de gases comprimidos,presencial,8.0
3319,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,presencial,18.0
3320,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos ergonómicos,presencial,8.0
3321,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos biológicos,presencial,8.0
3322,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,presencial,26.0
3323,curso,administración y legislación,gestión del talento humano,sensibilización al cambio organizacional,presencial,8.0
3324,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,presencial,12.0
3325,curso,educación y capacitación,idiomas,lengua de señas ecuatoriana básico,presencial,120.0
3326,curso,educación y capacitación,idiomas,lengua de señas ecuatoriana intermedio,presencial,120.0
3327,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de instructores de lengua de señas ecuatoriana,presencial,400.0
3328,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de interpretes y guías interpretes de lengua de señas ecuatoriana,presencial,800.0
3329,curso,administración y legislación,administración general,administración del tiempo,presencial,8.0
3330,curso,administración y legislación,administración general,emprendimiento,presencial,16.0
3331,curso,administración y legislación,administración general,gestión de microempresas,presencial,8.0
3332,curso,administración y legislación,administración general,administración de talento humano,presencial,20.0
3333,curso,administración y legislación,administración general,motivación y trabajo en equipo,presencial,8.0
3334,curso,administración y legislación,administración general,contabilidad,presencial,12.0
3335,curso,administración y legislación,administración general,administración de proyectos,presencial,20.0
3336,curso,administración y legislación,administración general,administración de procesos bajo 5´ s,presencial,16.0
3337,curso,administración y legislación,administración general,administración de operaciones,presencial,16.0
3338,curso,administración y legislación,administración general,administración por procesos,presencial,15.0
3339,curso,administración y legislación,administración general,gestión por procesos y eficincia operacional,presencial,16.0
3340,curso,tecnologías de la información y comunicación,programas de escritorio,excel 1,presencial,16.0
3341,curso,tecnologías de la información y comunicación,programas de escritorio,excel ii,presencial,16.0
3342,curso,tecnologías de la información y comunicación,programas de escritorio,excel iii,presencial,16.0
3343,curso,finanzas comercio y ventas,marketing y ventas,gestión profesional en ventas,presencial,20.0
3344,curso,finanzas comercio y ventas,marketing y ventas,marketing para vendedores,presencial,20.0
3345,curso,finanzas comercio y ventas,crédito y cobranzas,gestión profesional de ventas y cobranzas,presencial,24.0
3346,curso,construcción e infraestructura,mantenimiento de edificios y acabados,mantenimiento de edificios y acabados,presencial,30.0
3347,curso,educación y capacitación,capacitación,plan de capacitación anual,presencial,12.0
3348,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación para formadores,presencial,20.0
3349,curso,electricidad y electrónica,electrónica industrial,electrónica industrial,presencial,20.0
3350,curso,electricidad y electrónica,electrónica industrial,"electricidad industrial ii: motores, transformadores y generadores",presencial,20.0
3351,curso,electricidad y electrónica,electrónica industrial,electricidad industrial iii: tableros de controles eléctricos,presencial,20.0
3352,curso,mecánica industrial y minería,metalmecánica metalurgia,mecánica industrial: fundamentos,presencial,20.0
3353,curso,mecánica industrial y minería,metalmecánica metalurgia,metrología,presencial,15.0
3354,curso,mecánica industrial y minería,metalmecánica metalurgia,mecánica industrial: gestión del mantenimiento,presencial,20.0
3355,curso,mecánica industrial y minería,soldadura,soldadura avanzada arco de tungsteno y gas (t.i.g.),presencial,20.0
3356,curso,mecánica industrial y minería,soldadura,soldadura industrial y de producción. proceso de soldadura por arco eléctrico,presencial,20.0
3357,curso,mecánica industrial y minería,soldadura,soldadura industrial y de producción. proceso mig/mag (gmaw),presencial,20.0
3358,curso,mecánica industrial y minería,hidráulica,bombas y componentes hidráulicos,presencial,30.0
3359,curso,mecánica industrial y minería,hidráulica,hidráulica,presencial,20.0
3360,curso,mecánica industrial y minería,hidráulica,oleohidráulica,presencial,20.0
3361,curso,procesos industriales,automatización industrial y robótica,control neumático,presencial,20.0
3362,curso,procesos industriales,automatización industrial y robótica,electroneumática con pcl,presencial,20.0
3363,curso,procesos industriales,automatización industrial y robótica,neumática i,presencial,15.0
3364,curso,procesos industriales,automatización industrial y robótica,neumática ii,presencial,15.0
3365,curso,procesos industriales,refrigeración,refrigeración y aire acondicionado,presencial,30.0
3366,curso,procesos industriales,refrigeración,sistema de refrigeración industrial y uso de amoníaco,presencial,40.0
3367,curso,procesos industriales,refrigeración,refrigeración industrial básica,presencial,30.0
3368,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,ambientes laborales,presencial,8.0
3369,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,bloqueo y etiquetado,presencial,12.0
3370,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,presencial,8.0
3371,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,8.0
3372,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,8.0
3373,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencia,presencial,22.0
3374,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,control de derrames de sustancias peligrosas,presencial,12.0
3375,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,diseño de puestos de trabajo,presencial,18.0
3376,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo ergonómico,presencial,8.0
3377,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo psicosocial,presencial,12.0
3378,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo laboral,presencial,8.0
3379,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo químico,presencial,8.0
3380,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo físico,presencial,8.0
3381,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,presencial,8.0
3382,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,22.0
3383,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de herramientas manuales,presencial,12.0
3384,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,12.0
3385,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manipulación de cargas,presencial,8.0
3386,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de la evaluación de riesgo psicosocial,presencial,18.0
3387,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,permisos de trabajo para actividades de alto riesgo,presencial,8.0
3388,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y autoprotección,presencial,8.0
3389,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de enfermedades ocupacionales,presencial,8.0
3390,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,presencial,18.0
3391,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo ergonómico,presencial,8.0
3392,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,presencial,28.0
3393,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,8.0
3394,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales,presencial,8.0
3395,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en el manejo de productos químicos,presencial,12.0
3396,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos químicos,presencial,12.0
3397,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de materiales y sustancias peligrosas,presencial,12.0
3398,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en soldadura,presencial,12.0
3399,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa conservación de la audición y protección auditiva,presencial,12.0
3400,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismo paritarios,presencial,8.0
3401,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"reporte, investigación y análisis de accidentes e incidentes de trabajo",presencial,8.0
3402,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,señalización de seguridad en el trabajo,presencial,8.0
3403,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,presencial,18.0
3404,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajo en altura,presencial,12.0
3405,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajo en espacios confinados,presencial,12.0
3406,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,transporte y almacenamiento de productos químicos peligrosos,presencial,12.0
3407,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,uso correcto de equipos de protección personal,presencial,8.0
3408,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,lubricación y lubricantes,presencial,15.0
3409,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,calderos,presencial,16.0
3410,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de tranferencia de calor,presencial,8.0
3411,curso,transporte y logística,logística integral,"logística, seguridad y salud ocupacional en bodega",presencial,20.0
3412,curso,transporte y logística,cadenas de abastecimiento,supply chain management,presencial,30.0
3413,curso,transporte y logística,manejo integral de bodegas y almacenes,administración de bodegas y control de materiales,presencial,20.0
3414,curso,transporte y logística,manejo integral de bodegas y almacenes,administración de bodegas y control de inventarios,presencial,20.0
3415,curso,electricidad y electrónica,electricidad industrial,electricidad industrial i: fundamentos y seguridad,presencial,20.0
3416,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,levantamiento mecánico de cargas,presencial,22.0
3417,curso,artes y artesanía,cosmetología,cosmetología,presencial,80.0
3418,curso,artes y artesanía,artesanía,adornos para el hogar,presencial,80.0
3419,curso,artes y artesanía,artesanía,dibujo artístico,presencial,32.0
3420,curso,artes y artesanía,artesanía,pintura en óleo,presencial,80.0
3421,curso,educación y capacitación,evaluación del aprendizaje,mecanismos de evaluación del aprendizaje,presencial,40.0
3422,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación en docencia,presencial,40.0
3423,curso,educación y capacitación,medios y materiales didácticos,recursos didácticos,presencial,40.0
3424,curso,educación y capacitación,metodología y técnica de aprendizaje,técnicas de aprendizaje,presencial,40.0
3425,curso,alimentación gastronomía y turismo,cocina nacional e internacional,cocina profesional,presencial,288.0
3426,curso,alimentación gastronomía y turismo,panadería y pastelería,pastelería profesional,presencial,288.0
3427,curso,alimentación gastronomía y turismo,cocina nacional e internacional,cocina saludable,presencial,144.0
3428,curso,alimentación gastronomía y turismo,cocina nacional e internacional,cocina saludable,online,144.0
3429,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,semipresencial,150.0
3430,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,semipresencial,150.0
3431,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,semipresencial,150.0
3432,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,semipresencial,150.0
3433,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,semipresencial,150.0
3434,curso,administración y legislación,administración general,planificación estratégica,semipresencial,20.0
3435,curso,administración y legislación,administración general,indicadores de gestión y bsc,semipresencial,20.0
3436,curso,administración y legislación,administración general,creación de microempresas,semipresencial,40.0
3437,curso,administración y legislación,gestión del talento humano,liderazgo y supervición,semipresencial,20.0
3438,curso,administración y legislación,atención y servicios de oficina,cultura de servicio al cliente,semipresencial,20.0
3439,curso,administración y legislación,gestión de la calidad,modelo de gestión por procesos,semipresencial,20.0
3440,curso,administración y legislación,gestión de la calidad,elaboración de manuales de procesos y procedimientos,semipresencial,20.0
3441,curso,administración y legislación,gestión de la calidad,analisis y mejoramiento de procesos,semipresencial,20.0
3442,curso,educación y capacitación,capacitación,gestión del aprendizaje en plataformas virtuales,semipresencial,40.0
3443,curso,educación y capacitación,diseño educativo y curricular,diseño curricular e instruccional,semipresencial,20.0
3444,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de tutores virtuales,semipresencial,40.0
3445,curso,educación y capacitación,metodología y técnica de aprendizaje,tecnología digital y aprendizaje,semipresencial,20.0
3446,curso,educación y capacitación,metodología y técnica de aprendizaje,gestión de la información digital,semipresencial,20.0
3447,curso,educación y capacitación,metodología y técnica de aprendizaje,estrategias de enseñanza - aprendizaje con tecnología digital,semipresencial,20.0
3448,curso,educación y capacitación,metodología y técnica de aprendizaje,clases interactivas con impacto de la tecnología digital,semipresencial,20.0
3449,curso,administración y legislación,administración general,planificación estratégica,online,20.0
3450,curso,administración y legislación,administración general,indicadores de gestión y bsc,online,20.0
3451,curso,administración y legislación,administración general,creación de microempresas,online,40.0
3452,curso,administración y legislación,gestión del talento humano,liderazgo y supervición,online,20.0
3453,curso,administración y legislación,gestión del talento humano,cultura de servicio al cliente,online,20.0
3454,curso,administración y legislación,gestión de la calidad,modelo de gestión por procesos,online,20.0
3455,curso,administración y legislación,gestión de la calidad,elaboración de manuales de procesos y procedimientos,online,20.0
3456,curso,educación y capacitación,capacitación,gestion del aprendizaje en plataformas virtuales,online,40.0
3457,curso,educación y capacitación,diseño educativo y curricular,diseño curricular e instruccional,online,20.0
3458,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de tutores virtuales,online,40.0
3459,curso,educación y capacitación,metodología y técnica de aprendizaje,tecnología digital y aprendizaje,online,20.0
3460,curso,educación y capacitación,metodología y técnica de aprendizaje,gestión didácticas de los recuros web,online,20.0
3461,curso,educación y capacitación,metodología y técnica de aprendizaje,gestión de la fromación digital,online,20.0
3462,curso,educación y capacitación,metodología y técnica de aprendizaje,clases interactivas con impacto de la tecnología digital,online,20.0
3463,curso,administración y legislación,gestión de la calidad,analisis y mejoramiento de procesos,online,20.0
3464,curso,educación y capacitación,metodología y técnica de aprendizaje,gestión didácticas de los recuros web,semipresencial,20.0
3465,curso,electricidad y electrónica,electricidad industrial,instrumentación y control industrial,presencial,40.0
3466,curso,transporte y logística,conducción de vehículos terrestres,manejo preventivo y defensivo en el trabajo y la carretera,presencial,10.0
3467,curso,transporte y logística,transporte de carga y de pasajeros,"actualización profesional en conducción de vehículos de 4 ruedas o más, con capacidad de 26 asientos en adelante, diseñados para el transporte de pasajeros",presencial,20.0
3468,curso,construcción e infraestructura,tecnología de la construcción,diseño de sistemas de alcantarillado,presencial,40.0
3469,curso,construcción e infraestructura,tecnología de la construcción,sistemas de agua potable,presencial,40.0
3470,curso,construcción e infraestructura,tecnología de la construcción,"diseño de obras de captación, superficial",presencial,40.0
3471,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,16.0
3472,curso,educación y capacitación,capacitación,starters 1,online,21.0
3473,curso,educación y capacitación,capacitación,starters 2,online,21.0
3474,curso,educación y capacitación,capacitación,intro b (jóvenes y adultos/inglés),online,21.0
3475,curso,educación y capacitación,capacitación,beginner b (jóvenes y adultos) / inglés,online,21.0
3476,curso,educación y capacitación,capacitación,intro a (jóvenes y adultos) / inglés,online,21.0
3477,curso,educación y capacitación,idiomas,nivel intermedio b1 (jóvenes y adultos - inglés),online,28.0
3478,curso,educación y capacitación,idiomas,nivel básico a2 (niños / inglés,online,21.0
3479,curso,educación y capacitación,idiomas,nivel básico a2 (jóvenes y adultos - inglés),online,28.0
3480,curso,educación y capacitación,capacitación,intro b (niños) / inglés,online,21.0
3481,curso,educación y capacitación,capacitación,intro a (niños) / inglés,online,21.0
3482,curso,educación y capacitación,capacitación,beginner a (jóvenes y adultos) / inglés,online,21.0
3483,curso,educación y capacitación,idiomas,nivel intermedio b2 (jóvenes y adultos - inglés),online,28.0
3484,curso,finanzas comercio y ventas,marketing y ventas,gestión de calidad y servicio al cliente,presencial,40.0
3485,curso,finanzas comercio y ventas,marketing y ventas,marketing digital y administración de redes sociales,presencial,40.0
3486,curso,construcción e infraestructura,tecnología de la construcción,residencia y supervición de obras civiles,presencial,40.0
3487,curso,construcción e infraestructura,tecnología de la construcción,fiscalización y administración de contratos de construcción,presencial,40.0
3488,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación en robótica educativa stem i para docentes,presencial,80.0
3489,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación en robótica educativa stem ii para docentes,presencial,80.0
3490,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de docentes para educación virtual,presencial,150.0
3491,curso,administración y legislación,administración contable y de costos,auditoría de materia prima producto en proceso y producto terminado,presencial,40.0
3492,curso,administración y legislación,administración general,asistencia administrativa,presencial,40.0
3493,curso,finanzas comercio y ventas,crédito y cobranzas,gestión de crédito,presencial,40.0
3494,curso,tecnologías de la información y comunicación,programas de escritorio,ofimática,presencial,40.0
3495,curso,administración y legislación,administración contable y de costos,gestión contable de fondos y tributación,presencial,40.0
3496,curso,finanzas comercio y ventas,marketing y ventas,marketing ventas y negociación,presencial,40.0
3497,curso,educación y capacitación,idiomas,curso inglés nivel intermedio b1,presencial,40.0
3498,curso,educación y capacitación,idiomas,curso de kichwa,presencial,40.0
3499,curso,administración y legislación,administración contable y de costos,auditoría financiera,presencial,40.0
3500,curso,administración y legislación,administración general,emprendimiento,presencial,30.0
3501,curso,administración y legislación,administración general,supervisión efectiva,presencial,20.0
3502,curso,administración y legislación,administración general,contratación pública,presencial,40.0
3503,curso,administración y legislación,gestión del talento humano,gestión en base a competencias,presencial,30.0
3504,curso,administración y legislación,gestión del talento humano,dirección y liderazgo,presencial,20.0
3505,curso,administración y legislación,administración contable y de costos,contabilidad básica,presencial,30.0
3506,curso,administración y legislación,administración contable y de costos,contabilidad de costos y comercial,presencial,30.0
3507,curso,administración y legislación,evaluación de proyectos,diseño y formulación de proyectos,presencial,30.0
3508,curso,administración y legislación,atención y servicios de oficina,"imagen, etiqueta y protocolo empresarial",presencial,16.0
3509,curso,administración y legislación,atención y servicios de oficina,oratoria efectiva,presencial,20.0
3510,curso,administración y legislación,atención y servicios de oficina,atención y servicio al cliente,presencial,16.0
3511,curso,administración y legislación,legislación,tributación fiscal y obligaciones laborales,presencial,30.0
3512,curso,tecnologías de la información y comunicación,programas de escritorio,computación básica,presencial,30.0
3513,curso,tecnologías de la información y comunicación,programas de escritorio,excel básico,presencial,30.0
3514,curso,tecnologías de la información y comunicación,programas de escritorio,excel intermedio i,presencial,30.0
3515,curso,tecnologías de la información y comunicación,programas de escritorio,excel intermedio ii,presencial,30.0
3516,curso,tecnologías de la información y comunicación,programas de escritorio,excel avanzado,presencial,30.0
3517,curso,tecnologías de la información y comunicación,programas de escritorio,tablas y gráficos dinámicos con excel,presencial,30.0
3518,curso,tecnologías de la información y comunicación,programas de escritorio,ofimática básica e internet,presencial,40.0
3519,curso,tecnologías de la información y comunicación,redes,introducción a redes,presencial,40.0
3520,curso,finanzas comercio y ventas,marketing y ventas,cierre de ventas y negociación exitosa,presencial,16.0
3521,curso,finanzas comercio y ventas,marketing y ventas,técnicas de ventas,presencial,16.0
3522,curso,educación y capacitación,capacitación,entrenamiento personalizado y de clases grupales en actividad física y fitness,presencial,280.0
3523,curso,educación y capacitación,capacitación,prescripción del ejercicio físico para personas sedentarias y no altamente entrenadas,presencial,30.0
3524,curso,educación y capacitación,capacitación,entrenamiento funcional,presencial,40.0
3525,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores en base a competencias,presencial,90.0
3526,curso,electricidad y electrónica,electricidad domiciliaria,electricidad básica,presencial,30.0
3527,curso,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas domiciliarias,presencial,45.0
3528,curso,electricidad y electrónica,redes eléctricas,energía fotovoltaica eléctrica autónoma para alimentación residencial,presencial,42.0
3529,curso,procesos industriales,automatización industrial y robótica,"programación en arduino ""arduino desde cero""",presencial,40.0
3530,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,presencial,20.0
3531,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,presencial,30.0
3532,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos ergonómicos,presencial,12.0
3533,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,20.0
3534,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de desechos hospitalarios,presencial,40.0
3535,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,presencial,12.0
