,Perfil,Competenecia Laboral,Familia,Sector,Descargar Perfil
114,MANEJO DE TÉCNICAS DE MEDICINA OPERACIONAL TÁCTICA PARA PERSONAL MILITAR SANITARIO,"EFECTUAR LA ATENCIÓN INICIAL DE VICTIMAS DURANTE LA EJECUCIÓN DE OPERACIONES MILITARES (INTERNAS Y EXTERNAS) Y ASISTENCIA EN DESASTRES, DE ACUERDO A NORMAS, TÉCNICAS Y PROCEDIMIENTOS ESTABLECIDOS.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
115,OPERACIONES AUXILIARES DE CONCENTRACIÓN GRAVIMÉTRICA,"REALIZAR LOS PROCESOS DE CONCENTRACIÓN GRAVIMÉTRICA EN MINERÍA METÁLICA, DE ACUERDO A LA PLANIFICACIÓN Y PROCEDIMIENTOS ESTABLECIDOS.","MINAS, CANTERAS Y YACIMIENTOS",ACTIVIDADES DE SERVICIOS DE APOYO PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS,
116,OPERACIONES AUXILIARES DE MANTENIMIENTO DE CUBIERTA,"REALIZAR EL MANTENIMIENTO DE EQUIPOS, SISTEMAS, ESTRUCTURAS Y ESPACIOS DE CUBIERTA, Y LAS ACTIVIDADES DE ESTIBA Y LIMPIEZA REQUERIDAS A BORDO, DE ACUERDO A LOS PROCEDIMIENTOS ESTABLECIDOS, LA NORMATIVA LEGAL VIGENTE.","TRANSPORTE, ALMACENAMIENTO Y LOGÍSTICA",ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE,
117,OPERACIONES DE RESCATE VEHICULAR Y DESASTRES,"BRINDAR SERVICIO DE RESCATE Y ATENCIÓN PREHOSPITALARIA EN EMERGENCIAS POR ACCIDENTES DE TRÁNSITO EN LA RED VIAL Y EN DESASTRES, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVAS VIGENTES.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
118,OPERACIONES DE CENTRALES ELÉCTRICAS,"EJECUTAR EL PROCESO DE PRODUCCIÓN DE ENERGÍA ELÉCTRICA EN UNIDADES DE GENERACIÓN, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA LEGAL VIGENTE.","ELECTRICIDAD, GAS Y AGUA","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",
119,OPERACIONES DE CONTROL DE TRÁNSITO Y TRANSPORTE TERRESTRE,CONTROLAR LA MOVILIDAD TERRESTRE DE ACUERDO A LA NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
120,OPERACIONES DE CONTROL DE TRANSPORTACIÓN PÚBLICA Y COMERCIAL,"CONTROLAR LA TRANSPORTACIÓN PÚBLICA,  COMERCIAL Y POR CUENTA PROPIA EN TODAS SUS MODALIDADES DE ACUERDO A LA NORMATIVA VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
121,OPERACIONES DE ESCOLTA MOTORIZADA DE DIGNATARIOS,BRINDAR SERVICIO DE SEGURIDAD VIAL DURANTE EL DESPLAZAMIENTO DE DIGNATARIOS EN BASE A PROCEDIMIENTO ESTABLECIDO Y  NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
122,OPERACIONES DE FISCALIZACIÓN DE PERFORACIÓN Y REACONDICIONAMIENTO DE POZOS DE HIDROCARBUROS,"FISCALIZAR OPERACIONES DE PERFORACIÓN Y REACONDICIONAMIENTO DE POZOS DE HIDROCARBUROS, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMAS VIGENTES.","MINAS, CANTERAS Y YACIMIENTOS",ACTIVIDADES DE SERVICIOS DE APOYO PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS,
123,OPERACIONES DE INVESTIGACIÓN DE ACCIDENTES DE TRÁNSITO,"INVESTIGAR LOS ACCIDENTES DE TRÁNSITO, DE ACUERDO A PROCEDIMIENTOS TÉCNICOS Y CIENTÍFICOS DE CRIMINALÍSTICA VIAL Y NORMATIVA VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
124,OPERACIONES DE INVESTIGACIÓN DE ASUNTOS INTERNOS,"REALIZAR LAS OPERACIONES DE INVESTIGACIÓN DE ASUNTOS INTERNOS AL PERSONAL DEL CUERPO DE VIGILANTES Y EMPLEADOS CIVILES, EN BASE A LA LEY, PRINCIPIOS Y VALORES ESTABLECIDOS.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
125,OPERACIONES DE SEÑALÉTICA VIAL,SEÑALIZAR LA RED VIAL ESTATAL Y DEMÁS CIRCUNSCRIPCIONES BAJO LA NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIOS,FABRICACIÓN DE OTROS TIPOS DE EQUIPOS DE TRANSPORTE,
126,OPERACIONES DE SUPERVISIÓN DE TALADRO PETROLERO,"REALIZAR LA SUPERVISIÓN DE LA MUDANZA (MONTAJE Y DESMONTAJE) Y LAS OPERACIONES DEL TALADRO, DE ACUERDO A LA LEGISLACIÓN DEL PAÍS, CONDICIONES ESTABLECIDAS EN EL CONTRATO Y ESTÁNDARES MUNDIALMENTE RECONOCIDOS POR LA INDUSTRIA.","MINAS, CANTERAS Y YACIMIENTOS",ACTIVIDADES DE SERVICIOS DE APOYO PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS,
127,INTERPRETACIÓN MUSICAL: INSTRUMENTAL Y VOCAL,"REALIZAR LA INTERPRETACIÓN MUSICAL MEDIANTE EL CANTO O LA EJECUCIÓN DEL INSTRUMENTO MUSICAL APLICANDO TÉCNICAS PROPIAS DE CADA GÉNERO, ESTILO Y ÉPOCA MUSICAL.",ACTIVIDADES COMUNITARIAS,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO",
128,OPERACIONES DE SISTEMAS DE REFRIGERACIÓN O AIRE ACONDICIONADO,"REALIZAR LA INSTALACIÓN Y MANTENIMIENTO DE SISTEMAS DE REFRIGERACIÓN O AIRE ACONDICIONADO MEDIANTE LA APLICACIÓN DE BUENAS PRÁCTICAS DE ACUERDO A LA CLASIFICACIÓN DE SEGURIDAD DEL REFRIGERANTE, RECOMENDACIONES DEL FABRICANTE Y NORMATIVA AMBIENTAL VIGENTE.",ACTIVIDADES TIPO SERVICIOS,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
129,ASISTENCIA EN ACTIVIDADES DE SANIDAD VEGETAL,REALIZAR ACTIVIDADES DE PREVENCIÓN DE LA PROPAGACIÓN DE PLAGAS Y ENFERMEDADES EN EL CULTIVO DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS,AGRICULTURA Y PLANTACIONES,"AGRICULTURA, GANADERÍA, CAZA Y ACTIVIDADES DE SERVICIOS CONEXAS",
130,CULTIVO DE PRODUCTOS DE CICLO PERENNE,"CULTIVAR PRODUCTOS DE CICLO PERENNE EN FUNCIÓN DE LAS CARACTERÍSTICAS PROPIAS DE LA ESPECIE Y FACTORES GEOGRÁFICOS, CLIMÁTICOS Y DE SUELO.",AGRICULTURA Y PLANTACIONES,"AGRICULTURA, GANADERÍA, CAZA Y ACTIVIDADES DE SERVICIOS CONEXAS",
131,CULTIVO DE PRODUCTOS DE CICLO CORTO,"CULTIVAR PRODUCTOS DE CICLO CORTO EN FUNCIÓN DE LAS CARACTERÍSTICAS PROPIAS DE LA ESPECIE Y FACTORES GEOGRÁFICOS, CLIMÁTICOS Y DE SUELO",AGRICULTURA Y PLANTACIONES,"AGRICULTURA, GANADERÍA, CAZA Y ACTIVIDADES DE SERVICIOS CONEXAS",
132,OPERACIONES DE POLINIZACIÓN ASISTIDA,REALIZAR LA POLINIZACIÓN ASISTIDA EN PLANTAS DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA LEGAL VIGENTE.,AGRICULTURA Y PLANTACIONES,"AGRICULTURA, GANADERÍA, CAZA Y ACTIVIDADES DE SERVICIOS CONEXAS",
133,PRODUCCIÓN DE CULTIVOS ORGÁNICOS,CULTIVAR ALIMENTOS ORGÁNICOS AGRÍCOLAS EN FUNCIÓN DE LA NORMATIVA VIGENTE.,AGRICULTURA Y PLANTACIONES,"AGRICULTURA, GANADERÍA, CAZA Y ACTIVIDADES DE SERVICIOS CONEXAS",
134,PRODUCCIÓN Y MANTENIMIENTO DE PLANTAS EN VIVEROS,"DESARROLLAR EL PROCESO DE PRODUCCIÓN Y MANTENIMIENTO DE DISTINTAS ESPECIES Y VARIEDADES DE PLANTAS EN CONDICIONES CONTROLADAS EN VIVERO, DE ACUERDO A CRITERIOS TÉCNICOS Y NORMATIVA AMBIENTAL VIGENTE",AGRICULTURA Y PLANTACIONES,"AGRICULTURA, GANADERÍA, CAZA Y ACTIVIDADES DE SERVICIOS CONEXAS",
135,ASERRADO DE MADERA,"EFECTUAR LA RECEPCIÓN, LA CLASIFICACIÓN Y LA PREPARACIÓN DE LA MADERA EN ROLLO ASÍ COMO LA CONDUCCIÓN DE LAS MÁQUINAS DE ASERRADO Y CLASIFICAR LA MADERA ASERRADA, CONSIGUIENDO LA CALIDAD REQUERIDA, EN CONDICIONES DE SALUD LABORAL.","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS","PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES",
136,FABRICACIÓN DE TABLEROS DE PARTÍCULAS Y FIBRAS DE MADERA,"FABRICAR TABLEROS DE PARTÍCULAS Y DE FIBRAS A PARTIR DEL ASTILLADO Y EL DESFIBRADO DE LA MADERA EN ROLLO, ASTILLAS, RESIDUOS O RECICLADO DE MADERA, MEDIANTE SU ENCOLADO Y PRENSADO AUTOMATIZADO, ASÍ COMO SU RECUBRIMIENTO, CONSIGUIENDO LA CALIDAD REQUERIDA, EN LAS CONDICIONES DE SEGURIDAD, DE SALUD LABORAL Y DE MEDIO AMBIENTE ADECUADAS.","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS","PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES",
137,GESTIÓN EN MADERA,"GESTIONAR UNA UNIDAD O SECCIÓN DE FABRICACIÓN EN LAS INDUSTRIAS DEL TABLERO, DE MADERA LAMINADA ENCOLADA (MLE) Y CORCHO, PARA ALCANZAR LOS OBJETIVOS FIJADOS EN LOS PLANES DE PRODUCCIÓN, CALIDAD Y PROTECCIÓN AMBIENTAL; PREPARANDO Y SUPERVISANDO LOS RECURSOS MATERIALES Y HUMANOS","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS","PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES",
138,ORGANIZACIÓN Y GESTIÓN DE LA PRODUCCIÓN EN INDUSTRIAS DEL MUEBLE Y DE CARPINTERÍA,"REALIZAR LA ORGANIZACIÓN, GESTIÓN Y SUPERVISIÓN DE LA PRODUCCIÓN EN INDUSTRIAS DEL MUEBLE, PROGRAMANDO Y PREPARANDO EL TRABAJO A REALIZAR EN FUNCIÓN DE LOS RECURSOS DISPONIBLES, SUPERVISANDO LA CORRECTA Y PUNTUAL EJECUCIÓN DE LOS TRABAJOS NECESARIOS PARA LA FABRICACIÓN DE MOBILIARIO CON LA CALIDAD Y LAS MEDIDAS DE SEGURIDAD REQUERIDAS, CUMPLIENDO LA NORMATIVA VIGENTE Y RESPETANDO EL MEDIO AMBIENTE.",PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS,FABRICACIÓN DE MUEBLES,
139,ACTIVIDADES OPERATIVAS DE ALBAÑILERÍA,"CONSTRUIR ESTRUCTURAS BÁSICAS DE HORMIGÓN ARMADO Y DE ALBAÑILERÍA PARA EDIFICACIONES, DE ACUERDO A ESPECIFICACIONES TÉCNICAS REFERIDAS EN LOS PLANOS ARQUITECTÓNICOS, ESTRUCTURALES; Y NORMATIVA DE SEGURIDAD Y SALUD EN EL TRABAJO Y MEDIO AMBIENTE.",CONSTRUCCIÓN,CONSTRUCCIÓN DE EDIFICIOS,
140,INSTALACIÓN DE PANELES ESTRUCTURALES,"INSTALAR PANELES ESTRUCTURALES DE: ALUMINIO, HIERRO, POLIESTIRENO, ENTRE OTROS, CUMPLIENDO EL DISEÑO, ESPECIFICACIONES DE PLANOS, NORMATIVA TÉCNICA VIGENTES, NORMAS DE SEGURIDAD Y SALUD EN EL TRABAJO, MEDIO AMBIENTE Y LAS NORMAS DEL FABRICANTE.",CONSTRUCCIÓN,CONSTRUCCIÓN DE EDIFICIOS,
141,INSTALACIÓN DE PAREDES Y TECHOS FALSOS,"INSTALAR PAREDES Y TECHOS FALSOS EN FUNCIÓN DE LOS PLANOS DE OBRA, LAS ESPECIFICACIONES DEL FABRICANTE Y DEL PROYECTO, LAS NORMAS DE SEGURIDAD Y SALUD EN EL TRABAJO Y MEDIO AMBIENTE.",CONSTRUCCIÓN,ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN,
142,OPERACIONES CON MAQUINARIA PESADA EN CONSTRUCCIÓN,"REALIZAR LA EXCAVACIÓN, MOVIMIENTO, CARGA, APLANADO O ALLANADO DE: TIERRA, PIEDRAS, GRAVA O CUALQUIER OTRO MATERIAL, UTILIZANDO LA MAQUINARIA PESADA DE CONSTRUCCIÓN, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS DEL FABRICANTE, NORMATIVA DE SEGURIDAD Y SALUD EN EL TRABAJO Y MEDIO AMBIENTALES.",CONSTRUCCIÓN,ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN,
143,OPERACIONES EN MONTAJE DE CUBIERTA EN ESTRUCTURA METÁLICA,"REALIZAR OPERACIONES DE MONTAJE DE CUBIERTA (ZINC, PLANCHA DE FIBROCEMENTO, ETC.) EN ESTRUCTURA METÁLICA, DE ACUERDO A REQUERIMIENTOS, ESPECIFICACIONES TÉCNICAS DEL FABRICANTE Y NORMATIVA DE SEGURIDAD Y SALUD EN EL TRABAJO.",CONSTRUCCIÓN,ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN,
144,REVESTIMIENTO DE SUPERFICIES HORIZONTALES Y VERTICALES,"REVESTIR SUPERFICIES HORIZONTALES O VERTICALES CON UN DETERMINADO MATERIAL APLICANDO NORMAS TÉCNICAS DE LA CONSTRUCCIÓN, DE SEGURIDAD Y SALUD EN EL TRABAJO, DE MEDIO AMBIENTE VIGENTES Y LAS ESPECIFICACIONES ESTABLECIDAS EN EL PROYECTO DE LA OBRA.",CONSTRUCCIÓN,ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN,
145,INSTALACIONES HIDROSANITARIAS,"REALIZAR LAS INSTALACIONES HIDROSANITARIAS, MANTENIMIENTO Y REPARACIÓN DE APARATOS HIDROSANITARIOS, CUMPLIENDO EL REQUERIMIENTO DEL CONTRATANTE, LAS NORMAS TÉCNICAS DE LA CONSTRUCCIÓN, DE SEGURIDAD Y SALUD EN EL TRABAJO Y MEDIO AMBIENTE VIGENTES.",CONSTRUCCIÓN,ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN,
146,SUPERVISIÓN DE EDIFICACIONES Y OBRAS CIVILES,"SUPERVISAR LAS ACTIVIDADES Y EJECUCIÓN DE LA OBRA DE ACUERDO A LAS DISPOSICIONES DE LA DIRECCIÓN, DISEÑO Y ESPECIFICACIONES TÉCNICAS DEL PROYECTO, NORMAS DE SEGURIDAD Y SALUD EN EL TRABAJO, REGLAMENTO INTERNO, REGLAMENTO DE SEGURIDAD Y NORMA AMBIENTAL.",CONSTRUCCIÓN,ACTIVIDADES ESPECIALIZADAS DE LA CONSTRUCCIÓN,
147,OPERACIONES EN TURISMO RECEPTIVO,ASESORAR EN EL PAQUETE TURÍSTICO NACIONAL DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS,TURISMO Y ALIMENTACIÓN,"ACTIVIDADES DE AGENCIAS DE VIAJES, OPERADORES TURÍSTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS",
148,INSTALACIÓN Y MANTENIMIENTO DE EQUIPOS ELECTRÓNICOS Y ELÉCTRICOS,"REALIZAR LA INSTALACIÓN Y MANTENIMIENTO DE EQUIPOS ELECTRÓNICOS DE CONSUMO, DE SONIDO E IMAGEN, MICROINFORMATICOS Y DE TELECOMUNICACIÓN REALIZANDO EL SERVICIO TECNICO POSVENTA EN CONDICIONES DE CALIDAD Y TIEMPO DE RESPUESTA ESTABLECIDOS.",ACTIVIDADES TIPO SERVICIOS,REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,
149,ACABADO DE CARPINTERÍA Y MUEBLE,"PREPARAR LOS SOPORTES, PRODUCTOS Y EQUIPOS Y OPERAR LAS MÁQUINAS PARA LA APLICACIÓN DE PRODUCTOS DE ACABADO, REALIZAR EL TINTADO Y ACABADOS ESPECIALES Y DECORATIVOS, CONSIGUIENDO LA CALIDAD REQUERIDA, EN CONDICIONES DE SALUD LABORAL.","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS",FABRICACIÓN DE MUEBLES,
150,CARPINTERÍA,"EJECUTAR LA CONSTRUCCION, MONTAJE Y REPARACION DE PRODUCTOS DE CARPINTERIA Y MUEBLES EN CONDICIONES DE SEGURIDAD Y DE PROTECCION DEL MEDIO AMBIENTE.","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS","PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES",
151,CONSTRUCCIÓN DE REDES ELÉCTRICAS DE MEDIA Y BAJA TENSIÓN,"CONSTRUIR REDES ELÉCTRICAS DE MEDIA Y BAJA TENSIÓN, TOMANDO EN CONSIDERACIÓN TÉCNICAS HOMOLOGADAS, CUMPLIENDO NORMAS DE SEGURIDAD, SALUD EN EL TRABAJO Y MEDIO AMBIENTE",ACTIVIDADES TIPO SERVICIOS,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",
152,GESTIÓN DE SISTEMAS AUTOMATIZADOS PARA EDIFICACIONES,"INTEGRAR Y MANTENER ELEMENTOS INFORMÁTICOS Y DE COMUNICACIONES EN SISTEMAS DE AUTOMATIZACIÓN DE EDIFICIOS DOMÓTICAS E INNATICOS, DE CONTROL DE ACCESOS Y PRESENCIA, Y DE VIDEO VIGILANCIA A NIVEL DE HARDWARE Y SOFTWARE, ASEGURANDO EL FUNCIONAMIENTO DE LOS DISTINTOS MÓDULOS QUE LOS COMPONEN, EN CONDICIONES DE CALIDAD Y SEGURIDAD, CUMPLIENDO LA NORMATIVA Y REGLAMENTACIÓN VIGENTES.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
153,INSTRUCTOR DE SEGURIDAD ALIMENTARIA - NTE INEN 2 460: 2008,"EL INSTRUCTOR DE SEGURIDAD ALIMENTARIA SE OCUPA, PRINCIPALMENTE, DE APLICAR PROGRAMAS DE CAPACITACIÓN PARA MEJORAR LA COMPETENCIA DE PROFESIONALES EN EL LOCAL DE TRABAJO Y MEDIO EDUCACIONAL; LOGRAR MEJORES RESULTADOS EN LA APLICACIÓN DE LOS CONCEPTOS BÁSICOS DE SEGURIDAD ALIMENTARIA DESCRITOS EN LAS NTE INEN 2 458 Y 2 459.",ACTIVIDADES DE ENSEÑANZA,SERVICIO DE ALIMENTO Y BEBIDA,
154,SUPERVISIÓN DE LA GESTIÓN DOCUMENTAL Y ARCHIVO,"CONTROLAR LOS PROCESOS DE GESTIÓN DOCUMENTAL Y ARCHIVO INSTITUCIONAL DE CONFORMIDAD A LAS POLÍTICAS, OBJETIVOS INSTITUCIONALES Y NORMATIVA LEGAL VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.,
155,SERVICIO DE VINOS Y LICORES,"GESTIONAR EL SERVICIO DE VINOS, SUS DERIVADOS (ESPUMANTES, BRANDI, GRAPAS, COÑAC, OPORTO), LICORES, ALCOHOLES NOBLES Y BEBIDAS GOURMET Y SU MARIDAJE, EN FUNCIÓN DE LA PROPUESTA GASTRONÓMICA REQUERIDA, PROCEDIMIENTOS Y NORMATIVA ESTABLECIDA.",TURISMO Y ALIMENTACIÓN,SERVICIO DE ALIMENTO Y BEBIDA,
156,GESTIÓN PROTOCOLAR PARA EL DESARROLLO DE EVENTOS,"COORDINAR LA GESTIÓN PROTOCOLAR PARA EL DESARROLLO DE EVENTOS, ESTABLECIENDO PROCEDIMIENTOS Y REQUERIMIENTOS DE ACUERDO ALOS OBJETIVOS ESPERADOS",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES ADMINISTRATIVAS Y DE APOYO DE OFICINA Y OTRAS ACTIVIDADES DE APOYO A LAS EMPRESAS,
157,ATENCIÓN INTEGRAL EN CENTRO DE DESARROLLO INFANTIL,"REALIZAR LA ATENCIÓN INTEGRAL (CUIDADO, DESARROLLO Y APRENDIZAJE) DE NIÑOS DE 12 A 36 MESES DE EDAD EN LOS CENTROS DE DESARROLLO INFANTIL (CDI); PROMOVIENDO ACCIONES DE PROTECCIÓN DE ACUERDO A LOS LINEAMIENTOS ESTABLECIDO EN LA NORMATIVA VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,
158,ATENCIÓN INTEGRAL EN LA MODALIDAD CRECIENDO CON NUESTROS HIJOS (CNH),"BRINDAR CONSEJERÍA FAMILIAR, PROMOVIENDO LA PROTECCIÓN INTEGRAL DE MUJERES GESTANTES, NIÑOS DE 0 A 36 MESES DE EDAD DE CONFORMIDAD A LA NORMATIVA VIGENTE",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,
159,COORDINACIÓN EN CENTROS DE DESARROLLO INFANTIL,"DIRIGIR LAS ACTIVIDADES DEL CENTRO DE DESARROLLO INFANTIL, PROMOVIENDO ACCIONES DE PROTECCIÓN, CUIDADO Y DESARROLLO INTEGRAL DE NIÑOS DE 0 A 36 MESES DE EDAD Y FAMILIAS DE ACUERDO A LO ESTABLECIDO EN LA NORMATIVA VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,
160,OPERACIONES ARCHIVÍSTICAS/ ADMINISTRACIÓN DE ARCHIVOS,ADMINISTRAR LA INFORMACIÓN MANUAL O AUTOMATIZADA DE LA GESTIÓN DOCUMENTAL Y ARCHIVO DE ACUERDO A NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIOS,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS ACTIVIDADES CULTURALES",
161,GESTIÓN DE TURISMO RURAL,"GESTIONAR LAS OPERACIONES TURÍSTICAS EN ESPACIOS RURALES Y COMUNITARIOS DE ACUERDO A LAS NORMAS BÁSICAS DE SEGURIDAD, HIGIENE, SOCIOCULTURAL, POLITICO Y AMBIENTAL",TURISMO Y ALIMENTACIÓN,"ACTIVIDADES DE AGENCIAS DE VIAJES, OPERADORES TURÍSTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS",
162,OPERACIONES DE LAVANDERÍA Y ROPERÍA,"REALIZAR EL LAVADO, SECADO, PLANCHADO Y ARREGLO DE LA LENCERIA / MANTELERÍA Y PRENDAS DE LOS CLIENTES, APLICANDO LAS NORMAS DE SEGURIDAD E HIGIENE ESTABLECIDAS DE ACUERDO A LA NORMATIVA VIGENTE",TURISMO Y ALIMENTACIÓN,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES,
163,OPERACIONES EN TURISMO EMISIVO,"PROCESAR PAQUETES DE SERVICIO TURÍSTICO INTERNACIONAL CONTRATADO, DE ACUERDO A LOS PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA VIGENTE",TURISMO Y ALIMENTACIÓN,"ACTIVIDADES DE AGENCIAS DE VIAJES, OPERADORES TURÍSTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS",
164,SUPERVISIÓN DE LIMPIEZA DE HABITACIONES Y ÁREAS DE CIRCULACIÓN,SUPERVISAR LA LIMPIEZA Y ARREGLO DE HABITACIONES Y ÁREAS DECIRCULACIÓN DEL ESTABLECIMIENTO DE ACUERDO A LOS PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA VIGENTE,TURISMO Y ALIMENTACIÓN,ACTIVIDADES DE ALOJAMIENTO,
165,PREPARACIÓN GASTRONÓMICA DE PANADERÍA,"ELABORAR DIFERENTES TIPOS DE PRODUCTOS DE PANADERÍA DE ACUERDO A NORMAS DE SEGURIDAD Y SALUD OCUPACIONAL, BUENAS PRÁCTICAS DE MANUFACTURA Y REQUERIMIENTOS ESTABLECIDOS",TRANSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA),ELABORACIÓN DE PRODUCTOS ALIMENTICIOS,
166,PREPARACIÓN GASTRONÓMICAS DE PASTELERÍA,"ELABORAR PRODUCTOS PASTELEROS DE ACUERDO A NORMAS DE SEGURIDAD Y SALUD OCUPACIONAL, BUENAS PRÁCTICAS DE MANUFACTURA Y REQUERIMIENTOS ESTABLECIDOS",TRANSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA),ELABORACIÓN DE PRODUCTOS ALIMENTICIOS,
167,ACTIVIDADES DE LIMPIEZA Y ARREGLO DE ÁREAS DE ALOJAMIENTO,"EFECTUAR EL PROCESO DE LIMPIEZA Y ARREGLO DE HABITACIONES Y SU ENTORNO ADYACENTE EN ESTABLECIMIENTOS DE ALOJAMIENTO, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMAS DE HIGIENE, SALUD Y SEGURIDAD EN EL TRABAJO",TURISMO Y ALIMENTACIÓN,ACTIVIDADES DE ALOJAMIENTO,
