"canton","provincia","id_fact_oc_rs","id_razon_social","id_fecha","volumen_porcentaje_asistencia","dia","volumen_ganancias","fecha","razon_social","estado","tipo_razon_social","fecha_resolucion","volumen_cap_cer","volumen_horas","total_cursos","mes","anio","prediction(volumen_ganancias)"
"guayaquil","guayas",217.0,66.0,6.0,0.0,1.0,316639.80000000005,"01-02-2019","altitudevm marketing digital cia.ltda.","calificado","operador de capacitación","23-05-2021",1146.0,34380.0,2.0,2.0,2019.0,316639.80000000005
"latacunga","cotopaxi",221.0,665.0,6.0,0.0,31.0,211101.2,"31-12-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",432.0,4970.0,3.0,12.0,2021.0,211101.2
"latacunga","cotopaxi",221.0,665.0,6.0,0.0,1.0,211101.2,"01-02-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",432.0,4970.0,3.0,2.0,2019.0,211101.2
"latacunga","cotopaxi",219.0,665.0,3.0,0.0,31.0,17000.0,"31-12-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",68.0,408.0,1.0,12.0,2018.0,17000.0
"latacunga","cotopaxi",219.0,665.0,3.0,0.0,1.0,17000.0,"01-01-2022","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",68.0,408.0,1.0,1.0,2022.0,17000.0
"latacunga","cotopaxi",220.0,665.0,4.0,0.0,31.0,13697.28,"31-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",18.0,288.0,1.0,12.0,2019.0,13697.28
"latacunga","cotopaxi",220.0,665.0,4.0,0.0,1.0,13697.28,"01-02-2017","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",18.0,288.0,1.0,2.0,2017.0,13697.28
"quito","pichincha",227.0,680.0,6.0,0.0,31.0,286235.71777777764,"31-12-2021","eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",1792.0,41629.0,12.0,12.0,2021.0,286235.71777777764
"quito","pichincha",227.0,680.0,6.0,0.0,1.0,286235.71777777764,"01-02-2019","eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",1792.0,41629.0,12.0,2.0,2019.0,286235.71777777764
"quito","pichincha",226.0,680.0,4.0,0.0,31.0,6642.09333333333,"31-12-2019","eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",46.0,966.0,2.0,12.0,2019.0,6415.18952380952
"quito","pichincha",226.0,680.0,4.0,0.0,1.0,6642.09333333333,"01-02-2017","eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",46.0,966.0,2.0,2.0,2017.0,6415.18952380952
"quito","pichincha",228.0,681.0,6.0,0.0,31.0,4950.628571428568,"31-12-2021","egae estrategia gestion alimentaria empresarial s.a.","calificado","operador de capacitación","15-10-2021",18.0,720.0,3.0,12.0,2021.0,4950.628571428568
"quito","pichincha",228.0,681.0,6.0,0.0,1.0,4950.628571428568,"01-02-2019","egae estrategia gestion alimentaria empresarial s.a.","calificado","operador de capacitación","15-10-2021",18.0,720.0,3.0,2.0,2019.0,4950.628571428568
"quito","pichincha",233.0,737.0,6.0,0.0,31.0,15072.996825396818,"31-12-2021","escuela profesional y tecnica codadepro c.a.","calificado","operador de capacitación","29-09-2021",79.0,3160.0,2.0,12.0,2021.0,15296.886560846551
"quito","pichincha",233.0,737.0,6.0,0.0,1.0,15072.996825396818,"01-02-2019","escuela profesional y tecnica codadepro c.a.","calificado","operador de capacitación","29-09-2021",79.0,3160.0,2.0,2.0,2019.0,15296.886560846551
"francisco de orellana","sin provincia",235.0,764.0,6.0,0.0,31.0,5500.69841269841,"31-12-2021","estrella castro sebastian benigno","calificado","operador de capacitación","27-07-2021",100.0,800.0,1.0,12.0,2021.0,5500.69841269841
"francisco de orellana","sin provincia",235.0,764.0,6.0,0.0,1.0,5500.69841269841,"01-02-2019","estrella castro sebastian benigno","calificado","operador de capacitación","27-07-2021",100.0,800.0,1.0,2.0,2019.0,5500.69841269841
"guayaquil","guayas",236.0,768.0,6.0,0.0,31.0,36200.96,"31-12-2021","f&e ecuatoriana s.a.","calificado","operador de capacitación","28-12-2021",110.0,10112.0,4.0,12.0,2021.0,36200.96
"guayaquil","guayas",236.0,768.0,6.0,0.0,1.0,36200.96,"01-02-2019","f&e ecuatoriana s.a.","calificado","operador de capacitación","28-12-2021",110.0,10112.0,4.0,2.0,2019.0,36200.96
"quito","pichincha",248.0,829.0,6.0,0.0,31.0,489782.08,"31-12-2021","fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",1891.0,45366.0,10.0,12.0,2021.0,489782.08
"quito","pichincha",248.0,829.0,6.0,0.0,1.0,489782.08,"01-02-2019","fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",1891.0,45366.0,10.0,2.0,2019.0,489782.08
"quito","pichincha",247.0,829.0,4.0,0.0,31.0,123822.64,"31-12-2019","fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",481.0,10932.0,10.0,12.0,2019.0,123822.64
"quito","pichincha",247.0,829.0,4.0,0.0,1.0,123822.64,"01-02-2017","fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",481.0,10932.0,10.0,2.0,2017.0,123822.64
"guayaquil","guayas",249.0,834.0,6.0,0.0,31.0,9500.0,"31-12-2021","fundacion benefica accion solidaria","calificado","operador de capacitación","9/11/2021",38.0,228.0,2.0,12.0,2021.0,9500.0
"guayaquil","guayas",249.0,834.0,6.0,0.0,1.0,9500.0,"01-02-2019","fundacion benefica accion solidaria","calificado","operador de capacitación","9/11/2021",38.0,228.0,2.0,2.0,2019.0,9500.0
"quito","pichincha",250.0,84.0,6.0,0.0,31.0,528.6,"31-12-2021","anaya centro de formacion style & beauty care","calificado","operador de capacitación","23-05-2021",1.0,30.0,1.0,12.0,2021.0,462.92591269841273
"quito","pichincha",250.0,84.0,6.0,0.0,1.0,528.6,"01-02-2019","anaya centro de formacion style & beauty care","calificado","operador de capacitación","23-05-2021",1.0,30.0,1.0,2.0,2019.0,462.92591269841273
"quito","pichincha",253.0,844.0,6.0,0.0,31.0,83347.90000000001,"31-12-2021","fundacion criterium","calificado","operador de capacitación","29-03-2021",236.0,2460.0,6.0,12.0,2021.0,83347.90000000001
"quito","pichincha",253.0,844.0,6.0,0.0,1.0,83347.90000000001,"01-02-2019","fundacion criterium","calificado","operador de capacitación","29-03-2021",236.0,2460.0,6.0,2.0,2019.0,83347.90000000001
"latacunga","cotopaxi",255.0,847.0,6.0,0.0,31.0,249272.0,"31-12-2021","fundacion de desarrollo humano y social latacu","calificado","operador de capacitación","9/11/2021",1336.0,123280.0,9.0,12.0,2021.0,249272.0
"latacunga","cotopaxi",255.0,847.0,6.0,0.0,1.0,249272.0,"01-02-2019","fundacion de desarrollo humano y social latacu","calificado","operador de capacitación","9/11/2021",1336.0,123280.0,9.0,2.0,2019.0,249272.0
"guayaquil","guayas",256.0,849.0,6.0,0.0,31.0,156280.9657142857,"31-12-2021","fundacion de la gente de mar","calificado","operador de capacitación","6/10/2021",1930.0,23130.0,10.0,12.0,2021.0,156280.9657142857
"guayaquil","guayas",256.0,849.0,6.0,0.0,1.0,156280.9657142857,"01-02-2019","fundacion de la gente de mar","calificado","operador de capacitación","6/10/2021",1930.0,23130.0,10.0,2.0,2019.0,156280.9657142857
"guayaquil","guayas",257.0,851.0,6.0,0.0,31.0,1217.1999999999998,"31-12-2021","fundacion ecuador","calificado","operador de capacitación","21-10-2021",17.0,340.0,1.0,12.0,2021.0,1217.1999999999998
"guayaquil","guayas",257.0,851.0,6.0,0.0,1.0,1217.1999999999998,"01-02-2019","fundacion ecuador","calificado","operador de capacitación","21-10-2021",17.0,340.0,1.0,2.0,2019.0,1217.1999999999998
"rumiñahui","pichincha",258.0,854.0,6.0,0.0,31.0,11174.4,"31-12-2021","fundacion emprender el futuro","calificado","operador de capacitación","20-07-2021",96.0,3840.0,2.0,12.0,2021.0,11174.4
"rumiñahui","pichincha",258.0,854.0,6.0,0.0,1.0,11174.4,"01-02-2019","fundacion emprender el futuro","calificado","operador de capacitación","20-07-2021",96.0,3840.0,2.0,2.0,2019.0,11174.4
"guayaquil","guayas",259.0,863.0,6.0,0.0,31.0,260971.92,"31-12-2021","fundacion rio guayas","calificado","operador de capacitación","15-10-2021",1833.0,21996.0,34.0,12.0,2021.0,260971.92
"guayaquil","guayas",259.0,863.0,6.0,0.0,1.0,260971.92,"01-02-2019","fundacion rio guayas","calificado","operador de capacitación","15-10-2021",1833.0,21996.0,34.0,2.0,2019.0,260971.92
"cayambe","pichincha",260.0,868.0,6.0,0.0,31.0,168966.64,"31-12-2021","fundacion tainate huasi","calificado","operador de capacitación","14-12-2021",33.0,7332.0,2.0,12.0,2021.0,168966.64
"cayambe","pichincha",260.0,868.0,6.0,0.0,1.0,168966.64,"01-02-2019","fundacion tainate huasi","calificado","operador de capacitación","14-12-2021",33.0,7332.0,2.0,2.0,2019.0,168966.64
"quito","pichincha",264.0,871.0,6.0,0.0,31.0,297407.2,"31-12-2021","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",287.0,22296.0,7.0,12.0,2021.0,297407.2
"quito","pichincha",264.0,871.0,6.0,0.0,1.0,297407.2,"01-02-2019","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",287.0,22296.0,7.0,2.0,2019.0,297407.2
"quito","pichincha",262.0,871.0,3.0,0.0,31.0,98519.31428571428,"31-12-2018","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",101.0,7446.0,5.0,12.0,2018.0,98519.31428571428
"quito","pichincha",262.0,871.0,3.0,0.0,1.0,98519.31428571428,"01-01-2022","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",101.0,7446.0,5.0,1.0,2022.0,98519.31428571428
"quito","pichincha",263.0,871.0,4.0,0.0,31.0,49095.2,"31-12-2019","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",37.0,2844.0,2.0,12.0,2019.0,49095.2
"quito","pichincha",263.0,871.0,4.0,0.0,1.0,49095.2,"01-02-2017","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",37.0,2844.0,2.0,2.0,2017.0,49095.2
"portoviejo","manabi",265.0,876.0,6.0,0.0,31.0,500.0,"31-12-2021","funpipe","calificado","operador de capacitación","22-12-2021",2.0,12.0,1.0,12.0,2021.0,500.0
"portoviejo","manabi",265.0,876.0,6.0,0.0,1.0,500.0,"01-02-2019","funpipe","calificado","operador de capacitación","22-12-2021",2.0,12.0,1.0,2.0,2019.0,500.0
"quito","pichincha",266.0,899.0,6.0,0.0,31.0,240655.55555555545,"31-12-2021","garcia villamarin marcia soledad","calificado","operador de capacitación","15-12-2021",261.0,35000.0,3.0,12.0,2021.0,240655.55555555545
"quito","pichincha",266.0,899.0,6.0,0.0,1.0,240655.55555555545,"01-02-2019","garcia villamarin marcia soledad","calificado","operador de capacitación","15-12-2021",261.0,35000.0,3.0,2.0,2019.0,240655.55555555545
"quito","pichincha",270.0,908.0,6.0,0.0,31.0,184523.28000000003,"31-12-2021","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",349.0,2912.0,6.0,12.0,2021.0,184523.28000000003
"quito","pichincha",270.0,908.0,6.0,0.0,1.0,184523.28000000003,"01-02-2019","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",349.0,2912.0,6.0,2.0,2019.0,184523.28000000003
"quito","pichincha",268.0,908.0,3.0,0.0,31.0,47056.08,"31-12-2018","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",89.0,732.0,3.0,12.0,2018.0,47056.08
"quito","pichincha",268.0,908.0,3.0,0.0,1.0,47056.08,"01-01-2022","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",89.0,732.0,3.0,1.0,2022.0,47056.08
"quito","pichincha",269.0,908.0,4.0,0.0,31.0,142225.68,"31-12-2019","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",269.0,2308.0,4.0,12.0,2019.0,142225.68
"quito","pichincha",269.0,908.0,4.0,0.0,1.0,142225.68,"01-02-2017","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",269.0,2308.0,4.0,2.0,2017.0,142225.68
"quito","pichincha",271.0,913.0,6.0,0.0,31.0,1815.2304761904752,"31-12-2021","get total getcons cia.ltda.","calificado","operador de capacitación","14-10-2021",11.0,264.0,3.0,12.0,2021.0,3105.4133333333325
"quito","pichincha",271.0,913.0,6.0,0.0,1.0,1815.2304761904752,"01-02-2019","get total getcons cia.ltda.","calificado","operador de capacitación","14-10-2021",11.0,264.0,3.0,2.0,2019.0,3105.4133333333325
"latacunga","cotopaxi",274.0,943.0,6.0,0.0,31.0,1329847.7,"31-12-2021","granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",4776.0,73840.0,52.0,12.0,2021.0,1329847.7
"latacunga","cotopaxi",274.0,943.0,6.0,0.0,1.0,1329847.7,"01-02-2019","granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",4776.0,73840.0,52.0,2.0,2019.0,1329847.7
"latacunga","cotopaxi",273.0,943.0,4.0,0.0,31.0,26342.4,"31-12-2019","granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",56.0,2240.0,4.0,12.0,2019.0,26342.4
"latacunga","cotopaxi",273.0,943.0,4.0,0.0,1.0,26342.4,"01-02-2017","granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",56.0,2240.0,4.0,2.0,2017.0,26342.4
"riobamba","chimborazo",276.0,956.0,6.0,0.0,31.0,3004.0,"31-12-2021","gualli panchi silvana del rocio","calificado","operador de capacitación","29-11-2021",13.0,520.0,2.0,12.0,2021.0,3004.0
"riobamba","chimborazo",276.0,956.0,6.0,0.0,1.0,3004.0,"01-02-2019","gualli panchi silvana del rocio","calificado","operador de capacitación","29-11-2021",13.0,520.0,2.0,2.0,2019.0,3004.0
"pastaza","pastaza",280.0,984.0,6.0,0.0,31.0,85729.00000000001,"31-12-2021","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",16.0,2900.0,2.0,12.0,2021.0,85729.00000000001
"pastaza","pastaza",280.0,984.0,6.0,0.0,1.0,85729.00000000001,"01-02-2019","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",16.0,2900.0,2.0,2.0,2019.0,85729.00000000001
"pastaza","pastaza",278.0,984.0,3.0,0.0,31.0,99.0,"31-12-2018","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",9.0,900.0,1.0,12.0,2018.0,99.0
"pastaza","pastaza",278.0,984.0,3.0,0.0,1.0,99.0,"01-01-2022","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",9.0,900.0,1.0,1.0,2022.0,99.0
"pastaza","pastaza",279.0,984.0,4.0,0.0,31.0,66.0,"31-12-2019","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",6.0,600.0,1.0,12.0,2019.0,66.0
"pastaza","pastaza",279.0,984.0,4.0,0.0,1.0,66.0,"01-02-2017","guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",6.0,600.0,1.0,2.0,2017.0,66.0
"quito","pichincha",63.0,1452.0,3.0,0.0,31.0,87065.93904761903,"31-12-2018","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",290.0,5178.0,8.0,12.0,2018.0,87065.93904761903
"quito","pichincha",63.0,1452.0,3.0,0.0,1.0,87065.93904761903,"01-01-2022","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",290.0,5178.0,8.0,1.0,2022.0,87065.93904761903
"quito","pichincha",64.0,1452.0,7.0,0.0,31.0,3501.0095238095228,"31-12-2022","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",15.0,310.0,2.0,12.0,2022.0,3105.4133333333325
"quito","pichincha",64.0,1452.0,7.0,0.0,1.0,3501.0095238095228,"01-02-2020","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",15.0,310.0,2.0,2.0,2020.0,3105.4133333333325
"quito","pichincha",62.0,1452.0,2.0,0.0,31.0,528.72,"31-12-2017","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",1.0,8.0,1.0,12.0,2017.0,462.92591269841273
"quito","pichincha",62.0,1452.0,2.0,0.0,1.0,528.72,"01-01-2021","ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",1.0,8.0,1.0,1.0,2021.0,462.92591269841273
"ambato","tungurahua",84.0,1587.0,3.0,0.0,31.0,1250.0,"31-12-2018","nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",5.0,30.0,1.0,12.0,2018.0,1250.0
"ambato","tungurahua",84.0,1587.0,3.0,0.0,1.0,1250.0,"01-01-2022","nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",5.0,30.0,1.0,1.0,2022.0,1250.0
"ambato","tungurahua",85.0,1587.0,7.0,0.0,31.0,2500.0,"31-12-2022","nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",10.0,60.0,1.0,12.0,2022.0,2500.0
"ambato","tungurahua",85.0,1587.0,7.0,0.0,1.0,2500.0,"01-02-2020","nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",10.0,60.0,1.0,2.0,2020.0,2500.0
"quito","pichincha",111.0,188.0,3.0,0.0,31.0,4230.400000000001,"31-12-2018","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",8.0,320.0,1.0,12.0,2018.0,4230.400000000001
"quito","pichincha",111.0,188.0,3.0,0.0,1.0,4230.400000000001,"01-01-2022","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",8.0,320.0,1.0,1.0,2022.0,4230.400000000001
"quito","pichincha",113.0,188.0,7.0,0.0,31.0,14051.04,"31-12-2022","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",21.0,972.0,4.0,12.0,2022.0,14224.010000000002
"quito","pichincha",113.0,188.0,7.0,0.0,1.0,14051.04,"01-02-2020","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",21.0,972.0,4.0,2.0,2020.0,14224.010000000002
"quito","pichincha",112.0,188.0,4.0,0.0,31.0,3701.6,"31-12-2019","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",7.0,280.0,1.0,12.0,2019.0,2517.3629629629622
"quito","pichincha",112.0,188.0,4.0,0.0,1.0,3701.6,"01-02-2017","ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",7.0,280.0,1.0,2.0,2017.0,2517.3629629629622
"guayaquil","guayas",139.0,2114.0,3.0,0.0,31.0,212709.0,"31-12-2018","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",70.0,14700.0,2.0,12.0,2018.0,212709.0
"guayaquil","guayas",139.0,2114.0,3.0,0.0,1.0,212709.0,"01-01-2022","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",70.0,14700.0,2.0,1.0,2022.0,212709.0
"guayaquil","guayas",140.0,2114.0,7.0,0.0,31.0,401108.4,"31-12-2022","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",132.0,27720.0,2.0,12.0,2022.0,401108.4
"guayaquil","guayas",140.0,2114.0,7.0,0.0,1.0,401108.4,"01-02-2020","valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",132.0,27720.0,2.0,2.0,2020.0,401108.4
"cuenca","azuay",205.0,564.0,3.0,2.145454545454545,31.0,4059.2,"31-12-2018","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",118.0,4720.0,3.0,12.0,2018.0,4059.2
"cuenca","azuay",205.0,564.0,3.0,2.145454545454545,1.0,4059.2,"01-01-2022","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",118.0,4720.0,3.0,1.0,2022.0,4059.2
"cuenca","azuay",207.0,564.0,7.0,3.6,31.0,6811.2,"31-12-2022","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",198.0,7920.0,7.0,12.0,2022.0,6811.2
"cuenca","azuay",207.0,564.0,7.0,3.6,1.0,6811.2,"01-02-2020","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",198.0,7920.0,7.0,2.0,2020.0,6811.2
"cuenca","azuay",206.0,564.0,4.0,1.581818181818182,31.0,2992.8,"31-12-2019","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",87.0,3480.0,3.0,12.0,2019.0,2992.8
"cuenca","azuay",206.0,564.0,4.0,1.581818181818182,1.0,2992.8,"01-02-2017","corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",87.0,3480.0,3.0,2.0,2017.0,2992.8
"quito","pichincha",222.0,673.0,3.0,0.0,31.0,4263.041269841267,"31-12-2018","ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",31.0,620.0,2.0,12.0,2018.0,4263.041269841267
"quito","pichincha",222.0,673.0,3.0,0.0,1.0,4263.041269841267,"01-01-2022","ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",31.0,620.0,2.0,1.0,2022.0,4263.041269841267
"quito","pichincha",223.0,673.0,7.0,0.0,31.0,14095.539682539677,"31-12-2022","ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",105.0,2050.0,4.0,12.0,2022.0,15296.886560846551
"quito","pichincha",223.0,673.0,7.0,0.0,1.0,14095.539682539677,"01-02-2020","ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",105.0,2050.0,4.0,2.0,2020.0,15296.886560846551
"quito","pichincha",230.0,731.0,3.0,0.0,31.0,277352.8,"31-12-2018","escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",1280.0,12800.0,16.0,12.0,2018.0,277352.8
"quito","pichincha",230.0,731.0,3.0,0.0,1.0,277352.8,"01-01-2022","escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",1280.0,12800.0,16.0,1.0,2022.0,277352.8
"quito","pichincha",231.0,731.0,4.0,0.0,31.0,710.0999999999999,"31-12-2019","escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",4.0,40.0,4.0,12.0,2019.0,710.0999999999999
"quito","pichincha",231.0,731.0,4.0,0.0,1.0,710.0999999999999,"01-02-2017","escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",4.0,40.0,4.0,2.0,2017.0,710.0999999999999
"latacunga","cotopaxi",238.0,773.0,3.0,0.0,31.0,22067.84,"31-12-2018","fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",29.0,232.0,1.0,12.0,2018.0,22067.84
"latacunga","cotopaxi",238.0,773.0,3.0,0.0,1.0,22067.84,"01-01-2022","fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",29.0,232.0,1.0,1.0,2022.0,22067.84
"latacunga","cotopaxi",239.0,773.0,7.0,0.0,31.0,690544.433015873,"31-12-2022","fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",1315.0,19196.0,4.0,12.0,2022.0,690544.433015873
"latacunga","cotopaxi",239.0,773.0,7.0,0.0,1.0,690544.433015873,"01-02-2020","fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",1315.0,19196.0,4.0,2.0,2020.0,690544.433015873
"santo domingo","santo domingo de los tsachilas",244.0,816.0,3.0,0.0,31.0,714.56,"31-12-2018","formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",11.0,88.0,1.0,12.0,2018.0,714.56
"santo domingo","santo domingo de los tsachilas",244.0,816.0,3.0,0.0,1.0,714.56,"01-01-2022","formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",11.0,88.0,1.0,1.0,2022.0,714.56
"santo domingo","santo domingo de los tsachilas",245.0,816.0,7.0,0.0,31.0,356392.4,"31-12-2022","formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",322.0,2756.0,4.0,12.0,2022.0,356392.4
"santo domingo","santo domingo de los tsachilas",245.0,816.0,7.0,0.0,1.0,356392.4,"01-02-2020","formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",322.0,2756.0,4.0,2.0,2020.0,356392.4
"guayaquil","guayas",4.0,1038.0,7.0,0.0,31.0,867876.0,"31-12-2022","imporvalor s.a.","calificado","operador de capacitación","26-04-2022",310.0,37200.0,1.0,12.0,2022.0,867876.0
"guayaquil","guayas",4.0,1038.0,7.0,0.0,1.0,867876.0,"01-02-2020","imporvalor s.a.","calificado","operador de capacitación","26-04-2022",310.0,37200.0,1.0,2.0,2020.0,867876.0
"pillaro","sin provincia",6.0,1058.0,7.0,0.0,31.0,8750.0,"31-12-2022","instituto de capacitacion tecnico profesional atlanticoquito c.l.","calificado","operador de capacitación","4/5/2022",35.0,210.0,1.0,12.0,2022.0,8750.0
"pillaro","sin provincia",6.0,1058.0,7.0,0.0,1.0,8750.0,"01-02-2020","instituto de capacitacion tecnico profesional atlanticoquito c.l.","calificado","operador de capacitación","4/5/2022",35.0,210.0,1.0,2.0,2020.0,8750.0
"guayaquil","guayas",8.0,1063.0,7.0,0.0,31.0,493054.5,"31-12-2022","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",674.0,36950.0,6.0,12.0,2022.0,493054.5
"guayaquil","guayas",8.0,1063.0,7.0,0.0,1.0,493054.5,"01-02-2020","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",674.0,36950.0,6.0,2.0,2020.0,493054.5
"guayaquil","guayas",7.0,1063.0,4.0,0.0,31.0,67111.2,"31-12-2019","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",38.0,3280.0,3.0,12.0,2019.0,67111.2
"guayaquil","guayas",7.0,1063.0,4.0,0.0,1.0,67111.2,"01-02-2017","instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",38.0,3280.0,3.0,2.0,2017.0,67111.2
"quito","pichincha",9.0,1067.0,7.0,0.0,31.0,32413.08571428569,"31-12-2022","instituto superior de tecnologias apropiadas - insta","calificado","operador de capacitación","8/8/2022",52.0,9360.0,2.0,12.0,2022.0,32413.08571428569
"quito","pichincha",9.0,1067.0,7.0,0.0,1.0,32413.08571428569,"01-02-2020","instituto superior de tecnologias apropiadas - insta","calificado","operador de capacitación","8/8/2022",52.0,9360.0,2.0,2.0,2020.0,32413.08571428569
"latacunga","cotopaxi",10.0,1119.0,7.0,0.0,31.0,110756.0,"31-12-2022","instituto superior tecnológico cotopaxi","calificado","operador de capacitación","4/10/2022",195.0,7800.0,3.0,12.0,2022.0,110756.0
"latacunga","cotopaxi",10.0,1119.0,7.0,0.0,1.0,110756.0,"01-02-2020","instituto superior tecnológico cotopaxi","calificado","operador de capacitación","4/10/2022",195.0,7800.0,3.0,2.0,2020.0,110756.0
"azogues","cañar",13.0,1157.0,7.0,0.0,31.0,19780.8,"31-12-2022","instituto superior tecnológico luis rogerio gonzález","calificado","operador de capacitación","27-06-2022",26.0,1040.0,1.0,12.0,2022.0,19780.8
"azogues","cañar",13.0,1157.0,7.0,0.0,1.0,19780.8,"01-02-2020","instituto superior tecnológico luis rogerio gonzález","calificado","operador de capacitación","27-06-2022",26.0,1040.0,1.0,2.0,2020.0,19780.8
