id_fact_ci_rs,id_razon_social,id_fecha,total_cursos,prediction_total_cursos,volumen_cap,prediction_volumen_cap,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias
536.0,612.0,6.0,2.0,1.944245856101112,6.0,6.0,216.0,216.0,364.0,442.9736144642229
537.0,625.0,6.0,1.0,1.0073353300053678,1.0,1.0,8.0,8.0,20.0,42.34281338256551
539.0,628.0,6.0,1.0,1.2903650116045138,16.0,16.0,128.0,128.0,880.1117460317455,1619.0371782283182
542.0,635.0,6.0,2.0,1.9309928506249672,84.0,84.0,3360.0,3360.0,14173.6,11388.726467936009
543.0,637.0,6.0,1.0,1.0682289032106165,16.0,16.0,256.0,256.0,1760.223492063491,1562.2862785856123
544.0,64.0,6.0,1.0,1.0623019612489553,2.0,2.0,80.0,80.0,150.39999999999998,453.0892860392924
545.0,641.0,6.0,1.0,1.0739024790732183,24.0,24.0,960.0,960.0,4320.0,3979.182431171357
546.0,642.0,6.0,1.0,1.3618108133509632,19.0,19.0,304.0,304.0,948.48,2202.777085254609
547.0,643.0,6.0,1.0,1.091063907605054,5.0,5.0,200.0,200.0,700.0,668.6903459529276
548.0,645.0,6.0,1.0,1.2317351174228643,32.0,32.0,1280.0,1280.0,1433.6,5193.63204790157
550.0,651.0,6.0,1.0,1.08201325314301,17.0,17.0,272.0,272.0,6128.16,2444.629275510728
551.0,652.0,6.0,1.0,1.059750426119059,4.0,4.0,128.0,128.0,674.56,568.7960857252474
552.0,656.0,6.0,2.0,2.3463283257651493,211.0,211.0,2680.0,2680.0,27850.0,32582.17073833448
555.0,661.0,6.0,1.0,1.1562861711304104,20.0,20.0,640.0,640.0,7212.799999999999,5676.910453884571
556.0,67.0,6.0,1.0,1.205987044972495,22.0,22.0,880.0,880.0,1540.0,3740.5472859839792
557.0,69.0,6.0,1.0,1.2607533208124333,43.0,43.0,1032.0,1032.0,340.56,5100.625328014314
559.0,705.0,6.0,2.0,1.2102438760070764,38.0,38.0,1424.0,1424.0,6793.92,5466.912211666524
562.0,716.0,6.0,2.0,2.0978186793736096,582.0,582.0,14128.0,14128.0,4930.24,11346.338013021916
563.0,73.0,6.0,1.0,1.141411690181918,3.0,3.0,120.0,120.0,1081.1999999999998,619.6918441752787
564.0,746.0,6.0,3.0,2.7515512739177903,96.0,96.0,2712.0,2712.0,11742.96,9592.555107782304
565.0,748.0,6.0,1.0,1.0709833976129413,89.0,89.0,3560.0,3560.0,13350.0,13431.228491733493
566.0,752.0,6.0,4.0,4.085250913175493,556.0,556.0,22096.0,22096.0,171242.88,171281.75306758162
567.0,753.0,6.0,1.0,1.44954983616342,18.0,18.0,288.0,288.0,2013.12,2287.6613476375933
568.0,759.0,6.0,2.0,2.024405871327396,85.0,85.0,2536.0,2398.6666666666665,5755.759999999999,9242.923651943624
570.0,769.0,6.0,1.0,1.003081936726154,5.0,5.0,120.0,120.0,657.6,668.6903459529276
572.0,775.0,6.0,1.0,1.4016499733392958,7.0,7.666666666666667,224.0,288.0,969.92,1053.350380132615
573.0,776.0,6.0,1.0,1.03339954840019,7.0,7.0,224.0,224.0,2524.48,1774.8564735750551
574.0,779.0,6.0,1.0,1.543762889209098,92.0,92.0,3680.0,3600.0,11040.0,11355.88674951595
576.0,79.0,6.0,1.0,0.9991472069459416,1.0,1.0,40.0,40.0,275.03492063492047,376.6016470889445
577.0,794.0,6.0,1.0,0.8225954880808568,130.0,130.0,5200.0,5200.0,35754.53968253966,35808.373072455346
578.0,804.0,6.0,1.0,0.9093609664400684,102.0,102.0,4080.0,4080.0,6976.8,7507.28727615875
584.0,83.0,6.0,2.0,1.9767080169972144,50.0,50.0,1104.0,1104.0,7590.963809523805,7776.959257076203
585.0,86.0,6.0,1.0,1.2633873036270198,28.0,28.0,896.0,896.0,8117.76,5837.12884230417
587.0,881.0,6.0,1.0,1.1590847381544118,14.0,14.0,336.0,336.0,1246.56,997.1783388952608
588.0,883.0,6.0,2.0,1.762866573752468,68.0,68.0,1280.0,2398.6666666666665,8057.6,8354.155871639668
589.0,884.0,6.0,1.0,1.0015816286090522,2.0,2.0,80.0,80.0,89.60000000000001,663.3619057039614
590.0,885.0,6.0,2.0,1.8587906848501696,15.0,15.0,352.0,352.0,2420.307301587301,1862.376069257676
591.0,891.0,6.0,1.0,1.0073353300053678,1.0,1.0,16.0,16.0,26.72,42.34281338256551
592.0,902.0,6.0,4.0,3.968416665317797,977.0,977.0,25400.0,25400.0,17708.399999999998,24537.5036588597
593.0,906.0,6.0,1.0,1.2516348207231895,17.0,17.0,408.0,520.0,2864.16,2316.1548934082384
594.0,910.0,6.0,1.0,1.03998494010964,4.0,4.0,160.0,160.0,673.6,568.7960857252474
597.0,925.0,6.0,1.0,1.4159011558753956,38.0,38.0,608.0,608.0,200.64,4110.53664774698
599.0,929.0,6.0,1.0,1.2993398127095823,3.0,3.0,96.0,72.0,628.8,500.9484905104037
600.0,930.0,6.0,2.0,1.4424982240147766,12.0,12.0,416.0,416.0,1275.52,1597.1790328125353
602.0,937.0,6.0,1.0,1.00808816101469,412.0,412.0,6592.0,6592.0,45325.75492063489,46082.23209478957
604.0,942.0,6.0,4.0,4.0639200571995175,412.0,412.0,16480.0,16480.0,226220.8,220817.4217611241
605.0,945.0,6.0,3.0,3.0085864639795328,532.0,532.0,20320.0,20320.0,139717.7396825396,141463.58457669494
606.0,946.0,6.0,3.0,1.7114432160146644,8.0,8.0,200.0,209.1428571428572,1140.8,1069.6633342604036
608.0,952.0,6.0,1.0,1.023860266980115,2.0,2.0,16.0,21.33333333333333,336.96,338.1214031080599
609.0,961.0,6.0,3.0,2.285065232687408,21.0,21.0,840.0,840.0,1244.8,1437.7583171228762
610.0,965.0,6.0,3.0,2.905519057884681,355.0,355.0,14200.0,14200.0,84105.09206349202,89313.87554928538
612.0,97.0,6.0,1.0,1.0844735942923545,10.0,10.0,160.0,160.0,3604.8,1610.669563064992
613.0,970.0,6.0,1.0,1.2680388102876132,84.0,84.0,3360.0,3360.0,5040.0,4611.664210448682
614.0,971.0,6.0,5.0,4.684529177271521,153.0,153.0,3408.0,4688.0,25959.84,26476.144916648685
615.0,972.0,6.0,1.0,1.1940101648023993,98.0,98.0,3920.0,3920.0,16503.2,18124.888994107663
616.0,974.0,6.0,3.0,2.5290473764348245,36.0,36.0,1248.0,1229.3333333333333,4700.16,5218.844146976888
617.0,977.0,6.0,1.0,0.8411337162783421,27.0,27.0,216.0,216.0,540.0,2991.456322620332
618.0,979.0,6.0,1.0,1.4007948756829829,19.0,19.0,304.0,304.0,2090.265396825396,3255.540275185078
620.0,980.0,6.0,2.0,1.4800489768740372,87.0,87.0,1696.0,2398.6666666666665,14660.8,11757.28421569866
621.0,982.0,6.0,2.0,2.0488146221077623,401.0,401.0,8720.0,8720.0,59957.61269841266,60749.63870818791
622.0,985.0,6.0,1.0,1.014049497748125,1.0,1.0,16.0,16.0,110.0139682539682,325.3732341627474
623.0,986.0,6.0,2.0,1.335050046991888,2.0,2.333333333333333,80.0,56.0,140.0,354.32312429946614
625.0,99.0,6.0,1.0,1.3400509276784542,67.0,67.0,536.0,536.0,3685.467936507934,7311.669578502595
2.0,1002.0,5.0,2.0,2.1090174946989246,144.0,144.0,4632.0,4632.0,11960.656507936505,15578.953781912744
7.0,1018.0,5.0,1.0,1.0266004436075271,2.0,2.0,80.0,74.66666666666667,419.2000000000001,382.261880765378
30.0,1258.0,5.0,1.0,1.2471154397617066,235.0,235.0,9400.0,9400.0,39574.0,40160.7741037744
32.0,1265.0,5.0,1.0,1.0950552420494897,26.0,26.0,1040.0,1040.0,1955.2,3425.480655441701
42.0,1276.0,5.0,3.0,2.9154557937826904,542.0,542.0,21536.0,21536.0,107688.95999999998,110867.55910691497
73.0,1368.0,5.0,1.0,1.1053800563918013,2.0,2.0,32.0,32.0,220.0279365079364,826.1343134145136
79.0,1384.0,5.0,1.0,1.5220540706199936,84.0,84.0,3360.0,3536.0,3763.2,8829.006638298451
97.0,1436.0,5.0,2.0,2.0804836851502624,1216.0,1216.0,29264.0,29264.0,204911.28,227503.27412089583
113.0,1478.0,5.0,1.0,1.1518841747210682,495.0,485.6666666666667,19800.0,19800.0,103752.0,98800.1682115483
119.0,1487.0,5.0,5.0,5.06137711148947,158.0,158.0,2408.0,2408.0,16898.56253968253,18847.57757406932
120.0,1488.0,5.0,2.0,2.012408497560024,10.0,10.0,248.0,248.0,181.28,1730.689688454091
121.0,1490.0,5.0,1.0,1.1914129744936657,149.0,149.0,5960.0,5980.0,53997.600000000006,39161.07525123161
126.0,1510.0,5.0,1.0,1.0983341188061568,2.0,2.0,64.0,74.66666666666667,419.2,382.261880765378
161.0,1604.0,5.0,1.0,1.0452192817124124,4.0,4.0,160.0,160.0,673.6,596.7348421911593
171.0,1635.0,5.0,1.0,1.098948548630211,2.0,2.0,80.0,80.0,233.6,382.261880765378
180.0,1646.0,5.0,2.0,2.064371483439096,6.0,6.0,240.0,240.0,720.0,704.9790103535051
186.0,1657.0,5.0,2.0,1.3743566544385213,2.0,2.0,32.0,32.0,220.08,802.772810886323
210.0,1717.0,5.0,4.0,4.154546151422416,1524.0,1524.0,17376.0,17376.0,142206.79619047613,156209.88866862532
213.0,1723.0,5.0,1.0,1.0045438621477625,4.0,4.0,128.0,128.0,224.0,2376.362435172021
214.0,1725.0,5.0,1.0,1.0187750096215278,1.0,1.0,40.0,40.0,60.0,672.6511752704973
221.0,1744.0,5.0,2.0,1.987906069478846,56.0,56.0,1112.0,1112.0,7366.24,7386.47038407129
226.0,1754.0,5.0,1.0,1.173638670325523,6.0,6.0,240.0,240.0,451.19999999999993,-2178.8215326381032
229.0,176.0,5.0,1.0,1.182329176727286,46.0,46.0,736.0,736.0,7750.08,5117.970548878133
251.0,1807.0,5.0,1.0,1.036392785225395,1.0,1.0,40.0,40.0,176.4,292.87143577140523
261.0,1834.0,5.0,3.0,2.914653891840295,279.0,279.0,6648.0,6648.0,40265.52,33815.03261321288
266.0,1842.0,5.0,1.0,0.9763876205965754,6.0,6.0,48.0,48.0,1010.88,704.251382718503
283.0,1885.0,5.0,2.0,2.044662142424364,389.0,389.0,14256.0,14256.0,57175.68000000001,57926.32057031867
289.0,1897.0,5.0,1.0,1.1333663471182045,34.0,34.0,1360.0,1400.0,5725.6,5325.132031689107
296.0,191.0,5.0,3.0,3.0181677561413163,222.0,222.0,7488.0,7488.0,17375.36,-4206.066913039715
303.0,1917.0,5.0,2.0,1.76909433805347,24.0,24.0,960.0,960.0,2080.0,-3603.993491561443
305.0,1922.0,5.0,6.0,5.644490733814543,190.0,190.0,7552.0,7416.0,30121.76,39186.60490713891
311.0,1957.0,5.0,2.0,1.8432052688790248,17.0,17.0,168.0,168.0,2580.0419047619043,3414.87720961374
316.0,1980.0,5.0,4.0,4.056294076588507,164.0,164.0,6248.0,6248.0,14156.0,13792.939466203272
317.0,1984.0,5.0,1.0,1.0367133083259217,28.0,28.0,1120.0,1120.0,5600.0,5856.991028259217
320.0,1999.0,5.0,1.0,1.3711090834244497,9.0,9.0,360.0,380.0,1080.0,1321.8283884624834
321.0,20.0,5.0,5.0,3.657136256703303,94.0,94.0,3712.0,3536.0,10750.08,13245.885708803951
323.0,2003.0,5.0,3.0,2.9934760001969845,614.0,639.5,19472.0,19472.0,108444.72,107918.52949437375
325.0,2005.0,5.0,6.0,5.603008730865419,294.0,294.0,4512.0,4512.0,49533.12,49655.09513331828
331.0,2027.0,5.0,1.0,1.129421414616878,12.0,12.0,288.0,288.0,1920.96,1664.0810129742022
343.0,2049.0,5.0,6.0,6.569674196555731,4433.0,4433.0,141472.0,141472.0,746630.56,684382.1339193273
357.0,2104.0,5.0,1.0,1.0498909192051324,1.0,1.0,8.0,8.0,60.0,950.2869548301096
360.0,2110.0,5.0,1.0,1.0856870829943328,28.0,28.0,448.0,572.0,4717.44,3571.665238628804
371.0,2128.0,5.0,3.0,2.9807643180724663,182.0,182.0,7280.0,7416.0,20311.2,23386.54919918877
373.0,2131.0,5.0,3.0,3.068207610861442,1054.0,1054.0,42160.0,42160.0,103290.0,105105.75489100692
391.0,2180.0,5.0,1.0,1.083041156706691,41.0,41.0,1312.0,1312.0,14786.24,10798.889849970756
396.0,2195.0,5.0,3.0,3.142930734458765,150.0,150.0,6000.0,5980.0,25735.6,28661.646057734903
401.0,2210.0,5.0,3.0,2.849751585269565,665.0,639.5,25944.0,25944.0,127129.92,123006.32048281904
402.0,2213.0,5.0,1.0,1.028626715526094,166.0,166.0,3984.0,3984.0,3306.72,2010.2462815294853
406.0,2217.0,5.0,1.0,1.3707079010332346,5.0,5.0,80.0,80.0,1449.6,1352.5863964061136
410.0,2224.0,5.0,1.0,1.1188130778486776,39.0,39.0,1560.0,1540.0,6567.6,5660.995613346517
415.0,2232.0,5.0,1.0,1.204907660422101,29.0,29.0,696.0,572.0,4885.92,4146.353253612935
428.0,226.0,5.0,5.0,4.959688086729308,908.0,908.0,9160.0,9160.0,46773.69650793648,42631.81250378367
429.0,228.0,5.0,2.0,1.777650032620364,25.0,25.0,1000.0,1000.0,8000.0,5775.063260982453
435.0,245.0,5.0,1.0,1.07614776017224,2.0,2.0,32.0,32.0,220.0279365079364,815.2894782523508
446.0,275.0,5.0,1.0,1.540636781731315,336.0,336.0,8064.0,8064.0,37578.24,35899.056391640275
447.0,283.0,5.0,1.0,0.959463732528071,285.0,285.0,4560.0,4560.0,3784.8,6387.802583629906
454.0,298.0,5.0,2.0,1.872399261615079,455.0,485.6666666666667,16968.0,16968.0,44421.44,47232.4087205815
456.0,30.0,5.0,6.0,5.92909935845362,1288.0,1288.0,51520.0,51520.0,90150.0,175508.71582850692
463.0,32.0,5.0,1.0,1.173638670325523,6.0,6.0,240.0,240.0,420.0,-2178.8215326381032
469.0,354.0,5.0,3.0,2.949224227098035,507.0,485.6666666666667,19384.0,19384.0,80167.52,83631.57638367888
487.0,43.0,5.0,3.0,2.139271695292769,17.0,17.0,680.0,680.0,512.0,3074.126115093648
495.0,468.0,5.0,2.0,1.7372591928310397,32.0,32.0,1280.0,1280.0,3979.6,5262.548613796651
510.0,499.0,5.0,6.0,5.980653734998647,1455.0,1455.0,51728.0,51728.0,519495.3155555556,531494.5343099523
532.0,606.0,5.0,2.0,2.163221234905428,102.0,102.0,2736.0,2736.0,14440.782222222218,16035.87817771238
535.0,610.0,5.0,3.0,3.0805686182229475,168.0,168.0,3568.0,3568.0,24533.114920634904,22784.65385522944
538.0,627.0,5.0,2.0,1.8739357300532684,3.0,3.0,104.0,104.0,305.0209523809523,834.5396913985605
541.0,634.0,5.0,1.0,1.205042469281103,2.0,2.0,32.0,37.333333333333336,223.68,305.61960471671773
553.0,657.0,5.0,6.0,5.699653892273069,1162.0,1162.0,16760.0,16760.0,164898.96,170459.97527751204
569.0,763.0,5.0,1.0,1.070180719875658,226.0,226.0,5424.0,5424.0,81468.48000000001,73996.94849931699
571.0,77.0,5.0,2.0,2.0526628615961964,459.0,459.0,18360.0,18360.0,93444.8,91290.26304492232
583.0,825.0,5.0,1.0,1.052045829632767,14.0,14.0,224.0,224.0,1540.1955555555546,1878.530475566804
595.0,92.0,5.0,2.0,1.563837671883881,10.0,10.0,400.0,380.0,934.0,1161.5660755733843
607.0,950.0,5.0,3.0,2.9893480680393405,170.0,170.0,5840.0,5840.0,40155.09841269839,41427.22414502007
611.0,967.0,5.0,3.0,3.0188328960602813,101.0,101.0,2840.0,2840.0,15711.2,16790.03312338394
627.0,6.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
628.0,20.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
629.0,20.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
630.0,24.0,2142.0,0.0,2.119683807452453,0.0,126.0,0.0,4936.0,0.0,11763.61957586807
631.0,30.0,2143.0,0.0,1.849193306388066,0.0,84.0,0.0,4936.0,0.0,-317.9957374644582
632.0,31.0,2143.0,0.0,1.849193306388066,0.0,84.0,0.0,4936.0,0.0,-317.9957374644582
633.0,63.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
634.0,70.0,2143.0,0.0,1.8928287294358837,0.0,168.0,0.0,4936.0,0.0,19389.737423310697
635.0,77.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
636.0,79.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
637.0,92.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
638.0,125.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
639.0,127.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
640.0,128.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
641.0,168.0,2142.0,0.0,1.910720634589985,0.0,74.0,0.0,5200.0,0.0,16670.420714447915
642.0,174.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
643.0,175.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
644.0,176.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
645.0,177.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
646.0,182.0,2142.0,0.0,1.849193306388066,0.0,84.0,0.0,4936.0,0.0,-317.9957374644582
647.0,189.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
648.0,190.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
649.0,222.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
650.0,226.0,2142.0,0.0,2.119683807452453,0.0,126.0,0.0,4936.0,0.0,11763.61957586807
651.0,240.0,2143.0,0.0,2.119683807452453,0.0,126.0,0.0,4936.0,0.0,11763.61957586807
652.0,241.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
653.0,249.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
654.0,259.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
655.0,261.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
656.0,273.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
657.0,286.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
658.0,295.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
659.0,295.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
660.0,298.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
661.0,317.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
662.0,317.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
663.0,320.0,2142.0,0.0,1.910720634589985,0.0,74.0,0.0,5200.0,0.0,16670.420714447915
664.0,329.0,2143.0,0.0,2.0956475577943148,0.0,102.08121744791669,0.0,4936.0,0.0,15341.831851849973
665.0,351.0,2142.0,0.0,1.910720634589985,0.0,74.0,0.0,5200.0,0.0,16670.420714447915
666.0,375.0,2143.0,0.0,2.7914592271947423,0.0,69.0,0.0,4936.0,0.0,9638.99868447584
667.0,376.0,2142.0,0.0,2.7079609928434603,0.0,102.08121744791669,0.0,4936.0,0.0,15656.564234326304
668.0,376.0,2143.0,0.0,2.7079609928434603,0.0,102.08121744791669,0.0,4936.0,0.0,15656.564234326304
669.0,381.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
670.0,381.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
671.0,382.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
672.0,382.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
673.0,387.0,2143.0,0.0,1.910720634589985,0.0,74.0,0.0,5200.0,0.0,16670.420714447915
674.0,394.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
675.0,413.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
676.0,458.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
677.0,459.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
678.0,466.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
679.0,469.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
680.0,481.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
681.0,485.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
682.0,487.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
683.0,494.0,2142.0,0.0,2.108966205820685,0.0,102.08121744791669,0.0,4936.0,0.0,15995.4640256266
684.0,496.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
685.0,496.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
686.0,499.0,2142.0,0.0,2.4843300625068205,0.0,86.0,0.0,4936.0,0.0,16071.853329489648
687.0,503.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
688.0,505.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
689.0,523.0,2142.0,0.0,1.645528977543314,0.0,102.08121744791669,0.0,4936.0,0.0,6476.157434831082
690.0,523.0,2143.0,0.0,1.645528977543314,0.0,102.08121744791669,0.0,4936.0,0.0,6476.157434831082
691.0,526.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
692.0,544.0,2142.0,0.0,1.8928287294358837,0.0,168.0,0.0,4936.0,0.0,19389.737423310697
693.0,547.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
694.0,581.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
695.0,599.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
696.0,612.0,2142.0,0.0,2.0956475577943148,0.0,102.08121744791669,0.0,4936.0,0.0,15341.831851849973
697.0,627.0,2143.0,0.0,2.7079609928434603,0.0,102.08121744791669,0.0,4936.0,0.0,15656.564234326304
698.0,635.0,2142.0,0.0,1.849193306388066,0.0,84.0,0.0,4936.0,0.0,-317.9957374644582
699.0,641.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
700.0,642.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
701.0,643.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
702.0,657.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
703.0,657.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
704.0,716.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
705.0,746.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
706.0,752.0,2142.0,0.0,1.8928287294358837,0.0,168.0,0.0,4936.0,0.0,19389.737423310697
707.0,752.0,2143.0,0.0,1.8928287294358837,0.0,168.0,0.0,4936.0,0.0,19389.737423310697
708.0,753.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
709.0,759.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
710.0,759.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
711.0,763.0,2142.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
712.0,780.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
713.0,810.0,2143.0,0.0,1.910720634589985,0.0,74.0,0.0,5200.0,0.0,16670.420714447915
714.0,812.0,2143.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
715.0,823.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
716.0,883.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
717.0,884.0,2143.0,0.0,2.478018504613807,0.0,76.0,0.0,4936.0,0.0,12572.295296082912
718.0,885.0,2143.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
719.0,891.0,2142.0,0.0,1.645528977543314,0.0,102.08121744791669,0.0,4936.0,0.0,6476.157434831082
720.0,941.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
721.0,942.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
722.0,945.0,2143.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
723.0,950.0,2142.0,0.0,2.1628613373756944,0.0,102.08121744791669,0.0,4936.0,0.0,17813.88327700895
724.0,952.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
725.0,961.0,2143.0,0.0,1.645528977543314,0.0,102.08121744791669,0.0,4936.0,0.0,6476.157434831082
726.0,965.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
727.0,967.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
728.0,970.0,2142.0,0.0,1.645528977543314,0.0,102.08121744791669,0.0,4936.0,0.0,6476.157434831082
729.0,971.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
730.0,974.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
731.0,980.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
732.0,986.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
733.0,986.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
734.0,995.0,2142.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
735.0,1002.0,2142.0,0.0,2.597230940616306,0.0,58.0,0.0,4936.0,0.0,13517.246491501748
736.0,1006.0,2143.0,0.0,1.5536350535214534,0.0,100.0,0.0,4664.0,0.0,8950.646914551675
737.0,1018.0,2143.0,0.0,2.848099529481011,0.0,94.0,0.0,5040.0,0.0,17590.871511826932
738.0,1025.0,2143.0,0.0,2.4843300625068205,0.0,86.0,0.0,4936.0,0.0,16071.853329489648
739.0,1238.0,2142.0,0.0,1.645528977543314,0.0,102.08121744791669,0.0,4936.0,0.0,6476.157434831082
