id_curso,curso,area,especialidad,modalidad,carga_horaria,costo
3843,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
3844,prevención de riesgos de trabajos en caliente y soldadura,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
3847,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
3848,uso comunicativo avanzado (c1) del idioma inglés,educación y capacitación,capacitación,desconocida,40,
3849,comunicación elemental en inglés - nivel a2,educación y capacitación,idiomas,desconocida,40,
3852,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
3853,curso básico de comunicación en inglés nivel a2,educación y capacitación,idiomas,desconocida,32,
3854,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
3855,asesoria tecnica contable,finanzas comercio y ventas,economía aplicada,desconocida,40,
3856,excel para la gestión comercial,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,124.80000000000001
3857,brigadas de primera respuesta,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
3860,seguridad en el manejo de explosivos.,mecánica industrial y minería,explosivos,desconocida,16,
3861,operación de extintores portátiles,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
3862,primeros auxilios.,educación y capacitación,capacitación,desconocida,16,
3875,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
3880,sistemas automatizados de contabilidad y tributación,tecnologías de la información y comunicación,software especializado,desconocida,40,386.8
3884,gestión de residuos peligrosos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,16,
3891,legislación y normativa de seguridad y salud ocupacional,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,32,
3892,curso básico de comunicación en inglés nivel a2,educación y capacitación,idiomas,desconocida,32,
3893,curso básico de la competencia lingüística del inglés nivel b2,educación y capacitación,idiomas,desconocida,24,
3902,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
3903,curso básico de la competencia lingüística del inglés nivel b2,educación y capacitación,idiomas,desconocida,24,
3904,ingles a2.1,educación y capacitación,idiomas,desconocida,40,
3914,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
3915,declaraciones tributarias,administración y legislación,administración contable y de costos,desconocida,32,
3916,contabilidad básica,administración y legislación,administración contable y de costos,desconocida,40,
3917,"asistencia en contabilidad, control tributario y nomina",administración y legislación,administración contable y de costos,desconocida,32,
3918,gestión y elaboración de estudios de impactos ambientales,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
3919,auditoría ambiental de cumplimiento,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
3920,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
3921,gestión de residuos peligrosos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,16,
3922,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
3923,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
3924,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
3928,prevención en el transporte y almacenamiento de productos químicos peligrosos.,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
3929,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
3930,instalación y diseño de sistemas con paneles fotovoltaicos conectados a la red eléctrica,electricidad y electrónica,redes eléctricas,desconocida,40,
3931,control eléctrico industrial,electricidad y electrónica,electricidad industrial,desconocida,40,
3953,topografía con rtk - estación total y civil 3d en un flujo bim aplicada,transporte y logística,geodesia,desconocida,40,
3954,"bim en diseño de plataformas, movimiento de tierras y planillaje con civil-3d",educación y capacitación,capacitación,desconocida,40,
3957,clínica de ventas para emprendedores,finanzas comercio y ventas,marketing y ventas,desconocida,8,
3960,"comprender la conexión, programación y puesta en marcha de variadores de frecuencia",procesos industriales,automatización industrial y robótica,desconocida,40,
3961,manejo del módulo lógico programable siemens logo,procesos industriales,automatización industrial y robótica,desconocida,32,
3962,automatización industrial mediante controladores lógicos programables (plcs) y pantalla hmi,procesos industriales,automatización industrial y robótica,desconocida,40,
3963,auditoría interna en bpm (fda - arcsa) y sistema haccp (codex alimentarius) de industrias alimentarias,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
3964,buenas practicas de manufactura de alimentos procesados (bpm),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
3965,calidad e inocuidad alimentaria (ppr - haccp),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
3966,"introudcción a las redes, ccna 200-301",tecnologías de la información y comunicación,redes,desconocida,40,160.0
3970,peritaje ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
3971,análisis de crédito y gestión de cobranzas,finanzas comercio y ventas,crédito y cobranzas,desconocida,24,
3975,importación y exportación de mercancías,finanzas comercio y ventas,comercio exterior y cambios,desconocida,40,
3976,cultura emprendedora,administración y legislación,administración general,desconocida,8,
3977,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
3978,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
3979,contabilidad y nómina,administración y legislación,administración contable y de costos,desconocida,24,
3980,control de la administración pública,administración y legislación,administración general,desconocida,24,
3981,tributacion,administración y legislación,administración contable y de costos,desconocida,24,
3987,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
3988,prevención de riesgos laborales para microempresas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
3989,administración de comunidades digitales / community mangement,finanzas comercio y ventas,marketing y ventas,desconocida,40,
3995,modelamiento hidráulico e hidrológico,forestal ecología y medio ambiente,manejo y conservación de recursos naturales,desconocida,40,
3996,gestión de los procesos de contratación en la administración pública,administración y legislación,administración general,desconocida,40,
3999,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4000,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
4001,prevención de riesgos laborales en establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4002,bioseguridad frente al covid-19,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4003,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4004,prevención de riesgos en el manejo de productos químicos,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,32,
4005,limpieza y desinfección hospitalaria,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4006,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4007,prevención de riesgos psicosociales en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4008,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4009,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
4010,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4020,reglamento de seguridad y salud - organismos paritarios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4021,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4022,indicadores del sistema de gestión de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4047,primeros auxilios estàndares con rcp y dea,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4048,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
4075,manejo defensivo y cultura preventiva en la conducción vehicular,transporte y logística,transporte de carga y de pasajeros,desconocida,16,
4076,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4110,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4111,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
4112,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4115,calidad e inocuidad alimentaria (ppr - haccp),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
4116,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
4117,"word, excel y power point básico",tecnologías de la información y comunicación,programas de escritorio,desconocida,24,232.07999999999998
4118,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
4119,curso básico de comunicación en inglés nivel a2,educación y capacitación,idiomas,desconocida,32,
4126,curso de perfeccionamiento en normas internacionales de información financiera intermedio,administración y legislación,administración contable y de costos,desconocida,40,
4127,normas internacionales de contabilidad para el sector público – nicsp parte i,administración y legislación,administración contable y de costos,desconocida,40,
4128,normas internacionales de información financiera (completas y para pymes) - módulo i,administración y legislación,administración contable y de costos,desconocida,40,
4132,fundamentos de la planificación estratégica,administración y legislación,administración general,desconocida,8,
4133,servicio y atención al cliente con pnl,finanzas comercio y ventas,marketing y ventas,desconocida,16,
4134,manejo de excel básico,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,266.8
4135,excel para la gestión comercial,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,124.80000000000001
4136,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4139,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
4140,gestión de proyectos de desarrollo con enfoque de marco lógico,administración y legislación,administración general,desconocida,32,
4143,desarrollo de proyectos para emprendedores,administración y legislación,administración general,desconocida,40,
4144,análisis financiero aplicado al emprendimiento,administración y legislación,administración general,desconocida,24,
4145,primeros auxilios en zonas agreste,servicios socioculturales y a la comunidad,salud y medicina,desconocida,16,
4146,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4149,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4150,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4151,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4154,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4155,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4156,operación segura de grúas de brazo articulado (camión grúa),procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4159,contabilidad para pymes con aplicación tributaria y nómina,administración y legislación,administración contable y de costos,desconocida,40,
4160,educación financiera,educación y capacitación,capacitación,desconocida,8,
4161,tributacion,administración y legislación,administración contable y de costos,desconocida,24,
4168,gestión de la experiencia del cliente - customer experience,educación y capacitación,capacitación,desconocida,24,
4169,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4170,reglamento de seguridad y salud - organismos paritarios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4171,primeros auxilios.,educación y capacitación,capacitación,desconocida,16,
4172,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4175,equipos de protección personal,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
4176,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4179,control ambiental en el sector petrolero y minero,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
4180,gestión de residuos peligrosos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,16,
4181,compras públicas transparentes - reformas en materia anticorrupción,administración y legislación,administración general,desconocida,32,
4182,determinación de las etapas o fases de la contratación pública,administración y legislación,administración general,desconocida,24,
4183,primeros auxilios en zonas agreste,servicios socioculturales y a la comunidad,salud y medicina,desconocida,16,
4184,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
4185,prevención de riesgos laborales para microempresas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4190,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4191,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4192,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4193,primeros auxilios básicos mención en brigadas de emergencia,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4197,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4198,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4201,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
4202,sistema integrado de administración del talento humano para el sector público,administración y legislación,gestión del talento humano,desconocida,40,
4203,psicometría aplicada en el ámbito laboral,administración y legislación,gestión del talento humano,desconocida,16,
4204,gestión de nómina y prestaciones laborales,administración y legislación,gestión del talento humano,desconocida,24,
4211,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",administración y legislación,administración contable y de costos,desconocida,40,
4212,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
4213,auditoría interna en bpm (fda - arcsa) y sistema haccp (codex alimentarius) de industrias alimentarias,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
4214,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4215,administración de la nómina de empleados,administración y legislación,gestión del talento humano,desconocida,16,
4216,reparacion de telefonos celulares y tablets,tecnologías de la información y comunicación,hardware y equipos,desconocida,40,386.8
4219,diseño y modelado mecánico en software cad - cae,tecnologías de la información y comunicación,software especializado,desconocida,40,124.80000000000001
4220,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
4221,técnicas de manufactura y programación cnc,procesos industriales,prácticas de manufactura,desconocida,24,
4222,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4223,cloud computing [almacenamiento en la nube],tecnologías de la información y comunicación,programas de escritorio,desconocida,40,169.0
4224,"uso de normas apa en investigaciones científicas, actualización y herramientas bibliográficas",tecnologías de la información y comunicación,programas de escritorio,desconocida,24,79.92
4225,derechos humanos y bienestar,administración y legislación,legislación,desconocida,40,
4226,asistencia en gestión judicial,administración y legislación,legislación,desconocida,40,
4227,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
4228,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4229,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4234,gestion docente,educación y capacitación,capacitación,desconocida,40,
4235,formación de capacitadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
4241,formación técnico laboral en cuidado estético de manos y pies,artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
4248,reglamento de seguridad y salud - organismos paritarios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4249,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4255,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4256,ingles a2.1,educación y capacitación,idiomas,desconocida,40,
4257,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4262,limpieza y desinfeccion hospitalaria,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4263,aparejadores en izaje de cargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4264,operación segura de grúas de brazo articulado (camión grúa),procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4265,operación segura de puentes grúa,transporte y logística,transporte de carga y de pasajeros,desconocida,16,
4266,supervisión de maniobras de izaje,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4281,legislación ambiental y auditorías ambientales en la industria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
4282,servicio y atención al cliente con pnl,finanzas comercio y ventas,marketing y ventas,desconocida,16,
4283,liderazgo y trabajo en equipo,administración y legislación,gestión del talento humano,desconocida,16,
4284,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
4287,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
4288,primeros auxilios en zonas agreste,servicios socioculturales y a la comunidad,salud y medicina,desconocida,16,
4289,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4290,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4291,seguridad basada en el comportamiento y el liderazgo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4292,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4293,operacion segura para el izaje de cargas en puertos maritimos,transporte y logística,transporte de carga y de pasajeros,desconocida,24,
4297,"asistencia en contabilidad, tributacion, y nomina modulo 4 nómina",administración y legislación,administración contable y de costos,desconocida,24,
4298,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",administración y legislación,administración contable y de costos,desconocida,40,
4299,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4302,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4303,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4319,"asistencia en contabilidad, control tributario y nomina",administración y legislación,administración contable y de costos,desconocida,32,
4320,reflexología,servicios socioculturales y a la comunidad,salud y medicina,desconocida,32,
4321,terapias alternativas con biomagnetismo y campos magnéticos,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4333,prevención en el transporte y almacenamiento de productos químicos peligrosos.,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4334,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
4335,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
4339,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4340,manejo del módulo lógico programable siemens logo,procesos industriales,automatización industrial y robótica,desconocida,32,
4341,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4342,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4343,"b.p.m. para establecimientos a&b, covid-19 (módulo 1)",alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
4344,obtención de notificaciónes sanitarias para alimentos procesados y manejo del sistema ecuapass,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,24,
4345,creación de páginas web profesionales con wordpress desde cero,tecnologías de la información y comunicación,lenguaje de programación,desconocida,24,232.07999999999998
4346,técnicas de diseño vectorial con illustrator,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
4347,derecho administrativo sancionador 1,administración y legislación,legislación,desconocida,40,
4348,derecho administrativo,administración y legislación,legislación,desconocida,40,
4349,el proceso coactivo en el ecuador,administración y legislación,legislación,desconocida,16,
4350,estrategias de marketing digital para impulsar empresas,finanzas comercio y ventas,marketing y ventas,desconocida,32,
4351,el arte de hablar en público,administración y legislación,atención y servicios de oficina,desconocida,16,
4352,servicio y atención al cliente con pnl,finanzas comercio y ventas,marketing y ventas,desconocida,16,
4355,auditoria en salud,administración y legislación,gestión de la calidad,desconocida,40,
4356,formación elemental para auxiliares de farmacia,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4357,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
4358,preparación comunitaria en gestión del riesgo de desastres,servicios socioculturales y a la comunidad,gestión cultural,desconocida,40,
4363,administración de la nómina de empleados,administración y legislación,gestión del talento humano,desconocida,16,
4364,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
4372,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4378,agricultura organica ¨diseño y construccion de huertos urbanos,agronomía,agricultura orgánica,desconocida,24,
4379,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4380,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",administración y legislación,administración contable y de costos,desconocida,40,
4383,retoque de imágenes y editar en photoshop,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
4384,herramientas de marketing digital,finanzas comercio y ventas,marketing y ventas,desconocida,40,
4387,primeros auxilios basico,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4388,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
4389,importación y exportación de mercancías,finanzas comercio y ventas,comercio exterior y cambios,desconocida,40,
4390,reglas incoterms 2020,finanzas comercio y ventas,comercio exterior y cambios,desconocida,40,
4391,administración de comunidades digitales / community mangement,finanzas comercio y ventas,marketing y ventas,desconocida,40,
4392,modelos de negocio en comercio electrónico,finanzas comercio y ventas,negocios y comercio electrónico,desconocida,40,
4395,liderazgo y trabajo en equipo,administración y legislación,gestión del talento humano,desconocida,16,
4396,instalaciones eléctricas residenciales,electricidad y electrónica,electricidad domiciliaria,desconocida,32,
4397,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
4398,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4399,brigadas de primera respuesta,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
4400,prevención de riesgos laborales en establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4401,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4402,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4403,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4404,primeros auxilios en zonas agreste,servicios socioculturales y a la comunidad,salud y medicina,desconocida,16,
4410,contabilidad y nómina,administración y legislación,administración contable y de costos,desconocida,24,
4411,gestión financiera y presupuestaria empresarial,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4414,instalación y diseño de sistemas con paneles fotovoltaicos conectados a la red eléctrica,electricidad y electrónica,redes eléctricas,desconocida,40,
4415,diseño de sistemas de puesta a tierra para sistemas eléctricos,electricidad y electrónica,redes eléctricas,desconocida,24,
4416,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4417,instalación y diseño de sistemas con paneles fotovoltaicos conectados a la red eléctrica,electricidad y electrónica,redes eléctricas,desconocida,40,
4418,diseño de sistemas de puesta a tierra para sistemas eléctricos,electricidad y electrónica,redes eléctricas,desconocida,24,
4419,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
4420,"introducción a la gestión de seguridad, roles y responsabilidades de los miembros de organismos paritarios",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4421,prevención de riesgos laborales para microempresas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
4425,fundamentos de la planificación estratégica,administración y legislación,administración general,desconocida,8,
4436,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
4437,sistema de administración de riesgo de lavado de activos y financiamiento de delitos como el terrorismo - sarlafdt,finanzas comercio y ventas,riesgo financiero,desconocida,32,
4438,sistema integral de administración de riesgos - siar,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4439,sistema de administración de riesgo de crédito - sarc,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4440,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
4441,sistema de riesgo de operativo - saro,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4442,elaboración del manual y matriz de riesgo para la prevención de lavado de activos,administración y legislación,legislación,desconocida,16,
4443,gestión de activos y pasivos - alm,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4444,sistema integral de administración de riesgos - siar,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4445,programa de educación financiera - pef,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4446,gestión de calificación de activos y constitución de provisiones - cacp,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4447,sistema de administración de riesgo de crédito - sarc,finanzas comercio y ventas,riesgo financiero,desconocida,40,
4448,control interno y evaluación de riesgos,administración y legislación,administración contable y de costos,desconocida,24,
4449,"administración de la economía, popular y solidaria",administración y legislación,administración general,desconocida,24,
4463,técnicas de diseño vectorial con illustrator,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
4464,diseño y modelado 3d para productos con blender,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
4465,técnicas de edición de imágenes con photoshop,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
4466,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
4467,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
4493,ventas efectivas,finanzas comercio y ventas,marketing y ventas,desconocida,40,
4494,operación de caja comercial,finanzas comercio y ventas,presupuestos y flujo de caja,desconocida,24,
4549,curso avanzado de adaptaciones curriculares para personas con necesidades educativas especiales (nee),educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
4550,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4551,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4552,seguridad para líderes,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
4559,gestión integral de residuos sólidos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,40,
4560,control ambiental en el sector petrolero y minero,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
4561,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
4562,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",administración y legislación,administración general,desconocida,40,
4563,indicadores del sistema de gestión de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
