id_curso,area,especialidad,curso,modalidad,carga_horaria,costo
1348,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,prevención en trabajo en altura para operadores de plataformas elevadoras móviles de personal (pemp),desconocida,8.0,
1349,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,bloqueo y etiquetado loto,desconocida,24.0,
1350,transporte y logística,transporte de carga y de pasajeros,operacion segura para el izaje de cargas en puertos maritimos,desconocida,24.0,
1351,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
1352,finanzas comercio y ventas,marketing y ventas,servicio y atención al cliente con pnl,desconocida,16.0,
1353,finanzas comercio y ventas,marketing y ventas,marketing gastronomico,desconocida,16.0,
1354,finanzas comercio y ventas,marketing y ventas,neuroventas y técnicas basadas en la conexión emocional,desconocida,32.0,
1355,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40.0,
1356,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1357,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
1358,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
1359,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
1360,educación y capacitación,capacitación,trabajo seguro en altura,desconocida,16.0,
1361,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1362,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
1363,educación y capacitación,capacitación,docencia virtual,desconocida,40.0,
1364,finanzas comercio y ventas,economía aplicada,asesoria tecnica contable,desconocida,40.0,
1365,administración y legislación,legislación,"propiedad intelectual, marcas y patentes",desconocida,8.0,
1366,administración y legislación,legislación,proteccion de la innovacion para investigadores y emprendedores,desconocida,8.0,
1367,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1368,forestal ecología y medio ambiente,tratamiento de residuos,manejo y control de emergencias con materiales peligrosos,desconocida,24.0,
1369,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y auto protección,desconocida,8.0,
1370,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1371,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
1372,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
1373,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1374,construcción e infraestructura,tecnología de la construcción,"protección contra incendios en el ecuador: requerimientos constructivos, recursos y administración",desconocida,40.0,
1375,administración y legislación,administración general,compras públicas transparentes - reformas en materia anticorrupción,desconocida,32.0,
1376,administración y legislación,administración general,determinación de las etapas o fases de la contratación pública,desconocida,24.0,
1377,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1378,construcción e infraestructura,arquitectura y urbanismo,autocad,desconocida,32.0,
1379,educación y capacitación,capacitación,seguridad y salud ocupacional normas técnicas,desconocida,24.0,
1380,tecnologías de la información y comunicación,programas de escritorio,excel para la gestión comercial,desconocida,40.0,243.6
1381,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
1382,educación y capacitación,capacitación,"diseño, ejecución y evaluacion de proyectos de vinculación con la comunidad",desconocida,40.0,
1383,servicios socioculturales y a la comunidad,salud y medicina,soporte vital básico y primeros auxilios,desconocida,8.0,
1384,servicios socioculturales y a la comunidad,salud y medicina,formación elemental para auxiliares de farmacia,desconocida,40.0,
1385,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
1386,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
1387,tecnologías de la información y comunicación,instalación mantenimiento y reparación de fibra óptica,"instalación, mantenimiento y reparación de redes de fibra óptica gpon ftth.",desconocida,40.0,386.8
1388,electricidad y electrónica,electricidad industrial,control eléctrico industrial,desconocida,40.0,
1389,procesos industriales,seguridad prevención de riesgos e higiene industrial,actividades de vigilancia y seguridad privada,desconocida,40.0,
1390,administración y legislación,administración contable y de costos,contabilidad para pymes con aplicación tributaria y nómina,desconocida,40.0,
1391,administración y legislación,administración contable y de costos,tributacion,desconocida,24.0,
1392,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1393,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión y elaboración de estudios de impactos ambientales,desconocida,40.0,
1394,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1395,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
1396,procesos industriales,seguridad prevención de riesgos e higiene industrial,indicadores del sistema de gestión de la seguridad y salud en el trabajo,desconocida,40.0,
1397,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16.0,
1398,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
1399,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
1400,forestal ecología y medio ambiente,gestión e impacto ambiental,control ambiental en el sector petrolero y minero,desconocida,40.0,
1401,alimentación gastronomía y turismo,catering y servicio de bar y comedores,manipulación de alimentos y nutrición para bares escolares del sistema nacional de educación ecuatoriano,desconocida,32.0,
1402,alimentación gastronomía y turismo,catering y servicio de bar y comedores,manipulación de alimentos y bpm en establecimientos gastronómicos (codex alimentarius - arcsa),desconocida,40.0,
1403,administración y legislación,administración general,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",desconocida,40.0,
1404,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32.0,
1405,mecánica automotriz,diagnóstico y reparación de sistemas automotrices,sistema de inyección electrónica a gasolina,desconocida,32.0,
1406,mecánica automotriz,mecánica general,electricidad y electrónica automotriz,desconocida,40.0,
1407,administración y legislación,administración general,control de la administración pública,desconocida,24.0,
1408,administración y legislación,legislación,administración tributaria del gad municipal,desconocida,24.0,
1409,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1410,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1411,administración y legislación,gestión del talento humano,asistencia en la gestión del talento humano,desconocida,16.0,
1412,procesos industriales,seguridad prevención de riesgos e higiene industrial,primeros auxilios básicos mención en brigadas de emergencia,desconocida,40.0,
1413,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
1414,forestal ecología y medio ambiente,manejo y conservación de recursos naturales,inventarios ambientales de flora y fauna,desconocida,40.0,
1415,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
1416,tecnologías de la información y comunicación,redes,seguridad electrónica cctv e ip,desconocida,40.0,169.0
1417,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
1418,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
1419,forestal ecología y medio ambiente,gestión e impacto ambiental,supervisión ambiental en proyectos mineros,desconocida,24.0,
1420,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1421,forestal ecología y medio ambiente,contaminación ambiental,monitoreo ambiental,desconocida,24.0,
1422,forestal ecología y medio ambiente,remediación ambiental,biorremediación ambiental,desconocida,40.0,
1423,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
1424,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos.,desconocida,8.0,
1425,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1426,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,higiene y manipulacion de alimentos,desconocida,8.0,
1427,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,calidad e inocuidad alimentaria (ppr - haccp),desconocida,40.0,
1428,procesos industriales,petróleo,evaluación y desarrollo para crudos extra pesados,desconocida,40.0,
1429,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1430,educación y capacitación,capacitación,acompañamientos de ritmos tradicionales y populares en piano,desconocida,40.0,
1431,comunicación y artes gráficas,medios audiovisuales,producción musical - nivel 1,desconocida,40.0,
1432,administración y legislación,administración general,gestión de los procesos de contratación en la administración pública,desconocida,40.0,
1433,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión y elaboración de estudios de impactos ambientales,desconocida,40.0,
1434,transporte y logística,sistemas de información geográfica y rutas,sistemas de información geográfica: qgis,desconocida,40.0,
1435,forestal ecología y medio ambiente,gestión e impacto ambiental,economía circular,desconocida,40.0,
1436,comunicación y artes gráficas,medios de comunicación social,comunicación efectiva y presentaciones exitosas,desconocida,16.0,
1437,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
1438,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
1439,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1440,servicios socioculturales y a la comunidad,gestión cultural,rudimentos de la música,desconocida,32.0,
1441,administración y legislación,legislación,normas de prevención de lavado de activos y la debida diligencia,desconocida,8.0,
1442,administración y legislación,legislación,elaboración del manual y matriz de riesgo para la prevención de lavado de activos,desconocida,16.0,
1443,administración y legislación,legislación,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,desconocida,16.0,
1444,administración y legislación,administración contable y de costos,contabilidad y nómina,desconocida,24.0,
1445,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1446,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1447,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1448,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
1449,transporte y logística,conducción de vehículos terrestres,manejo defensivo en 4x4 en zonas mineras,desconocida,16.0,
1450,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
1451,educación y capacitación,capacitación,educación financiera,desconocida,8.0,
1452,finanzas comercio y ventas,riesgo financiero,programa de educación financiera - pef,desconocida,40.0,
1453,finanzas comercio y ventas,presupuestos y flujo de caja,formación de cajeros bancarios,desconocida,40.0,
1454,procesos industriales,seguridad prevención de riesgos e higiene industrial,atención primaria en emergencias,desconocida,24.0,
1455,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
1456,servicios socioculturales y a la comunidad,salud y medicina,formación elemental para auxiliares de farmacia,desconocida,40.0,
1457,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
1458,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1459,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40.0,
1460,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
1461,tecnologías de la información y comunicación,sistema operativo,linux basico,desconocida,40.0,266.8
1462,administración y legislación,administración contable y de costos,análisis de datos con spss - estadística descriptiva para investigadores,desconocida,40.0,
1463,educación y capacitación,metodología y técnica de aprendizaje,escritura y publicación de artículos científicos,desconocida,40.0,
1464,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primera respuesta,desconocida,24.0,
1465,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1466,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos.,desconocida,8.0,
1467,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
1468,finanzas comercio y ventas,marketing y ventas,estrategias de marketing digital para impulsar empresas,desconocida,32.0,
1469,finanzas comercio y ventas,marketing y ventas,marketing gastronomico,desconocida,16.0,
1470,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
1471,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
1472,administración y legislación,gestión del talento humano,asistencia en la gestión del talento humano,desconocida,16.0,
1473,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
1474,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1475,administración y legislación,administración contable y de costos,tributacion,desconocida,24.0,
1476,tecnologías de la información y comunicación,programas de escritorio,creacion de informes dinámicos con excel,desconocida,16.0,133.28
1477,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
1478,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1479,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40.0,
1480,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1481,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas de interiores,desconocida,40.0,
1482,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1483,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
1484,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
1485,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
1486,procesos industriales,seguridad prevención de riesgos e higiene industrial,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",desconocida,24.0,
1487,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1488,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
1489,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
1490,administración y legislación,legislación,administración de contratos bajo la ley orgánica del sistema nacional de contratación pública: marco legal y taller práctico,desconocida,40.0,
1491,administración y legislación,administración general,"contratación pública de obras, para proveedores del estado",desconocida,32.0,
1492,administración y legislación,legislación,calificación de ofertas bajo la ley orgánica del sistema nacional de contratación pública,desconocida,40.0,
1493,administración y legislación,administración general,gestión de los procesos de contratación en la administración pública,desconocida,40.0,
1494,tecnologías de la información y comunicación,lenguaje de programación,robotica usando arduino y programacion en bloques,desconocida,16.0,142.88
1495,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
1496,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
1497,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
1498,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
1499,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
1500,artes y artesanía,peluquería y belleza barbería y estilismo,"asistencia en peluquería, belleza y cosmetología",desconocida,40.0,
1501,finanzas comercio y ventas,marketing y ventas,emprendimiento y liderazgo personal,desconocida,40.0,
1502,finanzas comercio y ventas,marketing y ventas,"técnicas de ventas, gestión y marketing",desconocida,40.0,
1503,servicios socioculturales y a la comunidad,salud y medicina,formación elemental para auxiliares de farmacia,desconocida,40.0,
1504,procesos industriales,seguridad prevención de riesgos e higiene industrial,actividades de vigilancia y seguridad privada,desconocida,40.0,
1505,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
1506,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40.0,
1507,administración y legislación,administración general,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",desconocida,40.0,
1508,educación y capacitación,capacitación,psicopedagogía de la actividad física y el deporte,desconocida,40.0,
1509,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1510,educación y capacitación,capacitación,trabajo seguro en altura,desconocida,16.0,
1511,educación y capacitación,teología,teología y consejería pastoral,desconocida,40.0,
1512,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1513,sin área,sin especialidad,sin nombre curso,desconocida,,
1514,tecnologías de la información y comunicación,programas de escritorio,excel para negocios,desconocida,40.0,275.2
1515,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point básico",desconocida,24.0,252.0
1516,educación y capacitación,capacitación,coaching ontológico,desconocida,40.0,
1517,administración y legislación,gestión del talento humano,liderazgo y trabajo en equipo,desconocida,16.0,
1518,administración y legislación,gestión del talento humano,administración de la nómina de empleados,desconocida,16.0,
1519,educación y capacitación,diseño educativo y curricular,pedagogía y didáctica,desconocida,32.0,
1520,administración y legislación,administración general,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",desconocida,40.0,
1521,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas actuales,desconocida,32.0,
1522,educación y capacitación,metodología y técnica de aprendizaje,docencia y educación virtual,desconocida,40.0,
1523,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1524,administración y legislación,administración contable y de costos,declaraciones tributarias,desconocida,32.0,
1525,administración y legislación,administración contable y de costos,contabilidad y nómina,desconocida,24.0,
1526,forestal ecología y medio ambiente,tratamiento de residuos,plantas de tratamiento de aguas residuales,desconocida,40.0,
1527,sin área,sin especialidad,sin nombre curso,desconocida,,
1528,forestal ecología y medio ambiente,gestión e impacto ambiental,economía circular,desconocida,40.0,
1529,transporte y logística,sistemas de información geográfica y rutas,arcgis aplicado a la ingeniería. nivel avanzado,desconocida,40.0,
1530,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
1531,comunicación y artes gráficas,fotografía,fotografia digital publicitaria,desconocida,32.0,
1532,finanzas comercio y ventas,marketing y ventas,estrategias de marketing digital para impulsar empresas,desconocida,32.0,
1533,finanzas comercio y ventas,crédito y cobranzas,neurocobranzas y técnicas de recuperación de cartera,desconocida,24.0,
1534,educación y capacitación,idiomas,kichwa básico,desconocida,40.0,
1535,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16.0,
1536,administración y legislación,administración general,control de la administración pública,desconocida,24.0,
1537,tecnologías de la información y comunicación,lenguaje de programación,programación en matlab,desconocida,40.0,357.2
1538,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32.0,
1539,procesos industriales,automatización industrial y robótica,manejo del módulo lógico programable siemens logo,desconocida,32.0,
1540,procesos industriales,seguridad prevención de riesgos e higiene industrial,estrés laboral,desconocida,40.0,
1541,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1542,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
1543,tecnologías de la información y comunicación,instalación mantenimiento y reparación de fibra óptica,"instalación, mantenimiento y reparación de redes de fibra óptica gpon ftth.",desconocida,40.0,386.8
1544,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
1545,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 3 tributacion",desconocida,40.0,
1546,educación y capacitación,capacitación,avalúo de bienes inmuebles urbanos,desconocida,40.0,
1547,tecnologías de la información y comunicación,programas de escritorio,excel para negocios,desconocida,40.0,275.2
1548,administración y legislación,administración contable y de costos,anexos y devoluciones tributarias,desconocida,8.0,
1549,sin área,sin especialidad,sin nombre curso,desconocida,,
1550,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
1551,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
1552,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
1553,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
1554,educación y capacitación,metodología y técnica de aprendizaje,docencia y educación virtual,desconocida,40.0,
1555,tecnologías de la información y comunicación,software especializado,gestión de plataformas virtuales educativas,desconocida,40.0,90.0
1556,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,desconocida,24.0,
1557,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
1558,educación y capacitación,capacitación,gestion docente,desconocida,40.0,
1559,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores para la educación virtual,desconocida,40.0,
1560,educación y capacitación,capacitación,administración educativa,desconocida,40.0,
1561,sin área,sin especialidad,sin nombre curso,desconocida,,
1562,servicios socioculturales y a la comunidad,salud y medicina,cuidados terapéuticos del adulto mayor,desconocida,40.0,
1563,servicios socioculturales y a la comunidad,salud y medicina,bioseguridad frente al covid-19,desconocida,40.0,
1564,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
1565,forestal ecología y medio ambiente,tratamiento de residuos,gestión integral de residuos sólidos,desconocida,40.0,
1566,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión y elaboración de estudios de impactos ambientales,desconocida,40.0,
1567,forestal ecología y medio ambiente,gestión e impacto ambiental,legislación ambiental y auditorías ambientales en la industria,desconocida,40.0,
1568,forestal ecología y medio ambiente,gestión e impacto ambiental,peritaje ambiental,desconocida,40.0,
1569,administración y legislación,administración contable y de costos,declaraciones tributarias,desconocida,32.0,
1570,sin área,sin especialidad,sin nombre curso,desconocida,,
1571,sin área,sin especialidad,sin nombre curso,desconocida,,
1572,sin área,sin especialidad,sin nombre curso,desconocida,,
1573,sin área,sin especialidad,sin nombre curso,desconocida,,
1574,educación y capacitación,capacitación,coaching de vida y liderazgo,desconocida,40.0,
1575,sin área,sin especialidad,sin nombre curso,desconocida,,
1576,servicios socioculturales y a la comunidad,salud y medicina,cuidados terapéuticos del adulto mayor,desconocida,40.0,
1577,servicios socioculturales y a la comunidad,salud y medicina,bioseguridad frente al covid-19,desconocida,40.0,
1578,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
1579,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
1580,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basico,desconocida,40.0,
1581,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primera respuesta,desconocida,24.0,
1582,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios en zonas agreste,desconocida,16.0,
1583,administración y legislación,administración general,finanzas para emprendedores no financieros,desconocida,32.0,
1584,sin área,sin especialidad,sin nombre curso,desconocida,,
1585,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
1586,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
1587,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas practicas de manufactura de alimentos procesados (bpm),desconocida,40.0,
1588,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32.0,
1589,procesos industriales,automatización industrial y robótica,manejo del módulo lógico programable siemens logo,desconocida,32.0,
1590,procesos industriales,automatización industrial y robótica,neumática aplicada a la industria,desconocida,24.0,
1591,procesos industriales,automatización industrial y robótica,automatización industrial mediante controladores lógicos programables (plcs) y pantalla hmi,desconocida,40.0,
1592,educación y capacitación,diseño educativo y curricular,pedagogía y didáctica,desconocida,32.0,
1593,educación y capacitación,capacitación,metodologías para la enseñanza en adultos - formador de formadores,desconocida,40.0,
1594,sin área,sin especialidad,sin nombre curso,desconocida,,
1595,sin área,sin especialidad,sin nombre curso,desconocida,,
1596,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,auditoría interna en bpm (fda - arcsa) y sistema haccp (codex alimentarius) de industrias alimentarias,desconocida,40.0,
1597,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,higiene y manipulacion de alimentos,desconocida,8.0,
1598,servicios socioculturales y a la comunidad,salud y medicina,cuidados terapéuticos del adulto mayor,desconocida,40.0,
1599,servicios socioculturales y a la comunidad,salud y medicina,terapia con hipnosis y técnicas de relajación para el tabaquismo,desconocida,40.0,
1600,servicios socioculturales y a la comunidad,salud y medicina,reflexología,desconocida,32.0,
1601,sin área,sin especialidad,sin nombre curso,desconocida,,
1602,sin área,sin especialidad,sin nombre curso,desconocida,,
1603,transporte y logística,conducción de vehículos terrestres,manejo defensivo y seguridad vial iso 39001 para petroleros y no petroleros,desconocida,24.0,
1604,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40.0,
1605,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos de trabajos en caliente y soldadura,desconocida,40.0,
1606,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
1607,educación y capacitación,capacitación,"ofimática con word, excel y power point",desconocida,40.0,
1608,sin área,sin especialidad,sin nombre curso,desconocida,,
1609,sin área,sin especialidad,sin nombre curso,desconocida,,
1610,sin área,sin especialidad,sin nombre curso,desconocida,,
1611,electricidad y electrónica,electricidad domiciliaria,instalación de cámaras de videovigilancia cctv y minicámaras,desconocida,40.0,
1612,electricidad y electrónica,electricidad domiciliaria,instalación de equipos de domótica y casas inteligentes,desconocida,40.0,
1613,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
1614,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
1615,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1616,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
1617,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos de trabajos en caliente y soldadura,desconocida,40.0,
1618,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
1619,educación y capacitación,capacitación,uso comunicativo avanzado (c1) del idioma inglés,desconocida,40.0,
1620,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
1621,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
1622,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
1623,procesos industriales,seguridad prevención de riesgos e higiene industrial,actividades de vigilancia y seguridad privada,desconocida,40.0,
1624,finanzas comercio y ventas,economía aplicada,asesoria tecnica contable,desconocida,40.0,
