id_fact_oc_cp,id_razon_social,id_curso_perfil,id_fecha,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
1068,1286,143,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,18,528.84,31-12-2019,31,12,2019,klavempresarial compañia anonima,calificado,operador de capacitación,2/9/2021,quito,pichincha
552,1296,2653,6,curso,educación y capacitación,capacitación,"biotecnología en la agricultura: aislamiento, propagación y formulación de bioinsumos",presencial,8,55.006984126984094,31-12-2021,31,12,2021,lara cornejo nathaly alexandra,calificado,operador de capacitación,13-09-2021,quito,pichincha
1070,1296,2653,4,curso,educación y capacitación,capacitación,"biotecnología en la agricultura: aislamiento, propagación y formulación de bioinsumos",presencial,8,55.006984126984094,31-12-2019,31,12,2019,lara cornejo nathaly alexandra,calificado,operador de capacitación,13-09-2021,quito,pichincha
553,1323,1251,6,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,barismo (preparación de bebidas a base de café),presencial,68,552.16,31-12-2021,31,12,2021,leon leon gerardo,calificado,operador de capacitación,12/10/2021,ambato,tungurahua
554,1323,1252,6,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,bartender profesional,presencial,68,127.84,31-12-2021,31,12,2021,leon leon gerardo,calificado,operador de capacitación,12/10/2021,ambato,tungurahua
555,1323,1260,6,curso,alimentación gastronomía y turismo,panadería y pastelería,panadería artesanal & creativa (preparación de panes con masas madres),presencial,20,162.39999999999998,31-12-2021,31,12,2021,leon leon gerardo,calificado,operador de capacitación,12/10/2021,ambato,tungurahua
556,1323,1254,6,curso,alimentación gastronomía y turismo,panadería y pastelería,pastelería internacional,presencial,120,225.6,31-12-2021,31,12,2021,leon leon gerardo,calificado,operador de capacitación,12/10/2021,ambato,tungurahua
2147,1323,1251,2142,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,barismo (preparación de bebidas a base de café),presencial,68,552.16,31-01-2023,31,1,2023,leon leon gerardo,calificado,operador de capacitación,12/10/2021,ambato,tungurahua
557,1330,2455,6,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,virtual,40,275.03492063492047,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
558,1330,2456,6,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,virtual,40,162.8,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
559,1330,6283,6,perfil,actividades de enseñanza,enseñanza,formación de formadores,desconocida,6,250.0,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
560,1330,6284,6,perfil,actividades de enseñanza,enseñanza,formación de formadores,desconocida,6,250.0,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
561,1330,2441,6,curso,finanzas comercio y ventas,crédito y cobranzas,programa avanzado de cobranzas extra judiciales,virtual,20,104.4,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
562,1330,2442,6,curso,finanzas comercio y ventas,crédito y cobranzas,programa avanzado de cobranzas extra judiciales,virtual,20,463.6,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
563,1330,2449,6,curso,administración y legislación,administración contable y de costos,programa de formación experto niif - pyme,virtual,40,275.03492063492047,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
564,1330,2450,6,curso,administración y legislación,administración contable y de costos,programa de formación experto niif - pyme,virtual,40,271.2,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
565,1330,2469,6,curso,administración y legislación,legislación,programa de prevención en lavados de activos,virtual,20,137.51746031746023,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
566,1330,2470,6,curso,administración y legislación,legislación,programa de prevención en lavados de activos,virtual,20,271.4,31-12-2021,31,12,2021,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
1960,1330,2450,2142,curso,administración y legislación,administración contable y de costos,programa de formación experto niif - pyme,virtual,40,271.2,31-01-2023,31,1,2023,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
2024,1330,2442,2143,curso,finanzas comercio y ventas,crédito y cobranzas,programa avanzado de cobranzas extra judiciales,virtual,20,463.6,28-02-2023,28,2,2023,liderazgo capacitacion y consultoria davsoc compañia limitada,calificado,operador de capacitación,16-04-2021,quito,pichincha
567,1372,5777,6,perfil,actividades de atención de la salud humana y de asistencia social,otras actividades de atención de la salud humana,actividades terapéuticas con biomagnetismo,desconocida,6,250.0,31-12-2021,31,12,2021,luzuriaga leon leonardo miguel,calificado,operador de capacitación,14-12-2021,loja,loja
568,1372,5788,6,perfil,otras actividades de servicios,otras actividades de servicios personales n.c.p,operaciones auxiliares en alimentación y nutrición,desconocida,6,250.0,31-12-2021,31,12,2021,luzuriaga leon leonardo miguel,calificado,operador de capacitación,14-12-2021,loja,loja
569,1372,5776,6,perfil,actividades de atención de la salud humana y de asistencia social,otras actividades de atención de la salud humana,práctica terapéutica de yoga,desconocida,6,250.0,31-12-2021,31,12,2021,luzuriaga leon leonardo miguel,calificado,operador de capacitación,14-12-2021,loja,loja
1953,1372,5788,2142,perfil,otras actividades de servicios,otras actividades de servicios personales n.c.p,operaciones auxiliares en alimentación y nutrición,desconocida,6,250.0,31-01-2023,31,1,2023,luzuriaga leon leonardo miguel,calificado,operador de capacitación,14-12-2021,loja,loja
570,1375,5298,6,curso,educación y capacitación,capacitación,visita médica,presencial,60,412.5523809523807,31-12-2021,31,12,2021,macias robles edmundo rafael,calificado,operador de capacitación,15-12-2021,quito,pichincha
879,1375,5298,3,curso,educación y capacitación,capacitación,visita médica,presencial,60,412.5523809523807,31-12-2018,31,12,2018,macias robles edmundo rafael,calificado,operador de capacitación,15-12-2021,quito,pichincha
1074,1375,5298,4,curso,educación y capacitación,capacitación,visita médica,presencial,60,412.5523809523807,31-12-2019,31,12,2019,macias robles edmundo rafael,calificado,operador de capacitación,15-12-2021,quito,pichincha
799,1375,5298,5,curso,educación y capacitación,capacitación,visita médica,presencial,60,412.5523809523807,31-12-2020,31,12,2020,macias robles edmundo rafael,calificado,operador de capacitación,15-12-2021,quito,pichincha
1696,1375,5298,7,curso,educación y capacitación,capacitación,visita médica,presencial,60,412.5523809523807,31-12-2022,31,12,2022,macias robles edmundo rafael,calificado,operador de capacitación,15-12-2021,quito,pichincha
571,1399,5596,6,curso,servicios socioculturales y a la comunidad,salud y medicina,asistencia integral en cuidado de adulto mayor,online,80,14.4,31-12-2021,31,12,2021,marmol uquillas jenny alexandra,calificado,operador de capacitación,27-09-2021,quito,pichincha
572,1399,5598,6,curso,servicios socioculturales y a la comunidad,salud y medicina,asistencia integral en cuidado de pacientes,online,200,368.0,31-12-2021,31,12,2021,marmol uquillas jenny alexandra,calificado,operador de capacitación,27-09-2021,quito,pichincha
573,1399,5594,6,curso,educación y capacitación,metodología y técnica de aprendizaje,métodos pedagógicos y técnicas de aprendizaje pre-básica,online,80,550.0698412698409,31-12-2021,31,12,2021,marmol uquillas jenny alexandra,calificado,operador de capacitación,27-09-2021,quito,pichincha
574,1399,5595,6,curso,educación y capacitación,metodología y técnica de aprendizaje,técnicas en estimulación temprana de 0 a 6 años,online,80,550.0698412698409,31-12-2021,31,12,2021,marmol uquillas jenny alexandra,calificado,operador de capacitación,27-09-2021,quito,pichincha
575,1399,5597,6,curso,servicios socioculturales y a la comunidad,salud y medicina,técnicas integrales en fisioterapia y rehabiliatación física,online,160,1547.2,31-12-2021,31,12,2021,marmol uquillas jenny alexandra,calificado,operador de capacitación,27-09-2021,quito,pichincha
576,1399,5593,6,curso,servicios socioculturales y a la comunidad,salud y medicina,técnicas integrales en fisioterapia y rehabilitación física,presencial,160,5288.0,31-12-2021,31,12,2021,marmol uquillas jenny alexandra,calificado,operador de capacitación,27-09-2021,quito,pichincha
577,1412,4162,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencia,presencial,30,528.6,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
578,1412,4158,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,12,528.72,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
579,1412,4168,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,levantamiento mecánico de cargas,presencial,30,528.6,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
580,1412,4167,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,18,528.84,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
581,1412,4171,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,online,18,33.120000000000005,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
582,1412,4172,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,online,8,14.72,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
583,1412,4161,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencias y autoprotección,presencial,12,528.72,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
584,1412,4155,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,presencial,36,528.84,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
585,1412,4157,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,12,528.72,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
586,1412,4173,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,online,12,22.08,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
587,1412,4174,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,presencial,18,528.84,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
588,1412,4169,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados,presencial,12,528.72,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
589,1412,4170,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos,presencial,18,528.84,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
590,1412,4164,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,presencial,12,528.72,31-12-2021,31,12,2021,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
2076,1412,4162,2142,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencia,presencial,30,528.6,31-01-2023,31,1,2023,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
2113,1412,4168,2142,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,levantamiento mecánico de cargas,presencial,30,528.6,31-01-2023,31,1,2023,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
2095,1412,4169,2142,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados,presencial,12,528.72,31-01-2023,31,1,2023,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
2125,1412,4162,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencia,presencial,30,528.6,28-02-2023,28,2,2023,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1989,1412,4167,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,18,528.84,28-02-2023,28,2,2023,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1076,1412,4168,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,levantamiento mecánico de cargas,presencial,30,528.6,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1077,1412,4167,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,18,528.84,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1078,1412,4171,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,online,18,33.120000000000005,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1079,1412,4172,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,online,8,14.72,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1080,1412,4161,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencias y autoprotección,presencial,12,528.72,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1081,1412,4157,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,12,528.72,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1082,1412,4173,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,online,12,22.08,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1075,1412,4160,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,12,528.72,31-12-2019,31,12,2019,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
1701,1412,4158,7,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,12,528.72,31-12-2022,31,12,2022,mateus francisco javier,calificado,operador de capacitación,22-05-2021,quito,pichincha
591,1427,4567,6,curso,educación y capacitación,capacitación,inglés para niños,presencial,360,615.6,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
592,1427,4565,6,curso,educación y capacitación,idiomas,nivel avanzado c1,presencial,120,429.6,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
593,1427,4573,6,curso,educación y capacitación,idiomas,nivel avanzado c1,online,120,519.6,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
594,1427,4568,6,curso,educación y capacitación,idiomas,nivel básico a1,presencial,120,429.6,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
595,1427,4575,6,curso,educación y capacitación,idiomas,nivel básico a1,online,120,204.0,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
596,1427,4569,6,curso,educación y capacitación,idiomas,nivel básico a2,presencial,120,429.6,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
597,1427,4574,6,curso,educación y capacitación,idiomas,nivel básico a2,online,120,204.0,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
598,1427,4570,6,curso,educación y capacitación,idiomas,nivel intermedio b1,presencial,240,7.199999999999999,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
599,1427,4572,6,curso,educación y capacitación,idiomas,nivel intermedio b1,online,240,28.8,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
600,1427,4571,6,curso,educación y capacitación,idiomas,nivel intermedio b2,presencial,120,429.6,31-12-2021,31,12,2021,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
1970,1427,4567,2143,curso,educación y capacitación,capacitación,inglés para niños,presencial,360,615.6,28-02-2023,28,2,2023,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
1083,1427,4565,4,curso,educación y capacitación,idiomas,nivel avanzado c1,presencial,120,429.6,31-12-2019,31,12,2019,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
1084,1427,4573,4,curso,educación y capacitación,idiomas,nivel avanzado c1,online,120,519.6,31-12-2019,31,12,2019,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
1085,1427,4570,4,curso,educación y capacitación,idiomas,nivel intermedio b1,presencial,240,7.199999999999999,31-12-2019,31,12,2019,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
1086,1427,4572,4,curso,educación y capacitación,idiomas,nivel intermedio b1,online,240,28.8,31-12-2019,31,12,2019,mena argudo freddy roberto,calificado,operador de capacitación,29-09-2021,milagro,guayas
601,1508,1199,6,curso,administración y legislación,administración general,administración pública,virtual,32,271.36,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
602,1508,1200,6,curso,administración y legislación,administración general,administración pública,virtual,32,685.76,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
603,1508,1215,6,curso,administración y legislación,administración general,administración y fiscalización de contratos públicos,virtual,32,271.36,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
604,1508,1216,6,curso,administración y legislación,administración general,administración y fiscalización de contratos públicos,virtual,32,746.56,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
605,1508,1197,6,curso,administración y legislación,administración general,contratación pública,virtual,32,271.36,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
606,1508,1198,6,curso,administración y legislación,administración general,contratación pública,virtual,32,685.76,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
607,1508,1209,6,curso,administración y legislación,administración general,contratación pública aplicada,virtual,38,106.78,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
608,1508,1210,6,curso,administración y legislación,administración general,contratación pública aplicada,virtual,38,25.08,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
609,1508,1211,6,curso,administración y legislación,administración general,contratación pública de obras,virtual,24,78.96000000000001,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
610,1508,1212,6,curso,administración y legislación,administración general,contratación pública de obras,virtual,24,15.84,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
611,1508,1213,6,curso,administración y legislación,administración general,control de la gestión pública,virtual,24,78.96000000000001,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
612,1508,1214,6,curso,administración y legislación,administración general,control de la gestión pública,virtual,24,15.84,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
613,1508,1217,6,curso,administración y legislación,legislación,derecho administrativo,virtual,24,89.03999999999999,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
614,1508,1218,6,curso,administración y legislación,legislación,derecho administrativo,virtual,24,89.03999999999999,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
615,1508,1201,6,curso,administración y legislación,administración general,finanzas públicas,virtual,24,89.03999999999999,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
616,1508,1202,6,curso,administración y legislación,administración general,finanzas públicas,virtual,24,89.03999999999999,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
617,1508,1203,6,curso,administración y legislación,administración general,planificación y gestión estratégica pública,virtual,24,271.44,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
618,1508,1204,6,curso,administración y legislación,administración general,planificación y gestión estratégica pública,virtual,24,559.92,31-12-2021,31,12,2021,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
2030,1508,1197,2142,curso,administración y legislación,administración general,contratación pública,virtual,32,271.36,31-01-2023,31,1,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
2166,1508,1213,2142,curso,administración y legislación,administración general,control de la gestión pública,virtual,24,78.96000000000001,31-01-2023,31,1,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
2165,1508,1203,2142,curso,administración y legislación,administración general,planificación y gestión estratégica pública,virtual,24,271.44,31-01-2023,31,1,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
2138,1508,1207,2142,curso,administración y legislación,legislación,derecho público,virtual,32,271.36,31-01-2023,31,1,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
888,1508,1197,3,curso,administración y legislación,administración general,contratación pública,virtual,32,271.36,31-12-2018,31,12,2018,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
889,1508,1198,3,curso,administración y legislación,administración general,contratación pública,virtual,32,685.76,31-12-2018,31,12,2018,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
2097,1508,1197,2143,curso,administración y legislación,administración general,contratación pública,virtual,32,271.36,28-02-2023,28,2,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
2016,1508,1198,2143,curso,administración y legislación,administración general,contratación pública,virtual,32,685.76,28-02-2023,28,2,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1975,1508,1201,2143,curso,administración y legislación,administración general,finanzas públicas,virtual,24,89.03999999999999,28-02-2023,28,2,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
2048,1508,1203,2143,curso,administración y legislación,administración general,planificación y gestión estratégica pública,virtual,24,271.44,28-02-2023,28,2,2023,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1087,1508,1199,4,curso,administración y legislación,administración general,administración pública,virtual,32,271.36,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1088,1508,1200,4,curso,administración y legislación,administración general,administración pública,virtual,32,685.76,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1089,1508,1197,4,curso,administración y legislación,administración general,contratación pública,virtual,32,271.36,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1090,1508,1198,4,curso,administración y legislación,administración general,contratación pública,virtual,32,685.76,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1091,1508,1209,4,curso,administración y legislación,administración general,contratación pública aplicada,virtual,38,106.78,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1092,1508,1210,4,curso,administración y legislación,administración general,contratación pública aplicada,virtual,38,25.08,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1093,1508,1211,4,curso,administración y legislación,administración general,contratación pública de obras,virtual,24,78.96000000000001,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1094,1508,1212,4,curso,administración y legislación,administración general,contratación pública de obras,virtual,24,15.84,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1099,1508,1203,4,curso,administración y legislación,administración general,planificación y gestión estratégica pública,virtual,24,271.44,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1100,1508,1204,4,curso,administración y legislación,administración general,planificación y gestión estratégica pública,virtual,24,559.92,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1095,1508,1207,4,curso,administración y legislación,legislación,derecho público,virtual,32,271.36,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1096,1508,1208,4,curso,administración y legislación,legislación,derecho público,virtual,32,271.36,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1097,1508,1205,4,curso,administración y legislación,administración general,gestión de proyectos sociales,virtual,24,89.03999999999999,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
1098,1508,1206,4,curso,administración y legislación,administración general,gestión de proyectos sociales,virtual,24,89.03999999999999,31-12-2019,31,12,2019,moran zambrano jose fernando,calificado,operador de capacitación,26-02-2021,guayaquil,guayas
619,1519,2825,6,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,96,660.0838095238091,31-12-2021,31,12,2021,morejon arce ana belen,calificado,operador de capacitación,16-08-2021,quito,pichincha
1963,1519,2825,2143,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,96,660.0838095238091,28-02-2023,28,2,2023,morejon arce ana belen,calificado,operador de capacitación,16-08-2021,quito,pichincha
620,1579,4498,6,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura - bpm,presencial,10,237.8,31-12-2021,31,12,2021,novamanaba s.a.s.,calificado,operador de capacitación,24-05-2021,portoviejo,manabi
1942,1579,4498,2143,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura - bpm,presencial,10,237.8,28-02-2023,28,2,2023,novamanaba s.a.s.,calificado,operador de capacitación,24-05-2021,portoviejo,manabi
621,1580,2833,6,curso,administración y legislación,administración general,administración & fiscalización de contratos de construcción,presencial,40,578.8000000000001,31-12-2021,31,12,2021,novillo mendoza max andres,calificado,operador de capacitación,14-10-2021,guayaquil,guayas
622,1580,2840,6,curso,administración y legislación,administración general,administración y fiscalización de contratos de construcción,online,40,275.03492063492047,31-12-2021,31,12,2021,novillo mendoza max andres,calificado,operador de capacitación,14-10-2021,guayaquil,guayas
623,1580,2828,6,curso,tecnologías de la información y comunicación,software especializado,adobe photoshop,virtual,20,17.2,31-12-2021,31,12,2021,novillo mendoza max andres,calificado,operador de capacitación,14-10-2021,guayaquil,guayas
