id_fact_oec_rs,id_razon_social,id_fecha,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
10097,59,1076,16-03-2022,16,3,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10111,59,1520,22-06-2022,22,6,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10113,59,1574,23-03-2019,23,3,2019,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10089,59,721,11-02-2022,11,2,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10119,59,1843,27-01-2022,27,1,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10125,59,2072,30-06-2022,30,6,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10107,59,1345,20-01-2022,20,1,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10072,59,96,02-04-2022,2,4,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10109,59,1420,21-01-2022,21,1,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10123,59,2014,29-07-2022,29,7,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10108,59,1363,20-04-2022,20,4,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10099,59,1161,17-06-2022,17,6,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10115,59,1593,23-06-2022,23,6,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10075,59,208,03-11-2021,3,11,2021,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10073,59,110,02-07-2022,2,7,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
10074,59,167,03-04-2022,3,4,2022,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
12737,59,2142,31-01-2023,31,1,2023,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
12738,59,2143,28-02-2023,28,2,2023,almeida molina carlos alberto,habilitado,organismo evaluador de la conformidad,14-12-2021,quito,pichincha
12386,897,1237,18-07-2022,18,7,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12387,897,1454,21-07-2022,21,7,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12384,897,954,14-06-2022,14,6,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12385,897,960,14-07-2022,14,7,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12389,897,1794,26-05-2022,26,5,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12388,897,1527,22-07-2022,22,7,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12390,897,1871,27-06-2022,27,6,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12383,897,673,10-06-2022,10,6,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12391,897,1935,28-05-2022,28,5,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12381,897,176,03-06-2022,3,6,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12392,897,2014,29-07-2022,29,7,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12382,897,256,04-07-2022,4,7,2022,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12779,897,2142,31-01-2023,31,1,2023,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
12780,897,2143,28-02-2023,28,2,2023,garcia sanchez elizabeth montserratte,habilitado,organismo evaluador de la conformidad,9/5/2022,quito,pichincha
5180,1965,1307,19-07-2022,19,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5168,1965,750,11-07-2022,11,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5175,1965,1020,15-06-2022,15,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5155,1965,173,03-05-2022,3,5,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5159,1965,331,05-07-2022,5,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5163,1965,469,07-07-2022,7,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5170,1965,811,12-05-2022,12,5,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5171,1965,824,12-07-2022,12,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5174,1965,954,14-06-2022,14,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5194,1965,2077,30-07-2022,30,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5161,1965,392,06-05-2022,6,5,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5164,1965,521,08-04-2022,8,4,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5169,1965,806,12-04-2022,12,4,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5183,1965,1581,23-04-2022,23,4,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5172,1965,896,13-07-2022,13,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5186,1965,1661,24-06-2022,24,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5165,1965,536,08-07-2022,8,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5150,1965,40,01-07-2022,1,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5153,1965,101,02-05-2022,2,5,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5149,1965,36,01-06-2022,1,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5160,1965,386,06-04-2022,6,4,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5162,1965,462,07-06-2022,7,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5176,1965,1092,16-06-2022,16,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5181,1965,1447,21-06-2022,21,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5182,1965,1527,22-07-2022,22,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5188,1965,1942,28-06-2022,28,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5192,1965,2057,30-03-2022,30,3,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5195,1965,2123,31-05-2022,31,5,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5154,1965,117,02-08-2022,2,8,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5167,1965,673,10-06-2022,10,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5179,1965,1225,18-05-2022,18,5,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5166,1965,603,09-06-2022,9,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5189,1965,1949,28-07-2022,28,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5193,1965,2072,30-06-2022,30,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5187,1965,1800,26-06-2022,26,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5152,1965,96,02-04-2022,2,4,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5173,1965,949,14-05-2022,14,5,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5158,1965,250,04-06-2022,4,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5191,1965,2014,29-07-2022,29,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5177,1965,1097,16-07-2022,16,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5190,1965,2008,29-06-2022,29,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5151,1965,47,01-08-2022,1,8,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5156,1965,183,03-07-2022,3,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5157,1965,190,03-08-2022,3,8,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5178,1965,1161,17-06-2022,17,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5184,1965,1593,23-06-2022,23,6,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
5185,1965,1598,23-07-2022,23,7,2022,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
12828,1965,2142,31-01-2023,31,1,2023,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
12829,1965,2143,28-02-2023,28,2,2023,simbaña mena angie mishel,habilitado,organismo evaluador de la conformidad,17-03-2022,quito,pichincha
10926,742,1307,19-07-2022,19,7,2022,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
10923,742,888,13-06-2022,13,6,2022,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
10928,742,1807,26-07-2022,26,7,2022,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
10924,742,1157,17-05-2022,17,5,2022,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
10927,742,1382,20-07-2022,20,7,2022,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
10922,742,176,03-06-2022,3,6,2022,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
10925,742,1161,17-06-2022,17,6,2022,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
12772,742,2142,31-01-2023,31,1,2023,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
12773,742,2143,28-02-2023,28,2,2023,esmeraldas zambrano leonel enrique,habilitado,organismo evaluador de la conformidad,21-12-2021,latacunga,cotopaxi
12527,931,1307,19-07-2022,19,7,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12531,931,1437,21-04-2022,21,4,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12532,931,1454,21-07-2022,21,7,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12526,931,1147,17-03-2022,17,3,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12537,931,1926,28-03-2022,28,3,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12518,931,314,05-04-2022,5,4,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12534,931,1647,24-03-2022,24,3,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12536,931,1861,27-04-2022,27,4,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12521,931,587,09-03-2022,9,3,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12517,931,161,03-03-2022,3,3,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12523,931,732,11-04-2022,11,4,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12519,931,453,07-04-2022,7,4,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12520,931,462,07-06-2022,7,6,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12522,931,657,10-03-2022,10,3,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12524,931,941,14-03-2022,14,3,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12535,931,1720,25-04-2022,25,4,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12530,931,1426,21-02-2022,21,2,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12533,931,1520,22-06-2022,22,6,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12525,931,1087,16-05-2022,16,5,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12528,931,1363,20-04-2022,20,4,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12529,931,1376,20-06-2022,20,6,2022,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12781,931,2142,31-01-2023,31,1,2023,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
12782,931,2143,28-02-2023,28,2,2023,gonzalez llumiquinga mayra alejandra,habilitado,organismo evaluador de la conformidad,29-09-2021,quito,pichincha
3450,1507,1454,21-07-2022,21,7,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
3448,1507,469,07-07-2022,7,7,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
3452,1507,1807,26-07-2022,26,7,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
3449,1507,1382,20-07-2022,20,7,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
3451,1507,1527,22-07-2022,22,7,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
3447,1507,404,06-07-2022,6,7,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
3453,1507,1878,27-07-2022,27,7,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
3454,1507,2072,30-06-2022,30,6,2022,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
12808,1507,2143,28-02-2023,28,2,2023,moran velez freddy fernando,habilitado,organismo evaluador de la conformidad,6/4/2022,guayaquil,guayas
7393,372,1902,27-11-2020,27,11,2020,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7241,372,420,06-10-2021,6,10,2021,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7274,372,726,11-03-2021,11,3,2021,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7290,372,852,12-12-2018,12,12,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7375,372,1741,25-08-2019,25,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7234,372,336,05-08-2021,5,8,2021,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7275,372,740,11-06-2019,11,6,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7297,372,932,14-02-2019,14,2,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7302,372,979,14-11-2018,14,11,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7303,372,980,14-11-2019,14,11,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7317,372,1114,16-10-2019,16,10,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7373,372,1714,25-03-2021,25,3,2021,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7379,372,1787,26-04-2019,26,4,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7382,372,1797,26-06-2019,26,6,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7418,372,2112,31-01-2022,31,1,2022,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7208,372,37,01-07-2019,1,7,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7218,372,193,03-09-2019,3,9,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7398,372,1939,28-06-2019,28,6,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7315,372,1101,16-08-2019,16,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7320,372,1171,17-08-2018,17,8,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7325,372,1241,18-08-2019,18,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7342,372,1373,20-06-2019,20,6,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7211,372,58,01-10-2019,1,10,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7227,372,266,04-09-2019,4,9,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7243,372,433,07-01-2019,7,1,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7253,372,540,08-08-2019,8,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7254,372,547,08-09-2019,8,9,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7264,372,677,10-07-2019,10,7,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7277,372,767,11-10-2019,11,10,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7282,372,815,12-06-2019,12,6,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7285,372,826,12-08-2019,12,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7286,372,833,12-09-2019,12,9,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7308,372,1031,15-08-2019,15,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7318,372,1131,17-01-2019,17,1,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7326,372,1247,18-09-2019,18,9,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7337,372,1349,20-02-2019,20,2,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7348,372,1459,21-08-2019,21,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7355,372,1532,22-08-2019,22,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7363,372,1595,23-07-2019,23,7,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7367,372,1621,23-11-2019,23,11,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7371,372,1664,24-07-2019,24,7,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7374,372,1734,25-07-2019,25,7,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7384,372,1817,26-09-2019,26,9,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7388,372,1881,27-08-2019,27,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7391,372,1900,27-11-2018,27,11,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7392,372,1901,27-11-2019,27,11,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7411,372,2036,29-11-2018,29,11,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7419,372,2126,31-07-2019,31,7,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7403,372,1958,28-09-2018,28,9,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7226,372,265,04-09-2018,4,9,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7230,372,299,05-02-2019,5,2,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7235,372,340,05-09-2018,5,9,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7294,372,897,13-08-2018,13,8,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7300,372,968,14-09-2018,14,9,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7305,372,997,15-02-2019,15,2,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7380,372,1792,26-05-2019,26,5,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7407,372,1999,29-05-2018,29,5,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7346,372,1423,21-02-2019,21,2,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7252,372,511,08-02-2022,8,2,2022,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7219,372,213,03-12-2019,3,12,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7240,372,417,06-10-2018,6,10,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7262,372,635,09-12-2018,9,12,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7270,372,707,10-12-2019,10,12,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7292,372,870,13-03-2018,13,3,2018,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7296,372,923,13-12-2019,13,12,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7328,372,1266,18-12-2019,18,12,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7360,372,1550,22-11-2019,22,11,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
7365,372,1602,23-08-2019,23,8,2019,carvajal campoverde carlos lenin / innova semper,desconocido,organismo evaluador de la conformidad,sin fecha resolución,quito,pichincha
