id_perfil,familia,sector,perfil,modalidad,carga_horaria,costo
988,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
989,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",traducción e interpretación de idiomas,desconocida,6,250.0
990,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
991,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
992,actividades tipo servicios,actividades de descontaminación y otros servicios de gestión de desechos,supervisión en limpieza de unidades de salud,desconocida,6,250.0
993,actividades tipo servicios,actividades de descontaminación y otros servicios de gestión de desechos,operaciones auxiliares en limpieza de unidades de salud,desconocida,6,250.0
994,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
995,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
996,actividades tipo servicios,actividades de descontaminación y otros servicios de gestión de desechos,operaciones auxiliares en limpieza de unidades de salud,desconocida,6,250.0
997,actividades tipo servicios,actividades de descontaminación y otros servicios de gestión de desechos,supervisión en limpieza de unidades de salud,desconocida,6,250.0
998,actividades tipo servicios,reparación de computadores y de efectos personales y enseres domésticos,operaciones de ensamblaje y mantenimiento de equipos electrónicos,desconocida,6,250.0
999,actividades tipo servicios,actividades especializadas de la construcción,instalaciones eléctricas,desconocida,6,250.0
1000,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1001,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1002,actividades tipo servicios,administración pública y defensa; planes de seguridad social de afiliación obligatoria,evaluación de operaciones de emergencia,desconocida,6,250.0
1003,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1004,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,gestión administrativa,desconocida,6,250.0
1005,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1006,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1007,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1008,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1009,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,administración de empresas,desconocida,6,250.0
1010,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1011,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1012,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1013,actividades tipo servicios,actividades especializadas de la construcción,instalaciones eléctricas,desconocida,6,250.0
1014,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",traducción e interpretación de idiomas,desconocida,6,250.0
1015,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,gestión administrativa,desconocida,6,250.0
1016,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,organización y gestión de la secretaria,desconocida,6,250.0
1017,actividades tipo servicios,actividades especializadas de la construcción,instalaciones eléctricas,desconocida,6,250.0
1018,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,gestión administrativa,desconocida,6,250.0
1019,actividades tipo servicios,enseñanza,instrucción en actividades de capacitación,desconocida,6,250.0
1020,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1021,actividades tipo servicios,enseñanza,instrucción en actividades de capacitación,desconocida,6,250.0
1022,actividades tipo servicios,"actividades deportivas, de esparcimiento y recreativas",arbitraje deportivo,desconocida,6,250.0
1023,actividades tipo servicios,fabricación de muebles,fabricación y montaje de muebles,desconocida,6,250.0
1024,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1025,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1026,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1027,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1028,actividades tipo servicios,"actividades deportivas, de esparcimiento y recreativas",arbitraje deportivo,desconocida,6,250.0
1029,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1030,actividades tipo servicios,administración pública y defensa; planes de seguridad social de afiliación obligatoria,evaluación de la calidad y excelencia en la gestión pública,desconocida,6,250.0
1031,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,administración de empresas,desconocida,6,250.0
1032,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1033,actividades tipo servicios,"agricultura, ganadería, caza y actividades de servicios conexas",conservación y manejo de recursos naturales,desconocida,6,250.0
1034,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,gestión administrativa,desconocida,6,250.0
1035,actividades tipo servicios,actividades especializadas de la construcción,instalaciones eléctricas,desconocida,6,250.0
1036,actividades tipo servicios,reparación e instalación de maquinaria y equipo,instalación y mantenimiento de equipos electrónicos y eléctricos,desconocida,6,250.0
1037,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",traducción e interpretación de idiomas,desconocida,6,250.0
1038,actividades tipo servicios,actividades de descontaminación y otros servicios de gestión de desechos,operaciones auxiliares en limpieza de unidades de salud,desconocida,6,250.0
1039,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1040,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1041,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1042,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,administración de empresas,desconocida,6,250.0
1043,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1044,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1045,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1046,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1047,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1048,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1049,actividades tipo servicios,actividades especializadas de la construcción,instalaciones eléctricas,desconocida,6,250.0
1050,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0
1051,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,administración de empresas,desconocida,6,250.0
1052,actividades tipo servicios,"otras actividades profesionales, científicas y técnicas",asistencia en seguridad industrial,desconocida,6,250.0
1053,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,administración de empresas,desconocida,6,250.0
1054,actividades tipo servicios,actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,gestión administrativa,desconocida,6,250.0
1055,actividades tipo servicios,actividades especializadas de la construcción,instalaciones eléctricas,desconocida,6,250.0
1056,actividades tipo servicios,actividades especializadas de la construcción,instalaciones eléctricas,desconocida,6,250.0
1057,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",técnicas de producción agropecuaria,desconocida,6,250.0
1058,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",agricultura de plantación de cacao,desconocida,6,250.0
1059,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",agricultura de plantación de cacao,desconocida,6,250.0
1060,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",agricultura de plantación de cacao,desconocida,6,250.0
1061,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",técnicas de producción agropecuaria,desconocida,6,250.0
1062,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",producción agroecológica,desconocida,6,250.0
1063,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",producción agroecológica,desconocida,6,250.0
1064,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",técnicas de producción agropecuaria,desconocida,6,250.0
1065,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",técnicas de producción agropecuaria,desconocida,6,250.0
1066,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",producción agroecológica,desconocida,6,250.0
1067,agricultura y plantaciones,"agricultura, ganadería, caza y actividades de servicios conexas",técnicas de producción agropecuaria,desconocida,6,250.0
1068,artesanías,fabricación de prendas de vestir,elaboración de sombrero de paja toquilla,desconocida,6,250.0
1069,artesanías,fabricación de prendas de vestir,elaboración de sombrero de paja toquilla,desconocida,6,250.0
1070,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1071,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1072,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1073,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1074,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1075,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1076,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1077,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1078,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1079,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1080,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1081,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1082,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1083,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1084,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1085,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1086,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1087,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1088,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1089,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1090,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1091,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1092,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1093,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1094,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1095,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1096,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1097,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1098,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1099,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1100,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1101,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1102,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1103,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1104,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1105,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1106,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1107,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1108,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1109,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1110,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1111,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1112,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1113,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1114,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1115,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1116,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1117,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1118,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1119,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1120,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1121,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1122,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1123,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1124,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1125,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1126,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1127,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1128,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1129,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1130,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1131,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1132,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1133,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1134,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1135,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1136,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1137,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1138,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1139,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1140,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1141,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1142,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1143,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1144,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1145,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1146,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1147,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1148,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1149,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1150,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1151,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1152,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1153,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1154,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1155,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1156,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1157,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1158,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1159,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1160,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1161,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1162,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1163,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1164,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1165,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1166,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",ventas e información turística,desconocida,6,250.0
1167,comercialización y venta de productos,"actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas",agente de ventas - nte inen 2 445: 2008,desconocida,6,250.0
1168,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1169,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1170,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1171,comercialización y venta de productos,"comercio al por menor, excepto el de vehículos automotores y motocicletas",ventas,desconocida,6,250.0
1172,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1173,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1174,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1175,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1176,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1177,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1178,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1179,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",asistencia en comercio exterior,desconocida,6,250.0
1180,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1181,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1182,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1183,comercialización y venta de productos,"comercio al por mayor, excepto el de vehículos automotores y motocicletas",gestión especializada en ventas,desconocida,6,250.0
1184,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1185,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1186,construcción,actividades especializadas de la construcción,pintura de exteriores fachadas y edificación,desconocida,6,250.0
1187,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1188,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1189,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1190,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1191,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1192,construcción,construcción de edificios,aplicaciones y proyectos de construcción,desconocida,6,250.0
1193,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1194,construcción,actividades especializadas de la construcción,pintura de exteriores fachadas y edificación,desconocida,6,250.0
1195,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1196,construcción,actividades especializadas de la construcción,pintura de exteriores fachadas y edificación,desconocida,6,250.0
1197,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1198,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1199,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1200,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1201,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1202,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1203,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1204,construcción,construcción de edificios,albañilería,desconocida,6,250.0
1205,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1206,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1207,construcción,construcción de edificios,aplicaciones y proyectos de construcción,desconocida,6,250.0
1208,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1209,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1210,construcción,construcción de edificios,asistencia de obras civiles,desconocida,6,250.0
1211,construcción,obras de ingeniería civil,diseño y planificación de obras civiles,desconocida,6,250.0
1212,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1213,construcción,actividades especializadas de la construcción,pintura de exteriores fachadas y edificación,desconocida,6,250.0
1214,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1215,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1216,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1217,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1218,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1219,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1220,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
1221,construcción,obras de ingeniería civil,supervisión en ejecución de obras civiles,desconocida,6,250.0
